pipe_id,source,failure,installation_year,material,diameter_inches,length_feet,soil_type,soil_corrosivity,soil_moisture,soil_ph,depth_feet,pressure_psi,traffic_load,num_previous_repairs,days_since_last_repair,num_joints,water_quality_index,population_density,zone,average_daily_flow_gpm,temperature_variation_f,rainfall_inches_annual,ground_movement_index,pipe_age,material_life,age_ratio
EPA-00662,EPA_DWINS_Pattern,0,1949,cast_iron,12,347.0,silt,moderately_corrosive,29.8,6.03,10.6,40.1,heavy,0,3588,25,93.8,10855.0,industrial,291.2,66.0,48.4,2.43,75,100,0.75
EPA-02475,EPA_DWINS_Pattern,0,1934,pvc,8,1300.7,loam,corrosive,38.0,4.64,11.3,53.4,light,1,3137,5,62.2,3731.0,mixed,336.5,15.1,28.7,6.34,90,75,1.2
EPA-01433,EPA_DWINS_Pattern,0,1968,cast_iron,12,542.7,loam,moderately_corrosive,60.5,6.04,10.9,93.8,none,0,158,4,75.8,2426.0,residential,280.9,76.1,64.1,8.41,56,100,0.56
EPA-02751,EPA_DWINS_Pattern,0,1913,hdpe,6,1245.9,clay,moderately_corrosive,13.0,5.41,10.8,90.4,light,3,2471,17,73.9,14275.0,commercial,416.7,12.8,51.5,1.34,111,50,2.22
EPA-00760,EPA_DWINS_Pattern,0,1961,cast_iron,12,222.9,sandy,moderately_corrosive,74.4,7.39,5.5,100.7,light,1,2760,27,61.8,3708.0,mixed,203.9,23.1,62.2,3.11,63,100,0.63
SYR-0855,Syracuse_Real_Data,1,1977,galvanized_steel,4,1073.7,silt,non_corrosive,33.4,7.35,7.1,35.6,moderate,1,530,25,73.2,4994.0,industrial,172.5,52.9,56.3,8.15,47,50,0.94
EPA-00590,EPA_DWINS_Pattern,0,1940,concrete,6,512.9,clay,moderately_corrosive,80.4,8.69,5.7,99.0,moderate,0,3176,13,92.2,13234.0,mixed,287.7,43.1,38.1,1.65,84,75,1.12
EPA-01268,EPA_DWINS_Pattern,0,1953,copper,12,1379.3,silt,corrosive,68.1,4.4,11.2,74.2,none,0,681,28,84.9,6335.0,mixed,333.4,52.0,50.4,0.62,71,80,0.8875
SYR-0642,Syracuse_Real_Data,1,1944,cast_iron,12,1508.0,sandy,non_corrosive,64.9,6.34,2.9,58.2,heavy,0,3636,14,69.6,5035.0,residential,173.8,41.7,18.4,0.41,80,100,0.8
SYR-0002,Syracuse_Real_Data,1,1973,pvc,8,1703.9,sandy,corrosive,75.2,5.99,7.5,84.9,light,0,62,20,63.5,1135.0,commercial,134.3,68.3,31.9,8.97,51,75,0.68
EPA-01161,EPA_DWINS_Pattern,0,1999,steel,4,1985.2,silt,highly_corrosive,16.4,6.64,4.5,102.0,light,2,2383,28,75.8,11845.0,residential,483.7,77.6,45.9,8.17,25,70,0.35714285714285715
SYR-0699,Syracuse_Real_Data,1,1957,clay,10,945.7,clay,mildly_corrosive,32.1,4.6,10.5,39.3,moderate,1,892,6,61.2,11065.0,commercial,356.8,64.0,20.4,4.67,67,60,1.1166666666666667
EPA-02914,EPA_DWINS_Pattern,0,1965,hdpe,24,1357.7,peat,non_corrosive,54.3,6.46,5.4,102.7,moderate,1,2225,22,57.8,4162.0,residential,310.4,51.6,59.3,9.07,59,50,1.18
EPA-02000,EPA_DWINS_Pattern,0,1959,asbestos_cement,16,85.9,peat,mildly_corrosive,76.1,7.29,10.6,81.2,heavy,1,2805,13,52.2,9179.0,residential,149.5,36.6,32.7,0.94,65,70,0.9285714285714286
EPA-02697,EPA_DWINS_Pattern,0,1960,pvc,4,1814.9,loam,moderately_corrosive,82.2,5.57,11.3,85.8,light,1,2048,9,50.5,957.0,commercial,461.5,54.3,65.1,0.37,64,75,0.8533333333333334
EPA-00637,EPA_DWINS_Pattern,0,1995,ductile_iron,24,1250.7,sandy,moderately_corrosive,42.5,7.25,3.7,109.1,light,4,2729,13,98.6,3560.0,commercial,269.1,65.6,59.6,4.89,29,100,0.29
EPA-02185,EPA_DWINS_Pattern,0,1985,cast_iron,10,871.6,clay,mildly_corrosive,77.5,5.33,9.5,93.9,heavy,2,2797,10,68.1,12181.0,residential,142.3,65.1,26.2,7.75,39,100,0.39
EPA-02459,EPA_DWINS_Pattern,0,1933,cast_iron,12,896.9,silt,non_corrosive,28.7,5.85,5.5,82.5,moderate,0,1229,18,51.9,14221.0,mixed,187.1,10.6,10.6,0.73,91,100,0.91
EPA-02458,EPA_DWINS_Pattern,0,1959,copper,4,1528.1,clay,corrosive,17.0,8.54,6.0,60.2,moderate,2,3182,6,79.1,11591.0,residential,192.4,59.0,14.0,3.48,65,80,0.8125
EPA-02582,EPA_DWINS_Pattern,0,1969,copper,8,1675.3,peat,non_corrosive,31.0,4.13,4.7,75.9,none,1,327,18,73.5,10835.0,commercial,26.7,24.2,14.8,1.4,55,80,0.6875
EPA-00292,EPA_DWINS_Pattern,0,1985,pvc,20,1625.4,peat,mildly_corrosive,86.8,5.36,8.2,105.3,light,2,1940,19,78.7,10042.0,mixed,210.4,47.3,27.5,7.18,39,75,0.52
EPA-02806,EPA_DWINS_Pattern,0,1951,steel,8,1045.6,clay,highly_corrosive,56.2,8.68,5.4,119.6,heavy,2,2757,24,77.1,1194.0,mixed,137.8,62.2,11.3,2.67,73,70,1.042857142857143
EPA-01490,EPA_DWINS_Pattern,0,1954,clay,6,773.7,silt,corrosive,50.9,4.74,9.4,98.1,heavy,1,2636,20,55.0,8374.0,commercial,231.6,77.0,38.0,5.46,70,60,1.1666666666666667
EPA-00521,EPA_DWINS_Pattern,0,1941,pvc,4,1893.8,loam,highly_corrosive,73.2,5.99,9.8,101.1,heavy,1,1179,21,87.4,10142.0,residential,284.7,12.5,45.0,0.08,83,75,1.1066666666666667
EPA-00854,EPA_DWINS_Pattern,0,1956,ductile_iron,24,1286.7,loam,non_corrosive,10.9,6.27,6.0,92.9,heavy,2,3513,26,68.8,11472.0,residential,174.5,32.9,57.0,4.28,68,100,0.68
EPA-00137,EPA_DWINS_Pattern,0,1922,cast_iron,20,1110.1,clay,moderately_corrosive,20.1,7.26,2.0,99.0,moderate,0,3602,18,99.8,10698.0,industrial,25.0,14.3,63.4,0.81,102,100,1.02
EPA-02305,EPA_DWINS_Pattern,0,1950,pvc,4,1216.7,silt,mildly_corrosive,18.5,7.06,2.7,51.9,moderate,1,434,9,79.5,5008.0,residential,464.5,64.0,11.6,9.01,74,75,0.9866666666666667
EPA-02863,EPA_DWINS_Pattern,0,1984,ductile_iron,24,1278.2,clay,highly_corrosive,20.3,7.13,4.7,68.1,none,0,378,23,74.5,8742.0,residential,67.6,22.1,69.0,6.49,40,100,0.4
EPA-00632,EPA_DWINS_Pattern,0,1959,ductile_iron,20,1440.5,gravel,mildly_corrosive,48.5,8.7,11.5,80.0,moderate,0,2164,3,68.1,12133.0,residential,181.8,18.7,44.3,5.51,65,100,0.65
EPA-02744,EPA_DWINS_Pattern,0,1950,hdpe,8,1128.7,loam,moderately_corrosive,33.9,5.96,5.9,79.5,moderate,2,708,12,76.9,7482.0,residential,366.3,16.8,49.1,3.29,74,50,1.48
EPA-02446,EPA_DWINS_Pattern,0,1932,steel,16,1756.9,loam,non_corrosive,76.8,6.45,9.4,83.8,moderate,1,273,8,73.7,6243.0,industrial,440.9,59.7,23.5,0.26,92,70,1.3142857142857143
EPA-00999,EPA_DWINS_Pattern,0,2023,hdpe,8,1726.4,peat,moderately_corrosive,81.3,8.82,11.4,117.6,light,0,2973,24,76.3,1442.0,commercial,326.6,16.3,38.5,3.85,1,50,0.02
SYR-0664,Syracuse_Real_Data,1,1988,cast_iron,6,912.4,silt,mildly_corrosive,88.6,4.64,5.4,107.0,light,0,1607,28,98.5,8254.0,mixed,127.8,41.4,30.7,2.05,36,100,0.36
SYR-0684,Syracuse_Real_Data,1,1971,ductile_iron,16,378.6,loam,mildly_corrosive,26.7,8.74,7.6,104.5,heavy,0,3154,11,70.3,10656.0,residential,335.1,21.2,34.2,4.99,53,100,0.53
EPA-00258,EPA_DWINS_Pattern,0,1955,pvc,6,1174.5,sandy,moderately_corrosive,52.7,8.74,10.5,104.7,heavy,0,2658,29,64.0,5375.0,mixed,207.2,54.2,32.0,1.04,69,75,0.92
EPA-02767,EPA_DWINS_Pattern,0,1966,asbestos_cement,8,1260.4,loam,non_corrosive,14.1,8.77,8.1,101.4,light,0,2419,28,71.3,11314.0,mixed,375.0,20.1,19.9,5.58,58,70,0.8285714285714286
EPA-02749,EPA_DWINS_Pattern,0,1990,ductile_iron,8,1070.6,sandy,moderately_corrosive,30.4,4.34,3.1,91.1,none,0,1406,11,52.6,14902.0,commercial,203.8,26.3,29.8,8.26,34,100,0.34
SYR-0318,Syracuse_Real_Data,1,1952,cast_iron,6,1786.6,peat,non_corrosive,62.3,6.89,9.7,53.1,heavy,0,2731,7,72.8,3193.0,residential,53.0,70.0,54.4,4.15,72,100,0.72
SYR-0649,Syracuse_Real_Data,1,1955,copper,20,231.4,sandy,highly_corrosive,45.9,8.19,11.0,107.0,moderate,0,392,15,96.0,9362.0,residential,268.1,11.2,26.3,0.5,69,80,0.8625
EPA-00435,EPA_DWINS_Pattern,0,1948,asbestos_cement,16,610.5,sandy,mildly_corrosive,68.7,5.57,9.7,55.2,moderate,0,1153,26,60.1,5103.0,mixed,30.7,12.4,54.5,5.82,76,70,1.0857142857142856
EPA-00480,EPA_DWINS_Pattern,0,1966,clay,20,1738.3,silt,non_corrosive,81.3,6.95,9.5,95.2,heavy,1,3034,25,54.5,3714.0,commercial,315.5,61.4,37.9,9.35,58,60,0.9666666666666667
SYR-0710,Syracuse_Real_Data,1,1970,ductile_iron,12,1881.9,sandy,non_corrosive,15.1,5.28,9.6,40.0,moderate,2,2490,22,50.8,8424.0,residential,165.5,24.8,68.4,9.4,54,100,0.54
EPA-02431,EPA_DWINS_Pattern,0,1921,copper,6,880.6,gravel,moderately_corrosive,89.8,4.65,8.1,79.3,moderate,1,913,15,82.2,5820.0,residential,442.2,26.2,31.6,3.8,103,80,1.2875
EPA-00283,EPA_DWINS_Pattern,0,1994,clay,8,425.7,clay,moderately_corrosive,13.6,8.26,4.5,58.7,moderate,1,3108,13,88.3,9337.0,mixed,255.4,10.5,67.8,4.3,30,60,0.5
EPA-00769,EPA_DWINS_Pattern,0,1962,pvc,8,869.6,clay,mildly_corrosive,93.4,8.91,11.1,93.4,moderate,2,1848,28,83.6,9977.0,mixed,26.7,45.8,13.0,2.89,62,75,0.8266666666666667
SYR-0973,Syracuse_Real_Data,1,1984,asbestos_cement,24,939.5,loam,moderately_corrosive,64.2,4.35,3.3,107.0,light,1,2688,17,82.0,6245.0,residential,322.9,37.7,15.9,9.08,40,70,0.5714285714285714
EPA-01676,EPA_DWINS_Pattern,0,1993,ductile_iron,6,1063.2,loam,non_corrosive,13.7,4.61,10.3,31.4,light,0,572,25,90.8,303.0,commercial,417.2,68.3,25.6,2.1,31,100,0.31
EPA-01681,EPA_DWINS_Pattern,0,1956,steel,16,585.0,peat,corrosive,43.5,6.94,5.6,40.3,moderate,2,527,25,92.7,13699.0,industrial,32.0,17.3,62.9,5.56,68,70,0.9714285714285714
EPA-00307,EPA_DWINS_Pattern,0,1976,clay,4,659.6,sandy,highly_corrosive,31.9,4.43,8.7,113.3,light,1,3611,22,66.8,14432.0,industrial,375.0,79.9,54.0,4.9,48,60,0.8
EPA-00401,EPA_DWINS_Pattern,0,1959,steel,24,1328.4,clay,mildly_corrosive,77.9,7.16,10.1,51.5,heavy,5,3342,26,79.0,4197.0,commercial,383.1,13.9,26.4,0.88,65,70,0.9285714285714286
EPA-00409,EPA_DWINS_Pattern,0,1994,ductile_iron,16,1262.5,sandy,moderately_corrosive,29.2,7.6,10.0,95.8,light,3,1415,19,82.9,12931.0,industrial,343.5,25.4,10.4,5.03,30,100,0.3
EPA-02297,EPA_DWINS_Pattern,0,1994,steel,10,1341.1,sandy,moderately_corrosive,80.2,6.07,3.6,103.1,moderate,0,3392,14,67.1,13697.0,industrial,250.2,19.8,59.2,5.64,30,70,0.42857142857142855
EPA-01238,EPA_DWINS_Pattern,0,1985,steel,8,785.7,loam,moderately_corrosive,36.5,7.78,8.1,96.6,none,2,3004,7,81.8,3389.0,commercial,327.2,64.4,61.2,2.75,39,70,0.5571428571428572
EPA-02303,EPA_DWINS_Pattern,0,1999,hdpe,8,706.1,sandy,non_corrosive,94.1,4.57,4.1,32.9,light,1,1013,3,83.0,7320.0,commercial,249.9,29.9,25.6,1.74,25,50,0.5
EPA-00497,EPA_DWINS_Pattern,0,1938,clay,6,735.5,loam,moderately_corrosive,33.0,5.51,3.1,96.2,light,4,1422,7,50.0,1295.0,industrial,194.4,11.6,11.4,4.46,86,60,1.4333333333333333
EPA-02420,EPA_DWINS_Pattern,0,1955,cast_iron,12,1904.8,gravel,non_corrosive,68.2,8.04,7.1,116.5,moderate,1,1948,29,54.2,6714.0,industrial,34.4,47.1,68.3,9.66,69,100,0.69
EPA-01039,EPA_DWINS_Pattern,0,1942,ductile_iron,20,820.7,sandy,moderately_corrosive,78.0,4.44,11.9,63.2,none,2,1295,26,86.7,4669.0,residential,253.2,26.7,32.3,9.58,82,100,0.82
EPA-00530,EPA_DWINS_Pattern,0,2004,copper,6,1232.0,silt,moderately_corrosive,28.4,5.43,11.8,93.9,light,2,1066,15,53.8,2532.0,commercial,393.7,53.4,23.7,3.9,20,80,0.25
EPA-00664,EPA_DWINS_Pattern,0,1949,ductile_iron,16,1069.5,clay,corrosive,16.4,7.11,7.7,54.9,heavy,2,900,8,75.4,8383.0,commercial,34.9,41.3,68.0,7.96,75,100,0.75
EPA-00355,EPA_DWINS_Pattern,0,1971,hdpe,12,1758.6,gravel,moderately_corrosive,56.9,5.24,9.7,119.8,moderate,0,2342,4,52.2,2016.0,mixed,28.2,16.0,54.5,7.76,53,50,1.06
EPA-02896,EPA_DWINS_Pattern,0,1995,steel,20,769.8,sandy,highly_corrosive,67.6,6.4,4.5,48.8,moderate,0,1494,8,91.4,5362.0,commercial,93.0,73.0,20.1,9.41,29,70,0.4142857142857143
EPA-02924,EPA_DWINS_Pattern,0,1975,concrete,20,896.6,loam,highly_corrosive,79.5,8.19,4.2,57.5,moderate,3,3535,8,77.7,12963.0,residential,154.6,25.9,37.5,6.6,49,75,0.6533333333333333
EPA-02628,EPA_DWINS_Pattern,0,1994,hdpe,4,1693.4,sandy,moderately_corrosive,33.2,5.35,9.1,45.1,moderate,1,3198,25,60.2,10227.0,residential,255.0,10.6,35.3,2.95,30,50,0.6
EPA-00644,EPA_DWINS_Pattern,0,2016,pvc,4,363.9,clay,mildly_corrosive,84.1,6.18,9.9,116.0,light,2,384,22,93.1,12106.0,mixed,416.0,50.8,33.5,9.84,8,75,0.10666666666666667
EPA-00052,EPA_DWINS_Pattern,0,1950,pvc,24,1208.9,sandy,moderately_corrosive,87.8,4.09,9.4,81.4,light,4,2425,3,56.0,3577.0,commercial,24.5,67.9,50.5,3.44,74,75,0.9866666666666667
SYR-0796,Syracuse_Real_Data,1,1976,ductile_iron,6,829.8,clay,moderately_corrosive,76.2,7.54,3.0,52.2,none,1,2323,2,95.4,8474.0,residential,393.1,44.5,17.8,1.34,48,100,0.48
EPA-01694,EPA_DWINS_Pattern,0,1977,copper,12,1972.3,gravel,moderately_corrosive,10.6,5.78,5.6,42.1,light,0,222,22,98.6,4467.0,residential,360.1,69.5,36.5,4.81,47,80,0.5875
EPA-02061,EPA_DWINS_Pattern,0,1988,ductile_iron,20,1456.7,sandy,moderately_corrosive,17.4,8.3,2.4,108.7,moderate,2,2887,5,82.9,6844.0,residential,254.6,15.2,42.4,9.62,36,100,0.36
EPA-00598,EPA_DWINS_Pattern,0,1958,pvc,12,70.6,peat,mildly_corrosive,94.8,4.44,9.9,35.6,heavy,0,1988,19,91.9,9172.0,residential,104.3,30.0,47.4,6.46,66,75,0.88
EPA-01605,EPA_DWINS_Pattern,0,1986,asbestos_cement,4,1687.0,loam,mildly_corrosive,72.4,7.91,5.1,87.9,moderate,1,3046,14,91.2,5773.0,residential,51.7,54.9,19.0,6.14,38,70,0.5428571428571428
EPA-01730,EPA_DWINS_Pattern,0,1987,concrete,4,1421.2,clay,mildly_corrosive,63.3,8.07,6.3,84.9,light,0,1831,3,72.7,7985.0,industrial,87.5,64.1,59.9,3.31,37,75,0.49333333333333335
EPA-01626,EPA_DWINS_Pattern,0,1969,hdpe,16,1143.9,sandy,corrosive,86.6,7.88,7.8,99.5,heavy,0,1555,20,56.1,8864.0,industrial,173.1,15.5,43.4,7.33,55,50,1.1
EPA-00820,EPA_DWINS_Pattern,0,1996,pvc,24,510.5,clay,moderately_corrosive,13.4,7.67,2.0,91.4,light,3,2516,7,54.2,2017.0,residential,270.1,52.8,67.5,1.81,28,75,0.37333333333333335
EPA-02158,EPA_DWINS_Pattern,0,1923,clay,8,341.2,gravel,mildly_corrosive,74.4,5.19,5.5,105.3,light,0,2800,8,55.2,422.0,commercial,181.2,63.9,32.0,0.97,101,60,1.6833333333333333
EPA-02315,EPA_DWINS_Pattern,0,1970,pvc,12,1275.4,clay,non_corrosive,65.6,6.08,9.3,33.4,none,1,2764,10,75.7,1435.0,industrial,283.8,18.9,64.9,8.74,54,75,0.72
EPA-00723,EPA_DWINS_Pattern,0,1989,cast_iron,24,907.9,gravel,moderately_corrosive,82.1,5.93,4.9,68.7,heavy,1,1775,28,51.8,13254.0,residential,441.9,20.3,15.8,5.19,35,100,0.35
EPA-00184,EPA_DWINS_Pattern,0,1957,steel,20,1730.2,clay,moderately_corrosive,76.1,5.21,7.7,37.3,moderate,0,2077,8,74.0,14791.0,residential,73.6,45.5,68.3,8.86,67,70,0.9571428571428572
EPA-01573,EPA_DWINS_Pattern,0,1986,steel,12,561.6,sandy,mildly_corrosive,51.2,6.46,11.8,66.5,moderate,0,3625,9,64.3,2279.0,industrial,448.3,40.3,56.6,0.35,38,70,0.5428571428571428
EPA-00060,EPA_DWINS_Pattern,0,1972,cast_iron,16,1293.2,clay,non_corrosive,16.0,7.49,3.2,80.5,moderate,0,3200,6,93.6,5358.0,commercial,105.2,39.8,36.1,7.04,52,100,0.52
SYR-0541,Syracuse_Real_Data,1,1922,galvanized_steel,24,535.2,silt,moderately_corrosive,87.3,6.39,4.7,83.4,moderate,1,1470,26,54.5,5062.0,residential,251.3,70.7,14.6,1.27,102,50,2.04
EPA-02243,EPA_DWINS_Pattern,0,1973,steel,20,1290.8,loam,corrosive,74.9,8.87,8.8,113.2,light,0,2354,25,84.0,8954.0,commercial,369.5,14.6,58.3,1.48,51,70,0.7285714285714285
EPA-00679,EPA_DWINS_Pattern,0,1967,asbestos_cement,10,144.3,peat,mildly_corrosive,40.3,7.54,8.0,113.0,moderate,0,629,28,54.1,4688.0,industrial,351.5,61.5,35.3,2.08,57,70,0.8142857142857143
EPA-01797,EPA_DWINS_Pattern,0,1965,galvanized_steel,16,813.8,sandy,mildly_corrosive,93.6,6.21,11.8,57.9,none,1,1253,27,76.4,14346.0,residential,381.5,67.3,48.0,0.4,59,50,1.18
EPA-02851,EPA_DWINS_Pattern,0,1930,pvc,8,386.7,clay,corrosive,36.4,6.02,2.3,92.9,light,0,1975,16,66.7,2826.0,commercial,359.7,36.9,36.3,9.88,94,75,1.2533333333333334
EPA-02479,EPA_DWINS_Pattern,0,1971,pvc,24,1231.6,silt,moderately_corrosive,41.5,6.92,10.8,94.1,moderate,3,1392,6,77.5,7264.0,residential,17.8,58.5,23.6,6.51,53,75,0.7066666666666667
EPA-01533,EPA_DWINS_Pattern,0,1943,steel,4,667.6,loam,moderately_corrosive,92.8,6.16,6.9,116.1,none,1,3400,13,53.7,3387.0,residential,253.0,51.1,14.7,9.04,81,70,1.1571428571428573
EPA-00758,EPA_DWINS_Pattern,0,1967,pvc,6,1554.5,gravel,mildly_corrosive,66.8,5.11,4.3,37.6,heavy,5,3137,18,75.0,6078.0,industrial,195.8,28.5,69.3,1.45,57,75,0.76
EPA-00924,EPA_DWINS_Pattern,0,1983,pvc,8,273.5,sandy,mildly_corrosive,84.7,6.61,7.0,85.5,none,2,132,24,75.4,3092.0,commercial,464.7,45.8,25.3,7.96,41,75,0.5466666666666666
SYR-0096,Syracuse_Real_Data,1,1960,ductile_iron,6,1134.6,silt,corrosive,85.5,7.36,6.1,66.7,light,0,970,14,92.2,1411.0,mixed,477.8,14.0,37.1,0.92,64,100,0.64
EPA-00021,EPA_DWINS_Pattern,0,1975,hdpe,12,1207.7,clay,corrosive,55.6,5.79,3.8,61.3,moderate,2,600,3,52.8,13530.0,residential,135.6,66.7,44.3,1.36,49,50,0.98
SYR-0564,Syracuse_Real_Data,1,1957,copper,16,93.1,peat,mildly_corrosive,32.7,5.42,4.2,85.6,moderate,1,546,12,56.2,8781.0,commercial,358.9,13.9,56.8,8.74,67,80,0.8375
EPA-02313,EPA_DWINS_Pattern,0,1983,pvc,24,120.2,clay,corrosive,82.0,5.09,4.9,55.2,light,0,2009,17,99.0,10104.0,residential,126.2,30.4,26.4,1.78,41,75,0.5466666666666666
EPA-01791,EPA_DWINS_Pattern,0,1931,pvc,12,651.1,gravel,moderately_corrosive,52.7,5.81,7.5,33.2,heavy,0,2753,28,74.4,6123.0,mixed,376.8,38.7,56.0,8.04,93,75,1.24
SYR-0864,Syracuse_Real_Data,1,1958,pvc,12,1237.7,clay,moderately_corrosive,58.0,5.22,2.8,100.0,light,2,2668,18,85.5,2447.0,commercial,156.6,45.0,17.5,9.13,66,75,0.88
EPA-02647,EPA_DWINS_Pattern,0,1975,cast_iron,12,1927.1,silt,moderately_corrosive,56.0,7.82,2.9,37.8,light,0,1577,3,64.6,14544.0,mixed,368.0,47.3,59.0,0.38,49,100,0.49
EPA-02763,EPA_DWINS_Pattern,0,1986,ductile_iron,4,227.0,gravel,mildly_corrosive,10.8,7.19,5.3,59.5,none,0,1504,16,81.5,5153.0,commercial,23.3,52.2,64.2,9.36,38,100,0.38
EPA-00485,EPA_DWINS_Pattern,0,1960,hdpe,16,1421.2,gravel,highly_corrosive,13.9,5.43,9.1,83.5,heavy,0,850,29,71.2,11125.0,residential,354.3,74.2,64.2,5.5,64,50,1.28
EPA-01940,EPA_DWINS_Pattern,0,1954,ductile_iron,4,1400.8,loam,mildly_corrosive,62.4,8.96,11.8,86.1,light,2,3152,13,91.6,13560.0,commercial,216.2,43.4,12.6,6.15,70,100,0.7
EPA-02626,EPA_DWINS_Pattern,0,1961,cast_iron,12,1355.5,sandy,mildly_corrosive,77.5,7.23,2.1,90.0,light,1,3033,10,71.7,8444.0,mixed,371.9,55.7,39.9,8.39,63,100,0.63
EPA-00882,EPA_DWINS_Pattern,0,1954,ductile_iron,24,1056.5,gravel,moderately_corrosive,48.8,4.71,11.7,119.5,light,0,1362,2,83.8,6212.0,residential,54.9,16.2,63.4,6.72,70,100,0.7
EPA-00039,EPA_DWINS_Pattern,0,1942,hdpe,20,1935.3,loam,non_corrosive,26.2,8.15,8.9,66.1,moderate,0,699,17,66.6,3924.0,residential,435.3,68.9,57.6,9.64,82,50,1.64
SYR-0207,Syracuse_Real_Data,1,1984,steel,12,1028.5,loam,corrosive,44.6,7.77,11.0,42.4,light,3,1729,9,60.2,847.0,commercial,336.1,33.7,62.8,9.18,40,70,0.5714285714285714
SYR-0393,Syracuse_Real_Data,1,1959,cast_iron,8,1684.7,clay,mildly_corrosive,75.3,6.5,7.4,42.4,light,2,2681,28,60.9,1182.0,commercial,191.7,51.4,52.9,2.51,65,100,0.65
EPA-01843,EPA_DWINS_Pattern,0,1966,asbestos_cement,20,561.9,sandy,corrosive,19.2,5.17,6.6,75.9,moderate,2,1035,9,78.3,10090.0,residential,177.4,78.7,61.1,7.4,58,70,0.8285714285714286
SYR-0871,Syracuse_Real_Data,1,1943,ductile_iron,20,1622.3,sandy,non_corrosive,57.6,8.05,9.9,64.5,heavy,0,1261,20,74.5,13808.0,residential,154.8,63.0,13.6,3.86,81,100,0.81
SYR-0398,Syracuse_Real_Data,1,1976,copper,8,1993.3,silt,highly_corrosive,69.7,4.62,7.5,112.2,light,1,570,19,85.1,11397.0,residential,298.5,38.4,21.9,1.17,48,80,0.6
EPA-01815,EPA_DWINS_Pattern,0,1971,pvc,4,1824.7,clay,moderately_corrosive,45.3,6.09,11.0,76.0,light,1,2608,23,92.4,4689.0,commercial,29.3,41.6,53.4,3.03,53,75,0.7066666666666667
EPA-02840,EPA_DWINS_Pattern,0,1986,pvc,12,642.9,sandy,corrosive,61.1,8.09,10.9,70.7,light,0,3225,12,51.8,1793.0,mixed,358.9,20.2,58.8,0.5,38,75,0.5066666666666667
EPA-02290,EPA_DWINS_Pattern,0,1942,ductile_iron,16,1700.0,gravel,moderately_corrosive,85.1,8.01,7.3,107.6,heavy,3,2827,4,90.0,3128.0,commercial,395.5,54.2,21.0,5.24,82,100,0.82
EPA-00029,EPA_DWINS_Pattern,0,2003,concrete,24,235.8,loam,corrosive,28.1,7.15,7.7,101.6,moderate,0,2936,6,93.0,12879.0,residential,134.1,48.7,58.3,0.04,21,75,0.28
EPA-01691,EPA_DWINS_Pattern,0,1931,pvc,24,1371.5,gravel,corrosive,21.5,4.04,6.6,94.2,light,1,599,17,85.5,3828.0,residential,78.6,51.5,23.7,1.75,93,75,1.24
EPA-00486,EPA_DWINS_Pattern,0,1996,hdpe,6,717.2,clay,highly_corrosive,15.2,5.67,8.9,77.5,moderate,1,3168,10,84.0,8195.0,mixed,486.0,28.7,49.9,9.96,28,50,0.56
EPA-01661,EPA_DWINS_Pattern,0,1981,pvc,8,1334.4,sandy,highly_corrosive,71.7,8.27,8.8,51.1,light,1,3015,10,96.9,14921.0,mixed,320.7,59.7,41.1,9.4,43,75,0.5733333333333334
EPA-02811,EPA_DWINS_Pattern,0,1975,ductile_iron,24,853.9,loam,mildly_corrosive,86.5,7.61,8.5,81.1,none,0,1180,5,94.5,14985.0,industrial,350.0,30.9,56.2,6.02,49,100,0.49
SYR-0961,Syracuse_Real_Data,1,1963,steel,8,67.6,sandy,moderately_corrosive,68.7,8.05,2.6,40.4,heavy,2,2268,13,68.4,3313.0,commercial,319.9,41.3,36.0,9.84,61,70,0.8714285714285714
EPA-00571,EPA_DWINS_Pattern,0,1931,ductile_iron,10,501.0,silt,highly_corrosive,93.0,4.31,11.6,78.3,none,0,296,17,82.2,14381.0,mixed,132.1,20.4,22.2,4.64,93,100,0.93
EPA-01774,EPA_DWINS_Pattern,0,1970,clay,8,132.7,clay,non_corrosive,70.2,8.7,5.4,106.6,light,0,3139,8,76.8,4699.0,commercial,402.8,60.1,59.3,4.83,54,60,0.9
EPA-00896,EPA_DWINS_Pattern,0,1954,galvanized_steel,10,883.2,loam,mildly_corrosive,34.5,5.15,4.5,76.4,moderate,1,46,22,55.3,12504.0,residential,245.9,22.3,65.6,4.43,70,50,1.4
EPA-01732,EPA_DWINS_Pattern,0,2018,pvc,12,1688.1,clay,corrosive,31.7,5.66,4.1,36.2,moderate,0,143,19,61.5,3611.0,residential,139.1,51.1,47.5,0.36,6,75,0.08
EPA-01147,EPA_DWINS_Pattern,0,1956,galvanized_steel,8,1489.1,loam,moderately_corrosive,66.7,8.2,2.7,32.8,none,0,2260,12,75.2,681.0,residential,300.8,67.8,61.9,3.42,68,50,1.36
SYR-0805,Syracuse_Real_Data,1,1985,steel,10,1588.4,gravel,moderately_corrosive,67.4,6.03,6.6,107.4,moderate,1,2769,17,72.6,12072.0,residential,443.0,51.3,11.3,5.26,39,70,0.5571428571428572
EPA-00752,EPA_DWINS_Pattern,0,1956,pvc,8,1624.0,clay,moderately_corrosive,54.5,7.22,2.4,50.2,moderate,3,2987,24,78.7,6895.0,residential,390.4,52.3,42.7,5.14,68,75,0.9066666666666666
