Census year,Block ID,CLUE small area,Accommodation and Food Services,Administrative and Support Services,"Agriculture, Forestry and Fishing",Arts and Recreation Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Financial and Insurance Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Mining,Other Services,"Professional, Scientific and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,"Transport, Postal and Warehousing",Wholesale Trade,Total jobs in block
2004,1112,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2003,1,Melbourne (CBD),0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,,0,6
2003,4,Melbourne (CBD),,0,0,,0,,0,0,0,0,0,0,18,0,0,0,27,1038,,1174
2003,5,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,12
2003,6,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,,0,,,,,0,360
2003,16,Melbourne (CBD),91,122,0,134,,,0,,,12,,0,289,240,0,,58,0,14,1006
2003,23,Melbourne (CBD),53,97,,,,0,0,1815,,232,,14,103,713,0,40,22,103,,3252
2003,32,Melbourne (CBD),103,307,0,0,0,24,25,3419,108,651,,19,85,1161,416,15,37,784,,7175
2003,42,Melbourne (CBD),117,530,0,,,,0,945,21,146,,,12,1381,1244,,34,27,,4593
2003,43,Melbourne (CBD),42,345,,0,197,,,541,,379,,50,346,2761,,,,65,30,5013
2003,51,Melbourne (CBD),78,0,0,0,0,,,,0,,,0,,212,226,0,,,7,2522
2003,53,Melbourne (CBD),207,178,0,,,43,,2393,38,24,,0,203,679,488,20,23,0,,4360
2003,55,Melbourne (CBD),174,83,0,0,0,0,0,0,,0,0,0,,,0,0,1323,0,0,1597
2003,57,Melbourne (CBD),539,54,0,36,0,38,0,26,12,120,,0,85,96,,,106,0,,1139
2003,58,Melbourne (CBD),659,0,0,,0,0,0,,0,,14,0,20,98,,,47,,,1371
2003,61,Melbourne (CBD),116,,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,276
2003,64,Melbourne (CBD),161,49,0,,,225,,33,,,24,0,51,749,270,,324,0,,1958
2003,66,Melbourne (CBD),362,62,0,,0,,,36,8,,0,0,24,19,0,,137,0,,707
2003,68,Melbourne (CBD),160,,0,,0,,0,859,,,0,0,,700,,0,14,0,0,2610
2003,72,Melbourne (CBD),102,110,0,,0,264,0,,0,,,0,35,668,260,0,,,,2206
2003,77,Melbourne (CBD),161,,0,0,0,135,0,0,27,197,,0,117,837,0,,8,,0,1605
2003,84,Melbourne (CBD),82,0,0,0,,,,45,,,,0,81,248,0,,88,,,787
2003,85,Melbourne (CBD),385,75,0,0,0,0,,,14,1526,,,120,1060,222,,845,50,,5314
2003,88,Melbourne (CBD),0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,134
2003,91,West Melbourne (Residential),,,0,0,0,0,,,,,0,0,0,130,0,,0,0,,439
2003,92,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2003,94,Melbourne (CBD),28,,0,0,,,0,0,0,,,0,10,2011,726,,47,,,3292
2003,98,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,
2003,107,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,23,0,0,0,,0,0,36
2003,114,Melbourne (CBD),171,0,0,,,,0,,0,0,,0,,4,0,0,93,0,0,373
2003,116,Melbourne (CBD),,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,59
2003,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,205,Carlton,,0,0,0,0,,0,,2913,0,0,0,0,0,0,0,,0,0,2971
2003,208,Carlton,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,13
2003,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2003,210,Carlton,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,216,Carlton,21,,0,0,0,0,0,,0,0,,0,30,13,,0,16,0,,215
2003,219,Carlton,0,0,0,,0,0,0,0,,,,0,,13,0,0,0,0,0,85
2003,222,Carlton,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,93
2003,223,Carlton,,0,0,0,0,0,0,0,,0,0,0,6,,0,,11,0,0,67
2003,224,Carlton,11,0,0,0,0,0,0,,,0,11,0,0,9,0,,22,0,,94
2003,227,Carlton,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2003,230,Carlton,,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,0,20
2003,233,Carlton,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2003,236,Carlton,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,8
2003,237,Carlton,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2003,238,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,240,Carlton,,0,0,0,0,351,,0,,0,0,0,0,,0,0,0,0,,377
2003,244,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,245,Carlton,39,44,0,,,,0,,,,0,0,,95,0,,8,0,,331
2003,246,Carlton,142,,0,,0,,0,0,13,0,,0,13,26,0,0,17,0,,312
2003,248,Carlton,15,,0,0,0,,0,,,,0,0,20,13,0,,0,0,,109
2003,249,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2003,250,Carlton,,,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,748
2003,251,Carlton,0,0,0,0,0,,0,,140,,0,0,209,49,,0,0,0,,721
2003,256,Carlton,4,,0,0,0,,0,,0,,,0,0,876,,0,,0,0,1058
2003,258,Carlton,,0,0,0,,,0,0,0,,,0,,,0,0,0,0,0,328
2003,262,Carlton,,,0,0,0,0,0,0,0,0,0,0,,22,0,0,0,0,0,38
2003,263,Carlton,,,0,0,0,0,0,0,0,0,0,0,135,100,,0,28,0,0,279
2003,264,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2003,267,Carlton,59,,0,,0,,0,,38,,0,0,187,73,0,,,,,431
2003,268,Carlton,,,0,0,0,0,0,,28,0,0,0,,71,0,0,,,,383
2003,271,Parkville,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
2003,310,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,
2003,312,North Melbourne,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,41
2003,314,North Melbourne,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,106
2003,327,North Melbourne,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,21
2003,328,North Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,330,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2003,331,North Melbourne,0,0,0,0,,0,0,0,0,,,0,36,0,0,0,,0,,67
2003,338,North Melbourne,,0,0,0,0,0,0,0,0,0,73,0,0,10,0,0,0,0,,90
2003,346,North Melbourne,,0,0,0,0,0,0,,0,0,,0,6,16,0,0,14,,0,117
2003,348,North Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,349,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
2003,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,352,North Melbourne,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,353,North Melbourne,32,0,0,0,0,0,0,0,63,0,0,0,,,0,0,,0,0,118
2003,355,North Melbourne,,,0,0,0,0,0,,18,,0,0,,41,0,,0,0,,176
2003,356,North Melbourne,,,0,0,0,0,0,,0,,,0,21,46,0,0,14,0,20,147
2003,358,North Melbourne,25,,0,0,0,0,0,0,,,,0,5,43,0,0,7,0,0,101
2003,360,North Melbourne,31,,0,0,0,0,0,0,0,17,0,0,0,,0,,9,0,18,97
2003,364,North Melbourne,0,,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,98
2003,366,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,45
2003,367,North Melbourne,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,8
2003,379,North Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,380,North Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,402,West Melbourne (Residential),0,0,0,,,0,0,0,0,0,0,0,,0,0,0,,0,,116
2003,403,West Melbourne (Residential),0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,157
2003,405,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,412,West Melbourne (Residential),0,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,58
2003,413,West Melbourne (Residential),0,0,0,,0,0,0,0,0,,,0,,,0,0,,0,,136
2003,414,West Melbourne (Residential),,0,0,0,0,0,0,,0,0,,0,,,,,0,,,90
2003,415,West Melbourne (Residential),,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,17
2003,419,West Melbourne (Residential),,,0,0,0,0,,0,,,12,0,,,0,,,0,,116
2003,420,West Melbourne (Residential),,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,,87
2003,424,West Melbourne (Residential),16,,0,0,0,0,0,0,,0,0,0,,,0,0,7,0,0,37
2003,426,West Melbourne (Residential),0,0,0,293,0,0,0,,0,,0,0,0,38,0,,68,,,479
2003,427,West Melbourne (Residential),,0,0,0,,0,0,0,0,0,0,0,26,28,0,0,51,,18,180
2003,429,West Melbourne (Residential),0,,0,,,,0,,0,0,,0,,17,0,0,0,0,7,64
2003,432,West Melbourne (Residential),,,0,,0,,0,0,0,0,0,0,,0,0,0,,,0,269
2003,435,West Melbourne (Residential),35,0,0,,0,0,0,,,0,0,0,9,8,0,0,25,,0,92
2003,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,444,West Melbourne (Residential),,,0,0,0,0,0,,,,0,0,,184,,,,0,,769
2003,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2003,501,West Melbourne (Industrial),0,0,0,,,0,,0,0,0,24,0,0,0,0,0,0,21,100,161
2003,505,Kensington,,0,0,,0,0,0,0,0,0,,0,14,5,0,0,0,,33,114
2003,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2003,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,524,Kensington,,0,0,,0,0,0,,,0,0,0,,0,0,,,,0,74
2003,525,Kensington,,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,15
2003,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2003,530,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,534,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,540,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,549,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,550,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,553,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,571,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,603,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2003,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2003,607,East Melbourne,42,27,0,0,,0,,,143,0,,0,,99,0,28,17,,,835
2003,610,East Melbourne,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2003,613,East Melbourne,,0,0,0,0,0,0,0,38,0,0,0,12,,0,0,0,0,0,55
2003,617,East Melbourne,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,8
2003,642,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2003,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,645,East Melbourne,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,727
2003,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,657,East Melbourne,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2003,663,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,730,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,51
2003,731,Southbank,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,732,Southbank,,,0,0,0,0,,,0,0,,0,18,,0,,,0,9,54
2003,733,Southbank,,,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,31
2003,738,Southbank,0,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,648
2003,741,Southbank,28,0,0,103,0,,,0,,,0,0,,28,,,37,0,0,263
2003,745,Southbank,0,,0,,,0,0,0,0,0,0,0,,0,0,0,,,0,142
2003,747,Southbank,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,0,0,312
2003,748,Southbank,,0,0,,,0,,179,0,659,0,0,,437,0,,,,37,2378
2003,752,Southbank,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755
2003,760,Melbourne (Remainder),70,102,,0,89,,,1085,213,65,296,0,65,818,,,42,32,62,3130
2003,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,775,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,222
2003,781,Port Melbourne,,,0,,0,0,0,0,0,,374,0,0,308,0,,,,411,1226
2003,785,Port Melbourne,0,0,0,,11,0,0,,0,,45,0,0,,,0,,77,0,251
2003,787,Port Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2003,789,Port Melbourne,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2003,790,Port Melbourne,0,,0,0,0,0,,0,0,0,466,0,0,0,0,0,0,,,744
2003,801,Southbank,45,,0,0,0,0,0,119,0,546,,,15,408,,0,,,0,1982
2003,802,Southbank,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,,,725
2003,806,Southbank,0,0,0,,0,0,0,0,0,0,,0,,,0,0,0,,0,122
2003,808,Southbank,,39,0,,0,0,,0,,,,0,0,45,0,,25,,,316
2003,809,Southbank,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,810,Southbank,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,
2003,812,Southbank,56,63,0,,67,,0,,,134,,0,,156,0,0,23,0,,675
2003,849,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,855,South Yarra,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2003,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
2003,861,South Yarra,75,0,0,0,0,16,,0,16,0,0,0,,,0,0,40,0,0,154
2003,862,South Yarra,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,864,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,23
2003,865,South Yarra,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,869,South Yarra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,870,Melbourne (Remainder),,0,0,0,0,0,0,0,,0,0,0,,,0,0,28,0,0,4969
2003,907,Parkville,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,920,Parkville,,,0,0,0,0,0,,4861,0,0,0,0,,0,0,,,0,5439
2003,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2003,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,1013,West Melbourne (Industrial),0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,70
2003,1103,Docklands,610,,,688,0,0,0,0,0,,,0,,,,0,,0,0,1841
2003,1104,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,1105,Docklands,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2003,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,1107,Docklands,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,27
2003,1108,Docklands,56,0,0,0,,,,,15,,0,0,,,0,0,14,,,1064
2003,1110,Docklands,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
2002,5,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,12
2002,6,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,,0,,,,,0,360
2002,11,Melbourne (CBD),134,15,,0,,0,0,,,,19,0,28,326,0,0,14,81,0,733
2002,14,Melbourne (CBD),400,75,0,,0,245,0,379,10,16,,,97,1077,35,48,73,,0,2519
2002,17,Melbourne (CBD),230,20,0,,,,0,11,0,,28,,41,273,0,10,20,0,47,724
2002,21,Melbourne (CBD),75,,0,0,0,0,0,,0,,0,0,,81,2397,0,0,277,0,3050
2002,23,Melbourne (CBD),53,97,,,,0,0,1815,,232,,14,103,713,0,40,22,103,,3252
2002,26,Melbourne (CBD),253,12,0,,0,,,399,53,0,17,,25,1751,,,67,0,0,2777
2002,28,Melbourne (CBD),650,167,,,,,,1284,146,2063,26,,86,381,1216,38,83,,0,6334
2002,33,Melbourne (CBD),284,493,0,0,39,46,0,894,13,39,0,0,114,968,,81,44,24,,3076
2002,34,Melbourne (CBD),56,550,0,0,,,38,4606,,243,16,0,16,324,,107,181,55,10,6281
2002,35,Melbourne (CBD),557,188,0,,17,40,,70,123,300,219,0,128,82,,15,722,,86,2568
2002,36,Melbourne (CBD),200,9,0,,0,,,,11,,0,0,56,211,,0,96,0,0,785
2002,37,Melbourne (CBD),271,161,0,0,103,0,0,1983,94,,200,,40,1551,1082,13,58,40,0,6038
2002,41,Melbourne (CBD),212,69,0,,0,0,0,194,0,,,0,18,373,,0,,,0,1780
2002,43,Melbourne (CBD),42,345,,0,197,,,541,,379,,50,346,2761,,,,65,30,5013
2002,44,Melbourne (CBD),81,236,0,,,,,1448,38,43,22,,243,964,,46,243,14,49,3874
2002,51,Melbourne (CBD),78,0,0,0,0,,,,0,,,0,,212,226,0,,,7,2522
2002,56,Melbourne (CBD),406,45,0,12,0,0,0,,,98,,0,43,37,0,7,1620,,0,2302
2002,58,Melbourne (CBD),659,0,0,,0,0,0,,0,,14,0,20,98,,,47,,,1371
2002,64,Melbourne (CBD),161,49,0,,,225,,33,,,24,0,51,749,270,,324,0,,1958
2002,66,Melbourne (CBD),362,62,0,,0,,,36,8,,0,0,24,19,0,,137,0,,707
2002,72,Melbourne (CBD),102,110,0,,0,264,0,,0,,,0,35,668,260,0,,,,2206
2002,73,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,429
2002,76,Melbourne (CBD),,0,0,0,0,,0,0,9,0,,0,,0,,0,0,0,0,25
2002,78,Melbourne (CBD),89,,0,0,0,0,0,875,,3462,,0,,208,1610,,9,0,0,6408
2002,88,Melbourne (CBD),0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,134
2002,91,West Melbourne (Residential),,,0,0,,0,,,0,,,0,,92,0,,,0,16,270
2002,103,Melbourne (CBD),105,0,0,0,,,,0,0,,0,0,,75,0,0,43,0,0,469
2002,105,Melbourne (CBD),29,,0,0,0,276,0,0,,25,,0,96,,0,,,,0,506
2002,111,West Melbourne (Residential),,9,0,0,,0,0,,,0,41,0,8,,,0,,,0,206
2002,113,Melbourne (CBD),120,,0,0,,0,,0,0,0,13,0,14,0,,,1237,111,0,1526
2002,125,Melbourne (CBD),,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,164
2002,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,203,Carlton,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,37
2002,210,Carlton,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,213,Carlton,0,0,0,,0,,,0,,0,0,0,,0,,0,0,0,0,67
2002,214,Carlton,,0,0,0,0,0,0,0,,0,,0,,4,0,0,9,,,52
2002,217,Carlton,93,12,0,,,0,0,0,22,,0,0,39,67,0,,304,0,0,643
2002,219,Carlton,,0,0,,0,0,0,0,,,,0,,,0,0,0,0,0,94
2002,222,Carlton,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,94
2002,231,Carlton,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2002,240,Carlton,,0,0,0,0,188,,0,0,0,0,0,0,,0,0,,0,0,207
2002,242,Carlton,,0,0,0,,228,0,,0,,0,0,0,20,0,,0,0,0,298
2002,245,Carlton,,29,0,,,35,0,,,,,0,,52,0,0,8,0,,225
2002,246,Carlton,102,,0,,0,,0,0,12,0,,0,12,29,0,0,16,0,,271
2002,247,Carlton,173,,0,,,74,0,60,34,,0,0,25,115,,0,,0,0,782
2002,248,Carlton,24,,0,0,0,,,,,,0,0,37,10,0,,0,0,,184
2002,250,Carlton,0,,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,300
2002,251,Carlton,0,0,0,0,0,,0,,72,,0,0,11,46,0,0,0,0,,353
2002,253,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,254,Carlton,66,,0,0,,0,0,29,,,0,0,114,49,,0,,,0,325
2002,255,Carlton,25,,0,0,,0,0,,,,,0,60,29,0,0,27,0,,688
2002,256,Carlton,8,,0,0,0,0,0,,0,0,,0,,446,,0,,0,0,554
2002,257,Carlton,,,0,0,0,,,,106,0,19,0,42,16,0,0,,,0,514
2002,258,Carlton,,0,0,0,,,0,0,0,,,0,,0,0,0,0,0,0,329
2002,261,Carlton,0,0,0,0,0,0,0,0,0,,,0,135,45,0,,51,0,,260
2002,263,Carlton,,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,0,66
2002,269,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,271,Parkville,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
2002,274,Carlton,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
2002,303,North Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,304,North Melbourne,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,6
2002,311,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2002,317,North Melbourne,0,,0,0,0,0,,0,0,0,0,0,19,0,0,0,0,0,0,22
2002,325,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,326,North Melbourne,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,13
2002,329,North Melbourne,,41,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,119
2002,332,North Melbourne,0,0,0,0,0,0,0,,0,0,37,0,18,,0,,0,,0,90
2002,336,North Melbourne,,0,0,3,0,,0,0,0,,,0,9,8,0,0,0,0,,50
2002,337,North Melbourne,0,,0,,,0,,,0,0,,0,,0,0,0,,,69,258
2002,343,North Melbourne,0,0,0,0,,0,0,,,,,0,,,0,0,16,17,,137
2002,346,North Melbourne,,,0,0,0,0,0,13,,,,0,,9,0,0,11,,0,68
2002,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,352,North Melbourne,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,356,North Melbourne,,,0,0,0,0,0,,0,,10,0,26,36,0,0,19,0,23,161
2002,359,North Melbourne,,,0,0,0,0,,,0,47,0,0,,12,0,0,,0,0,88
2002,361,North Melbourne,15,,0,0,0,0,0,0,0,0,0,0,4,,0,0,,,0,75
2002,364,North Melbourne,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,40
2002,366,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,45
2002,374,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,375,North Melbourne,133,,,,,,0,21,0,13,0,0,64,159,0,0,0,,17,464
2002,403,West Melbourne (Residential),0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,193
2002,404,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29
2002,405,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,34
2002,408,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,409,West Melbourne (Residential),,,0,0,0,,,0,0,0,,0,16,17,0,0,0,0,,50
2002,418,West Melbourne (Residential),0,,0,0,,0,0,0,0,0,19,0,,0,0,0,,0,0,36
2002,420,West Melbourne (Residential),,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,41
2002,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,7
2002,423,West Melbourne (Residential),34,0,0,0,0,0,0,0,0,0,0,0,,14,0,0,,0,0,66
2002,425,West Melbourne (Residential),0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2002,426,West Melbourne (Residential),0,0,0,113,0,0,0,0,0,0,0,0,0,41,0,0,,,52,293
2002,427,West Melbourne (Residential),,0,0,0,,0,0,0,0,0,,0,23,22,0,0,54,,21,169
2002,431,West Melbourne (Residential),,,0,0,0,0,,,,0,44,0,71,13,0,0,24,21,,227
2002,435,West Melbourne (Residential),40,0,0,,0,0,0,,,0,0,0,,13,0,0,21,,,112
2002,440,West Melbourne (Residential),,0,0,,,,0,0,,,35,0,,161,0,0,,,,315
