id,data_upd_at,pv_last_wk,pv_last_mth,pv_total,download_count,log_time
fp38-wiyy,2021-09-30 16:06:54+00:00,40,223,39971,6399,2021-12-07 19:00:13.552046
vh2v-4nfs,2021-12-07 07:58:27+00:00,139,657,38975,12092428,2021-12-07 19:00:13.552046
7q9g-yyvg,2018-03-02 01:46:14+00:00,127,531,32421,1847,2021-12-07 19:00:13.552046
i8px-csib,2017-05-12 05:48:58+00:00,179,817,30889,3351,2021-12-07 19:00:13.552046
crvt-b4kt,2021-08-23 16:04:33+00:00,267,718,25850,39776,2021-12-07 19:00:13.552046
xt2y-tnn9,2021-11-02 22:16:33+00:00,28,239,24800,16183,2021-12-07 19:00:13.552046
gh7s-qda8,2021-11-29 05:58:42+00:00,51,164,23519,6269,2021-12-07 19:00:13.552046
r5bg-2hj8,2020-09-22 05:30:26+00:00,129,624,20646,2626,2021-12-07 19:00:13.552046
pmhb-s6pn,2021-11-02 22:05:44+00:00,45,267,19688,3350,2021-12-07 19:00:13.552046
ntht-5rk7,2021-09-14 16:04:00+00:00,87,341,18130,608702,2021-12-07 19:00:13.552046
qe9w-cym8,,13,55,17036,127163,2021-12-07 19:00:13.552046
ez6b-syvw,2015-06-15 05:55:16+00:00,22,96,14242,3521,2021-12-07 19:00:13.552046
def8-4wbt,2021-09-30 00:09:06+00:00,31,119,13921,1007540,2021-12-07 19:00:13.552046
8fgn-5q6t,2021-08-13 16:53:00+00:00,11,44,13289,2271,2021-12-07 19:00:13.552046
e56b-j9mj,2021-09-23 16:08:47+00:00,36,201,13151,2212262,2021-12-07 19:00:13.552046
67fb-mvax,2017-05-12 05:53:17+00:00,68,270,11537,1290,2021-12-07 19:00:13.552046
a7rp-xtya,2021-09-30 16:46:36+00:00,62,269,11523,163068,2021-12-07 19:00:13.552046
44kh-ty54,2021-11-02 22:25:14+00:00,14,131,10680,2010,2021-12-07 19:00:13.552046
j5vt-ppat,2017-04-06 05:48:40+00:00,22,62,10514,3231,2021-12-07 19:00:13.552046
krh5-hhjn,2021-11-02 22:29:27+00:00,20,56,10090,1583,2021-12-07 19:00:13.552046
bs7n-5veh,2021-11-02 22:13:48+00:00,7,41,10029,2275,2021-12-07 19:00:13.552046
aia8-ryiq,2021-03-18 04:20:13+00:00,28,142,9657,3197896,2021-12-07 19:00:13.552046
2dqj-9ydd,2018-08-17 04:41:48+00:00,31,148,9572,0,2021-12-07 19:00:13.552046
t3zn-qgfx,,29,96,8750,3474376,2021-12-07 19:00:13.552046
mq3i-cbxd,2015-05-12 06:33:58+00:00,2,13,8593,3574,2021-12-07 19:00:13.552046
xzxc-g5i9,2015-01-20 23:37:21+00:00,0,10,8111,1593,2021-12-07 19:00:13.552046
d6mv-s43h,2021-12-07 07:46:19+00:00,8,75,7957,21180,2021-12-07 19:00:13.552046
pv8y-ihee,2017-07-28 07:03:49+00:00,8,59,7925,160697,2021-12-07 19:00:13.552046
h57g-5234,2021-09-21 16:44:14+00:00,27,172,7648,2203,2021-12-07 19:00:13.552046
gei8-3w86,,17,66,7346,7362378,2021-12-07 19:00:13.552046
d5tb-r7a6,2018-08-17 03:10:01+00:00,30,158,7327,0,2021-12-07 19:00:13.552046
mffi-m9yn,2021-11-02 22:19:04+00:00,18,124,7041,2769,2021-12-07 19:00:13.552046
qksr-hqee,2017-07-28 06:53:42+00:00,11,38,6981,1865,2021-12-07 19:00:13.552046
3927-sgfc,2015-11-09 05:22:47+00:00,3,23,6248,476709,2021-12-07 19:00:13.552046
u9sa-j86i,2019-04-18 02:42:21+00:00,3,56,6240,1426,2021-12-07 19:00:13.552046
b36j-kiy4,2021-11-02 22:38:03+00:00,8,33,6213,2854,2021-12-07 19:00:13.552046
m7yp-p495,,59,201,5957,13530346,2021-12-07 19:00:13.552046
pq2z-35fu,2019-10-07 02:22:25+00:00,18,60,5891,1209,2021-12-07 19:00:13.552046
mgkp-67ad,2018-02-12 03:47:12+00:00,22,142,5546,721680,2021-12-07 19:00:13.552046
cwpe-ugri,2019-11-10 23:49:52+00:00,51,201,5410,0,2021-12-07 19:00:13.552046
234q-gg83,2021-11-02 22:49:34+00:00,1,16,5320,1547,2021-12-07 19:00:13.552046
e6er-4cb3,2016-02-09 03:54:32+00:00,3,19,5171,1565,2021-12-07 19:00:13.552046
s8dq-xd4g,,12,23,5050,2971982,2021-12-07 19:00:13.552046
qabw-suvb,2021-11-02 22:05:44+00:00,13,59,4947,897,2021-12-07 19:00:13.552046
c3gt-hrz6,2021-11-02 22:32:26+00:00,2,15,4909,2679,2021-12-07 19:00:13.552046
gh9v-yqwz,2020-06-25 01:57:53+00:00,7,32,4879,1935,2021-12-07 19:00:13.552046
9mdh-8yau,2021-09-23 16:45:49+00:00,13,35,4641,7206912,2021-12-07 19:00:13.552046
3bff-vaa5,2016-05-10 04:25:02+00:00,51,213,4422,11802,2021-12-07 19:00:13.552046
jtcb-iab6,2015-04-28 06:25:46+00:00,4,12,4325,1773,2021-12-07 19:00:13.552046
khvg-gtaq,2017-05-31 00:33:10+00:00,3,14,4312,1554,2021-12-07 19:00:13.552046
j4qc-4tib,2021-08-23 16:02:40+00:00,12,75,4243,1144,2021-12-07 19:00:13.552046
2x56-ai8r,2021-09-23 16:47:48+00:00,11,92,4155,9808179,2021-12-07 19:00:13.552046
u4vh-84j8,2021-12-07 07:30:16+00:00,27,145,3960,473,2021-12-07 19:00:13.552046
5nb5-w7hq,2021-08-13 16:54:24+00:00,7,42,3957,2901,2021-12-07 19:00:13.552046
8wi9-ysz4,2019-01-24 00:57:42+00:00,16,54,3950,0,2021-12-07 19:00:13.552046
rpt3-2axt,,10,33,3862,7813,2021-12-07 19:00:13.552046
ru3z-44we,2021-09-30 16:07:52+00:00,14,42,3617,2555,2021-12-07 19:00:13.552046
vdsi-4gtj,2021-09-23 16:01:43+00:00,5,27,3492,2394,2021-12-07 19:00:13.552046
dyqx-cfn5,2021-11-02 22:16:33+00:00,9,40,3379,650,2021-12-07 19:00:13.552046
6fzs-45an,2014-05-02 03:02:11+00:00,4,15,3337,1924,2021-12-07 19:00:13.552046
pih2-628i,2017-03-02 03:34:39+00:00,2,15,3319,1372,2021-12-07 19:00:13.552046
2eyd-p5ws,2015-05-07 06:20:43+00:00,0,3,3260,2777,2021-12-07 19:00:13.552046
ck33-yh8z,,14,73,3243,5013334,2021-12-07 19:00:13.552046
wqka-kyhz,,9,27,3102,1820910,2021-12-07 19:00:13.552046
ss79-v558,,15,67,3048,1647126,2021-12-07 19:00:13.552046
k64i-2xff,2015-01-20 23:24:00+00:00,1,10,2965,1377,2021-12-07 19:00:13.552046
g48j-sdah,,1,7,2908,1954,2021-12-07 19:00:13.552046
su97-b2at,2020-07-05 16:23:59+00:00,4,16,2874,75490,2021-12-07 19:00:13.552046
jzfa-q3k3,2021-09-27 16:32:26+00:00,9,25,2847,3404400,2021-12-07 19:00:13.552046
h4ih-tzqs,2021-08-23 16:50:10+00:00,5,18,2816,2816,2021-12-07 19:00:13.552046
24aw-nd3i,2021-08-23 16:00:21+00:00,9,30,2700,709262,2021-12-07 19:00:13.552046
qa5h-sfgh,2018-09-20 05:11:49+00:00,1,9,2615,0,2021-12-07 19:00:13.552046
txcy-uafv,2021-09-30 16:47:56+00:00,4,15,2590,984,2021-12-07 19:00:13.552046
wwkr-v8s7,2018-03-02 03:21:33+00:00,9,41,2587,1813,2021-12-07 19:00:13.552046
a945-pqqr,2017-05-19 03:25:03+00:00,5,11,2537,1285,2021-12-07 19:00:13.552046
vesm-c7r2,2021-11-02 22:13:48+00:00,1,28,2349,760,2021-12-07 19:00:13.552046
4id4-tydi,2019-02-14 05:10:58+00:00,1,22,2348,1078,2021-12-07 19:00:13.552046
mxsp-c8nh,2019-02-19 05:58:26+00:00,1,2,2302,1140,2021-12-07 19:00:13.552046
d34a-re98,2018-02-22 23:37:02+00:00,9,34,2300,1398,2021-12-07 19:00:13.552046
ht4h-vqbu,2016-11-09 04:18:08+00:00,1,5,2287,2889,2021-12-07 19:00:13.552046
tqjk-32d9,,4,19,2277,1608,2021-12-07 19:00:13.552046
rm92-h5tq,2021-11-02 22:25:14+00:00,9,29,2206,568,2021-12-07 19:00:13.552046
axts-5eu4,2015-01-20 23:50:04+00:00,1,4,2195,1631,2021-12-07 19:00:13.552046
7pgd-bdf2,2020-04-14 00:10:03+00:00,10,64,2195,237,2021-12-07 19:00:13.552046
be3i-empa,2021-11-02 22:05:44+00:00,3,11,2178,257,2021-12-07 19:00:13.552046
dj7e-rdx9,2019-04-17 08:02:55+00:00,4,15,2159,1508,2021-12-07 19:00:13.552046
x69f-uxmj,2017-05-12 05:58:01+00:00,3,16,2134,1622,2021-12-07 19:00:13.552046
rwbd-626w,2021-08-23 16:47:08+00:00,6,21,2028,1726860,2021-12-07 19:00:13.552046
vrwc-rwgm,2018-10-15 03:54:32+00:00,6,22,2019,1253,2021-12-07 19:00:13.552046
qnju-it8g,2021-11-02 22:38:03+00:00,5,22,2013,456,2021-12-07 19:00:13.552046
4n3a-s6rn,2020-06-01 08:35:48+00:00,2,35,1999,281,2021-12-07 19:00:13.552046
nyr3-sees,2019-09-12 05:00:14+00:00,3,18,1995,375,2021-12-07 19:00:13.552046
n6sz-6nb6,,5,17,1966,5564262,2021-12-07 19:00:13.552046
nmnx-3ct3,,2,5,1910,4551653,2021-12-07 19:00:13.552046
e63d-rbu7,2019-01-14 00:47:27+00:00,2,4,1908,2764,2021-12-07 19:00:13.552046
6yxs-smdz,,3,10,1881,3135136,2021-12-07 19:00:13.552046
dmpt-2xdw,2021-08-23 16:45:41+00:00,1,6,1876,5049596,2021-12-07 19:00:13.552046
mayw-9gb5,2021-11-02 22:49:34+00:00,3,13,1869,443,2021-12-07 19:00:13.552046
n9ie-cp6t,2018-10-12 00:40:22+00:00,4,8,1847,1033,2021-12-07 19:00:13.552046
dh3m-ckxm,,2,19,1772,6644363,2021-12-07 19:00:13.552046
v9mu-dvfu,2019-03-18 04:50:39+00:00,0,5,1747,931,2021-12-07 19:00:13.552046
mgqj-necz,2020-03-05 03:52:54+00:00,16,37,1741,540,2021-12-07 19:00:13.552046
irqv-hjr4,2021-12-07 07:30:14+00:00,9,33,1686,206,2021-12-07 19:00:13.552046
3v7r-q3ds,2015-04-28 07:22:49+00:00,3,11,1675,1617,2021-12-07 19:00:13.552046
md5d-vpap,2021-11-02 22:32:26+00:00,11,23,1642,301,2021-12-07 19:00:13.552046
3bxw-t8fk,2019-02-06 04:34:39+00:00,2,9,1634,727,2021-12-07 19:00:13.552046
uyp8-7ii8,2019-03-18 03:17:17+00:00,6,13,1633,919,2021-12-07 19:00:13.552046
ambt-72qg,2018-03-02 04:10:30+00:00,6,25,1626,927,2021-12-07 19:00:13.552046
4j42-79hg,2021-08-23 16:00:54+00:00,0,6,1610,1062,2021-12-07 19:00:13.552046
hg8j-vcww,,1,2,1606,8649,2021-12-07 19:00:13.552046
g9am-cna5,2021-11-02 22:29:27+00:00,4,10,1592,424,2021-12-07 19:00:13.552046
psq9-yz4x,2021-09-28 16:39:09+00:00,5,29,1587,1098,2021-12-07 19:00:13.552046
2x87-fe4u,2014-05-02 04:25:14+00:00,0,6,1491,1367,2021-12-07 19:00:13.552046
wcd7-bvh4,2021-11-18 00:49:27+00:00,6,27,1473,1622,2021-12-07 19:00:13.552046
grmi-2ew3,2021-09-30 16:40:19+00:00,2,8,1434,2280595,2021-12-07 19:00:13.552046
47ai-9yup,2017-05-18 04:25:26+00:00,4,6,1416,1048,2021-12-07 19:00:13.552046
jsun-ttri,2021-11-02 22:39:47+00:00,3,11,1402,850,2021-12-07 19:00:13.552046
uqhf-q5h7,2014-05-02 02:40:39+00:00,2,10,1374,1655,2021-12-07 19:00:13.552046
sex6-6426,2018-02-22 03:19:28+00:00,4,17,1366,2885,2021-12-07 19:00:13.552046
rdi4-j8zh,2021-09-30 16:44:14+00:00,0,13,1365,4588,2021-12-07 19:00:13.552046
mi2q-4527,2021-11-02 22:40:43+00:00,2,19,1334,1047,2021-12-07 19:00:13.552046
6cxw-5y4y,2019-01-09 03:20:29+00:00,4,6,1329,867,2021-12-07 19:00:13.552046
ew6k-chz4,2017-05-19 01:57:49+00:00,5,6,1296,1209,2021-12-07 19:00:13.552046
55up-8nwa,2015-05-07 06:30:36+00:00,2,5,1291,1258,2021-12-07 19:00:13.552046
vzb2-a2kz,2021-08-23 16:46:03+00:00,4,11,1279,1699963,2021-12-07 19:00:13.552046
84bf-dihi,,1,2,1264,4851824,2021-12-07 19:00:13.552046
q3ni-rkmu,2021-06-28 01:55:48+00:00,1,16,1241,143,2021-12-07 19:00:13.552046
r6ug-jmg3,2017-05-12 06:07:26+00:00,4,9,1232,1291,2021-12-07 19:00:13.552046
arvc-7u8d,2021-11-02 22:25:14+00:00,2,7,1184,212,2021-12-07 19:00:13.552046
rhc3-j4bg,2017-05-04 05:47:33+00:00,2,4,1170,16103,2021-12-07 19:00:13.552046
tq3k-d7n7,2019-12-01 21:31:05+00:00,1,6,1169,280,2021-12-07 19:00:13.552046
fzjr-9nrn,2021-09-30 17:21:58+00:00,5,17,1167,738,2021-12-07 19:00:13.552046
rpdm-je7s,,2,10,1167,4808644,2021-12-07 19:00:13.552046
9hjf-8i2d,2021-11-02 22:19:04+00:00,1,19,1148,297,2021-12-07 19:00:13.552046
kmtd-nvqr,2018-05-08 00:04:44+00:00,4,8,1135,1039,2021-12-07 19:00:13.552046
23k2-cnm2,2021-08-23 16:47:45+00:00,1,4,1109,1502235,2021-12-07 19:00:13.552046
w2pi-36nk,2021-11-02 22:16:33+00:00,3,9,1077,208,2021-12-07 19:00:13.552046
nw38-8y7g,2021-11-02 22:40:43+00:00,2,14,1054,203,2021-12-07 19:00:13.552046
xgce-vkbh,,6,15,1041,3150728,2021-12-07 19:00:13.552046
inah-t6kx,2021-05-21 03:37:13+00:00,3,11,1029,775,2021-12-07 19:00:13.552046
2ph9-es73,2015-05-07 06:48:07+00:00,0,3,1027,1318,2021-12-07 19:00:13.552046
a52j-vb2e,2018-09-27 05:08:46+00:00,3,14,1017,719,2021-12-07 19:00:13.552046
g8gz-fuiv,2018-10-25 00:50:36+00:00,3,15,1015,853,2021-12-07 19:00:13.552046
74id-aqj9,2018-09-04 21:55:19+00:00,3,20,1012,734,2021-12-07 19:00:13.552046
4spx-8bh5,2021-08-23 16:03:50+00:00,2,14,992,1045,2021-12-07 19:00:13.552046
fyes-zqbt,2017-04-04 03:40:26+00:00,1,6,962,295872,2021-12-07 19:00:13.552046
6rkf-zake,2019-02-19 23:04:54+00:00,1,5,949,679,2021-12-07 19:00:13.552046
96gt-j9ix,2021-09-30 16:45:01+00:00,2,6,947,2229339,2021-12-07 19:00:13.552046
5dx2-u4mf,2021-09-22 16:50:01+00:00,7,14,944,979,2021-12-07 19:00:13.552046
gyfq-h9jk,2018-09-27 05:03:00+00:00,2,18,925,668,2021-12-07 19:00:13.552046
v4zv-yqtp,2021-08-23 16:38:17+00:00,4,12,909,1124,2021-12-07 19:00:13.552046
svux-bada,,2,3,896,5415168,2021-12-07 19:00:13.552046
xmnz-a7qy,,1,2,896,17606,2021-12-07 19:00:13.552046
x4k3-uj4j,2020-12-15 04:38:19+00:00,4,25,892,98,2021-12-07 19:00:13.552046
5kg2-fg9r,2015-05-14 01:22:49+00:00,0,3,884,1215,2021-12-07 19:00:13.552046
th7x-7gv7,2021-05-26 04:57:50+00:00,19,92,864,46,2021-12-07 19:00:13.552046
bevb-vgiu,2015-10-16 05:28:52+00:00,1,2,856,1217,2021-12-07 19:00:13.552046
pyua-izk6,2017-04-04 03:56:11+00:00,2,3,846,40917,2021-12-07 19:00:13.552046
99qa-f55d,2016-10-24 02:40:38+00:00,2,3,804,1305,2021-12-07 19:00:13.552046
reaf-a4my,2021-11-02 22:29:27+00:00,3,8,793,162,2021-12-07 19:00:13.552046
55z9-zqzu,2021-08-23 16:15:10+00:00,1,11,784,1020,2021-12-07 19:00:13.552046
c2cr-5q87,2017-07-28 06:40:41+00:00,1,3,774,1667,2021-12-07 19:00:13.552046
awcz-wi9e,2015-05-07 06:34:45+00:00,1,3,738,2060,2021-12-07 19:00:13.552046
nnx5-w29b,2015-05-07 07:36:31+00:00,1,6,736,1336,2021-12-07 19:00:13.552046
xfa5-gt4u,2018-09-27 02:44:06+00:00,0,3,728,731,2021-12-07 19:00:13.552046
cawe-uats,2017-05-22 05:41:43+00:00,1,4,713,964,2021-12-07 19:00:13.552046
9usq-v437,2015-10-16 05:49:34+00:00,2,4,713,1063,2021-12-07 19:00:13.552046
t6hb-9uf2,2019-04-16 11:26:16+00:00,0,3,704,1764,2021-12-07 19:00:13.552046
gquc-eex2,2018-08-21 22:09:34+00:00,1,4,703,905,2021-12-07 19:00:13.552046
vkxi-k7ps,2019-04-09 06:20:02+00:00,0,3,700,1052,2021-12-07 19:00:13.552046
gznb-6fq3,2021-11-02 22:39:47+00:00,2,8,696,127,2021-12-07 19:00:13.552046
npd7-23gm,2017-05-03 06:17:56+00:00,3,4,686,944,2021-12-07 19:00:13.552046
wdtk-npar,2021-11-02 22:13:48+00:00,2,7,681,322,2021-12-07 19:00:13.552046
nug6-empf,2021-11-02 22:51:36+00:00,6,20,680,88,2021-12-07 19:00:13.552046
apua-t2tb,2019-04-17 02:11:07+00:00,2,8,679,1416,2021-12-07 19:00:13.552046
rsgn-pgkc,2018-09-27 05:14:42+00:00,0,5,674,844,2021-12-07 19:00:13.552046
fthi-zajy,2016-11-21 04:11:12+00:00,3,8,648,1073,2021-12-07 19:00:13.552046
5532-ig9r,2020-04-02 20:11:40+00:00,1,24,614,88,2021-12-07 19:00:13.552046
7je2-yydd,2021-11-02 22:19:04+00:00,9,16,597,119,2021-12-07 19:00:13.552046
rqdu-ieaj,2017-04-27 03:22:55+00:00,0,3,596,639351,2021-12-07 19:00:13.552046
mv4n-8k4v,2021-12-07 07:31:26+00:00,3,19,596,34,2021-12-07 19:00:13.552046
s7e6-a6bm,2017-04-19 03:05:52+00:00,2,8,588,40664,2021-12-07 19:00:13.552046
necc-34pz,2017-05-12 06:23:24+00:00,1,4,572,1004,2021-12-07 19:00:13.552046
wxa3-hxd3,2021-11-02 22:51:36+00:00,1,13,566,159,2021-12-07 19:00:13.552046
ue3p-kdsu,2017-08-07 05:36:15+00:00,1,3,558,627,2021-12-07 19:00:13.552046
8c5t-6gxs,2017-05-12 06:23:24+00:00,1,2,550,889,2021-12-07 19:00:13.552046
pkqa-bdit,2015-05-07 06:27:15+00:00,1,10,540,1171,2021-12-07 19:00:13.552046
nzkf-kgud,2015-05-07 06:40:06+00:00,1,2,540,1184,2021-12-07 19:00:13.552046
kv9p-crx6,2017-05-04 05:55:17+00:00,1,1,531,594,2021-12-07 19:00:13.552046
7nkv-ni4n,2021-11-02 22:38:58+00:00,4,16,530,103,2021-12-07 19:00:13.552046
hfxu-z5ii,2018-09-27 02:59:26+00:00,1,5,526,636,2021-12-07 19:00:13.552046
u3gs-y2xi,2018-09-27 00:55:08+00:00,0,2,511,644,2021-12-07 19:00:13.552046
vbe9-m4tk,2019-04-11 04:33:05+00:00,0,2,509,1280,2021-12-07 19:00:13.552046
75qa-syb4,2017-04-04 03:53:05+00:00,1,1,496,894,2021-12-07 19:00:13.552046
xy7t-cwm2,2017-04-04 03:55:01+00:00,2,6,479,880407,2021-12-07 19:00:13.552046
q67c-6wjt,2021-11-02 22:44:13+00:00,3,7,472,76,2021-12-07 19:00:13.552046
625k-qaqp,2019-11-12 01:58:45+00:00,2,8,450,0,2021-12-07 19:00:13.552046
7jq6-k9kf,2019-04-16 03:19:33+00:00,1,11,441,1237,2021-12-07 19:00:13.552046
krg7-hmyt,2021-08-11 02:53:57+00:00,9,63,425,28,2021-12-07 19:00:13.552046
2b75-x6et,2021-11-02 22:38:58+00:00,3,7,417,267,2021-12-07 19:00:13.552046
w8cz-guri,2015-05-07 06:42:26+00:00,0,2,404,1214,2021-12-07 19:00:13.552046
hpzc-vi8m,2021-08-23 16:37:29+00:00,1,2,394,726,2021-12-07 19:00:13.552046
7kjb-25ry,2017-05-04 05:48:40+00:00,1,1,368,1043,2021-12-07 19:00:13.552046
jwq3-hkg3,2017-05-12 06:23:28+00:00,1,2,358,860,2021-12-07 19:00:13.552046
cm7k-9aj4,2021-08-26 16:01:11+00:00,2,5,352,1068,2021-12-07 19:00:13.552046
a9sc-9jxz,2021-11-02 22:44:13+00:00,3,12,347,220,2021-12-07 19:00:13.552046
hfm2-46au,2017-04-19 03:08:02+00:00,1,1,343,537596,2021-12-07 19:00:13.552046
erbg-hj42,2017-04-19 03:09:39+00:00,1,2,331,526304,2021-12-07 19:00:13.552046
dxvp-runr,2021-12-07 02:09:16+00:00,3,7,322,31,2021-12-07 19:00:13.552046
fsfa-5ye5,2017-04-19 03:11:15+00:00,1,1,321,670,2021-12-07 19:00:13.552046
n57n-9wqc,2015-05-07 06:38:30+00:00,1,2,312,1166,2021-12-07 19:00:13.552046
y7km-5r6f,2020-12-15 04:38:24+00:00,1,6,309,111,2021-12-07 19:00:13.552046
m8kf-ur3f,2017-05-12 06:13:42+00:00,2,3,267,788,2021-12-07 19:00:13.552046
mcf9-snjr,2017-05-12 06:20:10+00:00,1,2,236,832,2021-12-07 19:00:13.552046
hisn-tyup,2017-05-12 06:23:18+00:00,1,2,226,850,2021-12-07 19:00:13.552046
sp4r-xphj,2021-08-12 06:45:16+00:00,15,75,167,22,2021-12-07 19:00:13.552046
73qa-862u,2021-08-12 07:19:52+00:00,7,33,69,15,2021-12-07 19:00:13.552046
jizx-9ayp,2021-08-12 07:01:29+00:00,9,20,62,11,2021-12-07 19:00:13.552046
ssm6-4b38,2021-08-12 07:27:00+00:00,6,14,47,7,2021-12-07 19:00:13.552046
b2ak-trbp,2021-12-07 06:25:07+00:00,87,477,74088,8850,2021-12-08 19:00:15.426136
y79a-us3f,,8,39,66921,3178,2021-12-08 19:00:15.426136
fp38-wiyy,2021-09-30 16:06:54+00:00,43,229,39982,6401,2021-12-08 19:00:15.426136
vh2v-4nfs,2021-12-08 07:58:27+00:00,135,674,39008,12092477,2021-12-08 19:00:15.426136
7q9g-yyvg,2018-03-02 01:46:14+00:00,121,529,32434,1847,2021-12-08 19:00:15.426136
i8px-csib,2017-05-12 05:48:58+00:00,175,825,30918,3352,2021-12-08 19:00:15.426136
crvt-b4kt,2021-08-23 16:04:33+00:00,264,737,25876,39776,2021-12-08 19:00:15.426136
xt2y-tnn9,2021-11-02 22:16:33+00:00,30,241,24807,16183,2021-12-08 19:00:15.426136
gh7s-qda8,2021-11-29 05:58:42+00:00,42,167,23524,6269,2021-12-08 19:00:15.426136
r5bg-2hj8,2020-09-22 05:30:26+00:00,127,618,20671,2630,2021-12-08 19:00:15.426136
pmhb-s6pn,2021-11-02 22:05:44+00:00,48,275,19698,3350,2021-12-08 19:00:15.426136
ntht-5rk7,2021-09-14 16:04:00+00:00,85,348,18146,609055,2021-12-08 19:00:15.426136
qe9w-cym8,,11,55,17037,127163,2021-12-08 19:00:15.426136
ez6b-syvw,2015-06-15 05:55:16+00:00,20,96,14243,3521,2021-12-08 19:00:15.426136
def8-4wbt,2021-09-30 00:09:06+00:00,28,121,13925,1007540,2021-12-08 19:00:15.426136
8fgn-5q6t,2021-08-13 16:53:00+00:00,10,43,13289,2272,2021-12-08 19:00:15.426136
e56b-j9mj,2021-09-23 16:08:47+00:00,42,205,13162,2212262,2021-12-08 19:00:15.426136
67fb-mvax,2017-05-12 05:53:17+00:00,70,270,11547,1290,2021-12-08 19:00:15.426136
a7rp-xtya,2021-09-30 16:46:36+00:00,58,266,11529,163068,2021-12-08 19:00:15.426136
44kh-ty54,2021-11-02 22:25:14+00:00,14,132,10684,2010,2021-12-08 19:00:15.426136
j5vt-ppat,2017-04-06 05:48:40+00:00,25,65,10518,3232,2021-12-08 19:00:15.426136
krh5-hhjn,2021-11-02 22:29:27+00:00,21,58,10093,1583,2021-12-08 19:00:15.426136
bs7n-5veh,2021-11-02 22:13:48+00:00,11,46,10034,2275,2021-12-08 19:00:15.426136
aia8-ryiq,2021-03-18 04:20:13+00:00,30,141,9661,3197896,2021-12-08 19:00:15.426136
2dqj-9ydd,2018-08-17 04:41:48+00:00,31,155,9581,0,2021-12-08 19:00:15.426136
t3zn-qgfx,,26,97,8755,3474376,2021-12-08 19:00:15.426136
mq3i-cbxd,2015-05-12 06:33:58+00:00,1,13,8593,3574,2021-12-08 19:00:15.426136
xzxc-g5i9,2015-01-20 23:37:21+00:00,0,9,8111,1593,2021-12-08 19:00:15.426136
d6mv-s43h,2021-12-08 07:47:24+00:00,8,72,7959,21204,2021-12-08 19:00:15.426136
pv8y-ihee,2017-07-28 07:03:49+00:00,14,63,7931,160697,2021-12-08 19:00:15.426136
h57g-5234,2021-09-21 16:44:14+00:00,26,163,7649,2203,2021-12-08 19:00:15.426136
gei8-3w86,,19,63,7348,7362378,2021-12-08 19:00:15.426136
d5tb-r7a6,2018-08-17 03:10:01+00:00,30,155,7335,0,2021-12-08 19:00:15.426136
mffi-m9yn,2021-11-02 22:19:04+00:00,25,128,7050,2771,2021-12-08 19:00:15.426136
qksr-hqee,2017-07-28 06:53:42+00:00,8,39,6983,1865,2021-12-08 19:00:15.426136
3927-sgfc,2015-11-09 05:22:47+00:00,2,23,6248,476709,2021-12-08 19:00:15.426136
u9sa-j86i,2019-04-18 02:42:21+00:00,3,56,6240,1426,2021-12-08 19:00:15.426136
b36j-kiy4,2021-11-02 22:38:03+00:00,10,32,6215,2854,2021-12-08 19:00:15.426136
m7yp-p495,,54,199,5961,13530346,2021-12-08 19:00:15.426136
pq2z-35fu,2019-10-07 02:22:25+00:00,14,60,5891,1209,2021-12-08 19:00:15.426136
mgkp-67ad,2018-02-12 03:47:12+00:00,26,146,5554,721680,2021-12-08 19:00:15.426136
cwpe-ugri,2019-11-10 23:49:52+00:00,47,197,5414,0,2021-12-08 19:00:15.426136
234q-gg83,2021-11-02 22:49:34+00:00,3,17,5322,1547,2021-12-08 19:00:15.426136
e6er-4cb3,2016-02-09 03:54:32+00:00,4,19,5172,1565,2021-12-08 19:00:15.426136
s8dq-xd4g,,14,22,5052,2971982,2021-12-08 19:00:15.426136
qabw-suvb,2021-11-02 22:05:44+00:00,16,64,4953,899,2021-12-08 19:00:15.426136
c3gt-hrz6,2021-11-02 22:32:26+00:00,2,15,4909,2679,2021-12-08 19:00:15.426136
gh9v-yqwz,2020-06-25 01:57:53+00:00,6,34,4881,1935,2021-12-08 19:00:15.426136
9mdh-8yau,2021-09-23 16:45:49+00:00,16,39,4646,7206912,2021-12-08 19:00:15.426136
3bff-vaa5,2016-05-10 04:25:02+00:00,54,221,4432,11802,2021-12-08 19:00:15.426136
jtcb-iab6,2015-04-28 06:25:46+00:00,5,13,4326,1773,2021-12-08 19:00:15.426136
khvg-gtaq,2017-05-31 00:33:10+00:00,3,14,4312,1554,2021-12-08 19:00:15.426136
j4qc-4tib,2021-08-23 16:02:40+00:00,17,79,4249,1144,2021-12-08 19:00:15.426136
2x56-ai8r,2021-09-23 16:47:48+00:00,16,99,4162,9808179,2021-12-08 19:00:15.426136
u4vh-84j8,2021-12-08 07:30:16+00:00,22,141,3964,473,2021-12-08 19:00:15.426136
5nb5-w7hq,2021-08-13 16:54:24+00:00,6,34,3957,2902,2021-12-08 19:00:15.426136
8wi9-ysz4,2019-01-24 00:57:42+00:00,17,55,3952,0,2021-12-08 19:00:15.426136
rpt3-2axt,,13,36,3865,7813,2021-12-08 19:00:15.426136
ru3z-44we,2021-09-30 16:07:52+00:00,13,40,3617,2555,2021-12-08 19:00:15.426136
vdsi-4gtj,2021-09-23 16:01:43+00:00,9,32,3497,2396,2021-12-08 19:00:15.426136
