Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
South Melbourne,7/182 Albert Rd,3,u,1000000,VB,Marshall,28/04/2018,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,22 Cobden St,2,h,900000,VB,Marshall,28/04/2018,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,67 Iffla St,2,h,1551000,S,hockingstuart,28/04/2018,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Morang,2 Mavora Pl,2,h,311000,S,Ray,28/04/2018,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,11 Royal Pl,3,h,590000,S,Barry,28/04/2018,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Yarra,14/4 Gordon Gr,1,u,,PI,hockingstuart,28/04/2018,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,7/51 Marne St,1,u,865000,S,hockingstuart,28/04/2018,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,18/30 Mona Pl,2,u,,S,hockingstuart,28/04/2018,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,411/6 Murphy St,2,u,703000,S,Williams,28/04/2018,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,12 Rockley Rd,4,h,,SP,Marshall,28/04/2018,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,19/47 Rockley Rd,2,u,770000,SA,Greg,28/04/2018,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,10/391 Toorak Rd,3,u,,PI,Kay,28/04/2018,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
Southbank,118/88 Kavanagh St,2,u,540000,S,MICM,28/04/2018,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Southbank,18/88 Southbank Bvd,3,u,916000,S,hockingstuart,28/04/2018,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Southbank,208/250 St Kilda Rd,3,u,2100000,PI,RT,28/04/2018,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Southbank,62/120 Sturt St,2,u,660000,S,RT,28/04/2018,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Springvale South,9 Elisabeth Av,3,h,772000,S,iSell,28/04/2018,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council
Springvale South,44 Olympic Av,3,h,795000,S,Area,28/04/2018,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council
St Albans,110 Alfrieda St,3,h,910000,S,Barry,28/04/2018,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,4 Cleveland St,3,h,780000,PI,Prof.,28/04/2018,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,10 Goulburn Ct,3,h,610000,S,FN,28/04/2018,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,33 Percy St,3,h,750000,S,Brad,28/04/2018,3021,Western Metropolitan,14042,14,Brimbank City Council
St Kilda,128 Argyle St,4,h,2090000,S,Marshall,28/04/2018,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,12/98 Barkly St,3,t,1100000,VB,Jellis,28/04/2018,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,50 Chapel St,3,h,1800000,VB,Marshall,28/04/2018,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,10/145 Fitzroy St,2,u,761000,S,Whiting,28/04/2018,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,205/27 Herbert St,1,u,455000,S,McGrath,28/04/2018,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,15/6 Redan St,2,u,503000,S,Beller,28/04/2018,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,20/40 Waterloo Cr,1,u,265000,VB,hockingstuart,28/04/2018,3182,Southern Metropolitan,13240,5,Port Phillip City Council
Strathmore,24 Henshall Rd,3,h,1585000,S,Nelson,28/04/2018,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,40 Lamart St,4,h,1100000,VB,Considine,28/04/2018,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,1A Mascoma St,3,h,990000,VB,Considine,28/04/2018,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,6 Windsor Av,5,h,2600000,VB,Brad,28/04/2018,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore Heights,336 Mascoma St,4,h,1040000,SP,Brad,28/04/2018,3041,Western Metropolitan,389,8.2,Moonee Valley City Council
Sunbury,8 Dundas Av,3,h,538000,S,Leeburn,28/04/2018,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,362 Elizabeth Dr,3,h,454000,S,YPA,28/04/2018,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,54 McKell Av,3,h,542000,S,Leeburn,28/04/2018,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,27 Parkview Dr,3,h,635000,S,YPA,28/04/2018,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunshine,6/51 Anderson Rd,2,u,,S,hockingstuart,28/04/2018,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,2/73 Anderson Rd,3,h,585000,SP,hockingstuart,28/04/2018,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine North,7 Nottingham St,3,h,796000,S,Barry,28/04/2018,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine West,28 Davey St,3,h,750000,PI,Douglas,28/04/2018,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,135 Hilma St,3,h,680000,PI,Barry,28/04/2018,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Surrey Hills,57 Florence Rd,3,t,1750000,PI,Ray,28/04/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,2/9 Middlesex Rd,2,u,,SP,Marshall,28/04/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,3/5 Suffolk Rd,2,u,712000,S,McGrath,28/04/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,3/3 Union Rd,2,u,745500,S,Stockdale,28/04/2018,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Sydenham,5 Melva Ct,3,h,602000,S,Prof.,28/04/2018,3037,Western Metropolitan,3640,18,Brimbank City Council
Sydenham,1 Perret Wk,3,h,620000,SP,Barry,28/04/2018,3037,Western Metropolitan,3640,18,Brimbank City Council
Tarneit,107 Crossway Av,4,h,488000,S,Sweeney,28/04/2018,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Tarneit,526 Derrimut Rd,4,h,672500,S,hockingstuart,28/04/2018,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Tarneit,74 Fairview Pde,2,h,410000,S,hockingstuart,28/04/2018,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Tarneit,140 Penrose Prm,4,h,647000,S,Reliance,28/04/2018,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Tarneit,18 Seasons Bvd,4,h,720000,SP,Greg,28/04/2018,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Tarneit,191 Thames Bvd,4,h,582000,S,hockingstuart,28/04/2018,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Taylors Lakes,41 Parmelia Dr,4,h,700000,VB,Barry,28/04/2018,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Templestowe,9 Gardenview Ct,5,t,,VB,Jellis,28/04/2018,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,29 Innisfallen Av,3,h,,PI,Barry,28/04/2018,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,63 King St,4,h,1290000,S,Barry,28/04/2018,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,139 Victoria St,4,h,1330000,S,Barry,28/04/2018,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,19 Wagon Rd,4,h,2000000,SP,Jellis,28/04/2018,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
The Basin,12 Cleve Av,3,h,658000,S,Ray,28/04/2018,3154,Eastern Metropolitan,1690,27,Knox City Council
Thomastown,11 Kerang Pl,3,h,610000,S,Love,28/04/2018,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,49 Valentine Av,4,h,580000,S,HAR,28/04/2018,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thornbury,140 Harold St,4,h,1840000,S,Nelson,28/04/2018,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,18 Jones St,3,h,1000000,VB,Jellis,28/04/2018,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,249 Raleigh St,3,h,1100000,VB,Woodards,28/04/2018,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,330 Rathmines St,3,h,1512000,S,Jellis,28/04/2018,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,12 Strettle St,4,h,1620000,PI,Nelson,28/04/2018,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,40 Wales St,3,h,1100000,PI,Nelson,28/04/2018,3071,Northern Metropolitan,8870,7,Darebin City Council
Toorak,8 Burnie St,3,h,2500000,VB,Marshall,28/04/2018,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,2/71 Lansell Rd,3,u,1343500,S,Jellis,28/04/2018,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,2/755 Malvern Rd,3,h,,VB,Kay,28/04/2018,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,56 Mathoura Rd,3,h,,S,Marshall,28/04/2018,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,10/74 Mathoura Rd,2,u,589000,S,Jellis,28/04/2018,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,5 Sargood St,3,h,4010000,PI,Kay,28/04/2018,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Tullamarine,3/38 Gordon St,3,t,580000,SP,Stockdale,28/04/2018,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,5 Tangemere Av,3,u,638000,S,Jason,28/04/2018,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Vermont,7 Beddoe Rd,3,h,,SP,hockingstuart,28/04/2018,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont,1 Laidlaw Ct,3,h,1000000,S,Noel,28/04/2018,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont,4 Tweed St,5,h,1001500,S,Fletchers,28/04/2018,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont South,8 Charlnet Dr,4,h,1275000,S,Woodards,28/04/2018,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Vermont South,2/2 Coval Ct,3,u,873000,S,Barry,28/04/2018,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Viewbank,2 Quamby Ct,4,h,1070000,VB,Miles,28/04/2018,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Wallan,61 Wellington St,4,h,,SN,Barry,28/04/2018,3756,Northern Victoria,3988,44.2,Mitchell Shire Council
Wantirna,10 Dumfries Wy,5,h,915000,SP,Harcourts,28/04/2018,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna,390a Mountain Hwy,4,h,1110000,SP,Ray,28/04/2018,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna,20 Templeton St,4,h,960000,S,Ray,28/04/2018,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna South,4 Melanie Cl,4,h,1030000,SA,One,28/04/2018,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Watsonia,22 Crellin Cr,2,h,825000,S,Darren,28/04/2018,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,7 Curtis Av,4,h,1050000,S,Barry,28/04/2018,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,14 Wattle Dr,5,h,860000,S,Darren,28/04/2018,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Werribee,6 Condor Ct,3,h,438000,SP,C21,28/04/2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,44 Egan Cl,4,h,458000,S,Barry,28/04/2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,58 Margaret St,3,h,631000,S,FN,28/04/2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,152 Tarneit Rd,4,h,460000,SP,Ray,28/04/2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,1 Thornbill Dr,3,h,,SN,FN,28/04/2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,9 Trent Cl,3,h,505000,S,Barry,28/04/2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,16 Wolsely Cl,4,h,682500,S,Greg,28/04/2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
West Footscray,3/1 Hatfield Ct,1,u,220000,PI,Sweeney,28/04/2018,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,13/138 Rupert St,1,u,250000,SP,Jas,28/04/2018,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,1/23 Soudan Rd,3,t,900000,SP,Rendina,28/04/2018,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
Westmeadows,89 Kenny St,2,h,540000,S,YPA,28/04/2018,3049,Northern Metropolitan,2474,16.5,Hume City Council
Wheelers Hill,1 Earlwood Dr,3,h,910500,S,RW,28/04/2018,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,40 Threadbow Cr,3,h,,S,Biggin,28/04/2018,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Williamstown,8 Clough St,3,h,,S,Purplebricks,28/04/2018,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,16 Garden St,5,h,2200000,S,Sweeney,28/04/2018,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,50 Hanmer St,6,h,1725000,PI,Jas,28/04/2018,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Windsor,66 Andrew St,3,h,,SP,Marshall,28/04/2018,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Windsor,9 Mary St,2,h,1133500,S,hockingstuart,28/04/2018,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Windsor,18 Primrose St,3,h,1600000,VB,Marshall,28/04/2018,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Windsor,18/14 The Avenue,2,u,,PI,Beller,28/04/2018,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Windsor,21/29 Upton Rd,2,u,530000,S,hockingstuart,28/04/2018,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Yallambie,7 Kardinia Dr,3,h,810000,S,Buckingham,28/04/2018,3085,Northern Metropolitan,1369,12.7,Banyule City Council
Yarraville,42 Kidman St,4,h,1240000,VB,Village,28/04/2018,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,52 Powell St,4,h,1785000,S,Greg,28/04/2018,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,59 Powell St,4,h,2050000,S,Jas,28/04/2018,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,136 Roberts St,3,h,1108000,S,Jas,28/04/2018,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,5 Taylor St,3,h,855000,SP,Village,28/04/2018,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Abbotsford,4/328 Johnston St,2,u,,PI,Biggin,28/05/2016,3067,Northern Metropolitan,4019,3,Yarra City Council
Abbotsford,200 Nicholson St,2,h,1012500,S,Nelson,28/05/2016,3067,Northern Metropolitan,4019,3,Yarra City Council
Abbotsford,82/84 Trenerry Cr,2,u,970000,SP,Biggin,28/05/2016,3067,Northern Metropolitan,4019,3,Yarra City Council
Aberfeldie,13 Batman St,5,h,2400000,S,Barry,28/05/2016,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council
Aberfeldie,47 Clifton St,4,h,1350000,S,Nelson,28/05/2016,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council
Albert Park,6 Brooke St,2,h,980000,S,Greg,28/05/2016,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albert Park,7 Herbert Pl,2,h,,SP,Marshall,28/05/2016,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albert Park,8 Kerferd Pl,4,h,,SP,Marshall,28/05/2016,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albert Park,5 Reed St,3,h,,SN,Greg,28/05/2016,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albion,8/6 Ridley St,1,u,145000,PI,Biggin,28/05/2016,3020,Western Metropolitan,2185,10.5,Brimbank City Council
Altona,49 Bent St,3,h,1500000,S,Barlow,28/05/2016,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Altona,5/57 Blyth St,3,u,730000,SP,Barlow,28/05/2016,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Altona,15 Kookaburra St,3,h,900000,S,Sweeney,28/05/2016,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Altona Meadows,31 Powlett St,4,h,530000,VB,Sweeney,28/05/2016,3028,Western Metropolitan,7630,15.5,Hobsons Bay City Council
Altona North,10 Knapp St,3,h,625000,PI,Hunter,28/05/2016,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Armadale,17 Kooyong Rd,4,h,2000000,PI,Marshall,28/05/2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,896 Malvern Rd,3,h,,S,Kay,28/05/2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,1/31 Mercer Rd,3,u,869000,S,Jellis,28/05/2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Ascot Vale,1 Bloomfield Rd,3,h,1305000,S,Barry,28/05/2016,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,26 Milton St,3,h,932500,S,Nelson,28/05/2016,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ashburton,54 Baker Pde,3,h,,S,Marshall,28/05/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,33 Highgate Gr,4,h,1790000,PI,hockingstuart,28/05/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,9 Pitt St,4,h,1950000,S,Tim,28/05/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,9 Ward St,3,h,1600000,S,Fletchers,28/05/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashwood,13 Ashwood Dr,4,h,,S,Fletchers,28/05/2016,3147,Southern Metropolitan,2894,10.2,Monash City Council
Ashwood,6 Clearview Cl,5,h,,S,Jellis,28/05/2016,3147,Southern Metropolitan,2894,10.2,Monash City Council
Ashwood,4 Newbury Ct,3,h,1200000,VB,Buxton,28/05/2016,3147,Southern Metropolitan,2894,10.2,Monash City Council
Aspendale,10 Ebb St,4,h,,S,Buxton,28/05/2016,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale,2/106 Station St,2,h,,PI,Ray,28/05/2016,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale Gardens,3 Langslow Rd,4,h,,PN,Ray,28/05/2016,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council
Attwood,25 Maddingley Rd,4,h,840000,SP,Barry,28/05/2016,3049,Northern Metropolitan,1130,16.5,Hume City Council
Avondale Heights,49 Rogerson St,3,h,795000,S,Barry,28/05/2016,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Avondale Heights,43 Skewes St,3,h,634000,S,Nelson,28/05/2016,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Balwyn,6 Abercrombie St,3,h,1810000,S,Fletchers,28/05/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,1/74 Balwyn Rd,3,t,1100000,S,hockingstuart,28/05/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,112 Belmore Rd,5,h,3020000,PI,Jellis,28/05/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,3/32 Deepdene Rd,3,t,,S,hockingstuart,28/05/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,2 Pembroke Rd,3,h,2950000,S,Jellis,28/05/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,12 Wills St,5,h,2450000,S,Marshall,28/05/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,23 Wills St,3,h,1912000,S,Fletchers,28/05/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,51 Yarrbat Av,4,h,,S,Marshall,28/05/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn North,30 Abbott St,5,h,1550000,VB,Fletchers,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,69 Aylmer St,5,h,,PI,Marshall,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,10a Bolinda Rd,3,t,1330000,S,Christopher,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,15 Ellendale St,3,h,1038000,S,Christopher,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,38 Ferdinand Av,4,h,,SP,Marshall,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,38 Ferninand Av,4,h,,SP,Marshall,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,22 Highbury St,2,h,,S,hockingstuart,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,15 Maughan Pde,5,h,1660000,PI,hockingstuart,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,5 Pam Av,3,h,,S,Jellis,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,61 Ray Dr,3,h,1260000,PI,hockingstuart,28/05/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Beaumaris,370 Balcombe Rd,3,t,1100000,SP,Buxton,28/05/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,1/75 Fourth St,3,t,1285000,S,Charlton,28/05/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,4 Stawell St,4,h,1850000,SP,RT,28/05/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Bellfield,129 Liberty Pde,3,h,625000,PI,Nelson,28/05/2016,3081,Eastern Metropolitan,790,8.8,Banyule City Council
Bentleigh East,2/25 Brooks St,3,u,800000,S,Woodards,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,2/34 Browns Rd,4,t,1120000,PI,Buxton,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,16a Daphne St,3,t,970000,VB,hockingstuart,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,1/4 Daphne St,3,t,787500,S,Hodges,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,81 Kennedy St,6,h,1300000,S,Buxton,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,24 Kurrajong St,3,h,950000,PI,Greg,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,69 Lancaster St,4,h,1600000,S,Buxton,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,3b Manuka St,3,h,886000,S,Ray,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,25a Surrey St,4,t,1210000,S,Marshall,28/05/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Berwick,81 Brisbane St,5,h,1200000,S,Buxton,28/05/2016,3806,Eastern Victoria,17093,35.2,Casey City Council
Black Rock,1/5 Third St,2,u,660000,S,Chisholm,28/05/2016,3193,Southern Metropolitan,2866,17.3,Bayside City Council
Blackburn,15 Kerr St,4,h,,S,Jellis,28/05/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn,19 Pope Rd,4,h,1465000,S,Stockdale,28/05/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn North,7 Harcourt St,2,h,1190000,S,Noel,28/05/2016,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn North,5 Joseph St,4,h,900000,VB,Fletchers,28/05/2016,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn North,9 Lane St,3,h,1088000,S,Noel,28/05/2016,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn North,7 Vivian St,5,h,940000,PI,Noel,28/05/2016,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn South,10 Agnew St,3,h,1050000,S,Ray,28/05/2016,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
Blackburn South,10 Aldinga St,3,h,895000,S,Stockdale,28/05/2016,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
Blackburn South,1 Bright Pl,3,t,700000,S,Allens,28/05/2016,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
Blackburn South,23 Sandgate Rd,5,h,,SN,Jellis,28/05/2016,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
Bonbeach,1 Bondi Rd,3,h,875000,S,Buxton,28/05/2016,3196,South-Eastern Metropolitan,2887,27,Kingston City Council
Boronia,6 Gordon Cr,3,h,590000,S,Schroeder,28/05/2016,3155,Eastern Metropolitan,9704,25,Knox City Council
Box Hill,47 Albion Rd,3,h,1351000,S,Jellis,28/05/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council
Box Hill,837 Canterbury Rd,3,h,857000,S,Fletchers,28/05/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council
Box Hill,2/38 Margaret St,3,t,822500,S,Noel,28/05/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council
Briar Hill,2/8 Essex St,3,h,800000,S,Barry,28/05/2016,3088,Eastern Metropolitan,1390,16.1,Banyule City Council
Brighton,57 Bay St,4,h,2750000,S,Nick,28/05/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,11 Butler St,5,h,3751000,S,Marshall,28/05/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,70 Cole St,3,h,,S,Buxton,28/05/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,4/5 Collington Av,2,u,821000,S,Buxton,28/05/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,3a Cowra St,3,t,1425000,S,Hodges,28/05/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,2a Dendy St,9,t,,S,Rodney,28/05/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,21 Wolseley Gr,4,h,2405000,S,RT,28/05/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton East,5 Arnot St,3,t,1230000,S,hockingstuart,28/05/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,25 Binnie St,4,h,,S,Marshall,28/05/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,4 Bruce St,4,h,1389000,S,Buxton,28/05/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,3/44 Union St,2,u,750000,S,Buxton,28/05/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
