"Daily Weather Observations for Melbourne (Olympic Park), Victoria for November 2025",,,,,,,,,,,
Prepared at 13:01 UTC on Wednesday 18 March 2026   IDCJDW3033.202511,,,,,,,,,,,
Copyright 2003 Commonwealth Bureau of Meteorology,,,,,,,,,,,
Observations were drawn from Melbourne (Olympic Park) {station 086338},,,,,,,,,,,
,,,,,,,,,,,
,Date,Min temperature (°C),Max temperature (°C),Total Rainfall (mm),Time of maximum  gust,Direction of wind,max wind speed (km/h),max  gust speed(km/h),max pressure (hPa),Max Humidity (%),Min Humidity (%)
,6/12/2017,14.5,19.8,0,20:00,SSW,11,22,1005.8,78,58
,7/12/2017,13.1,15.1,24.2,20:38,S,17,39,1010.1,97,92
,8/12/2017,12.8,18,0,18:40,SSE,15,20,1019.2,81,51
,9/12/2017,17.1,20.3,0,18:30,S,17,28,1023.7,74,62
,10/12/2017,16.9,21.5,0,19:30,S,15,28,1024.3,79,60
,11/12/2017,15.9,19.1,0,18:30,SSW,15,30,1022.1,76,67
,12/12/2017,17.1,24.7,0,18:00,SSW,15,24,1015,81,48
,13/12/2017,27.3,37,0,19:00,N,20,32,1005.1,30,12
,14/12/2017,16.5,20.2,0,19:00,S,20,30,1014.2,63,50
,15/12/2017,18,24.8,0,19:00,S,17,26,1013.7,68,45
,16/12/2017,17.9,22.6,0,21:00,SSE,17,28,1018.4,74,53
,17/12/2017,20,22.6,0,18:30,SSW,17,32,1015.1,82,70
,18/12/2017,25.8,32.1,0,20:00,ENE,6,9,1007.8,49,26
,19/12/2017,15.9,22.6,20.6,19:00,SSE,20,33,1004.9,95,61
,20/12/2017,16.3,18.5,0,20:00,SSE,13,28,1018.7,65,50
,21/12/2017,16.9,21.6,0,21:30,SSE,15,26,1019.2,72,55
,22/12/2017,17.2,25.8,0,20:00,S,20,26,1012.6,80,50
,23/12/2017,19,22.4,0.2,23:40,SSW,28,35,1008.5,82,66
,24/12/2017,15.8,18.2,0,18:00,S,20,37,1018.4,58,47
,25/12/2017,15.8,20.4,0,17:40,SSW,26,35,1019.7,74,52
,26/12/2017,21.5,29.8,0,19:50,SSE,22,35,1013.1,60,33
,27/12/2017,29.7,34.5,0,18:10,NNE,19,26,1009,37,29
,28/12/2017,19.6,21.3,0,18:30,SSW,20,28,1013.9,91,80
,29/12/2017,18.6,19.7,8.4,23:00,SSW,7,15,1009,100,94
,30/12/2017,16.8,19,0.2,18:00,S,17,35,1014.5,70,60
,31/12/2017,17.5,21.9,0,18:30,S,20,33,1010.3,74,57
,1/01/2018,18,21.1,0,18:40,S,22,35,1010.6,72,63
,2/01/2018,17.3,19.6,0,18:20,S,22,33,1014,68,59
,3/01/2018,16.3,20.3,0.2,18:40,S,20,28,1018.9,66,46
,4/01/2018,17.4,21,0,20:10,S,19,32,1018.3,71,65
,5/01/2018,21.1,30.4,0,17:00,SSW,13,26,1013.2,76,36
,6/01/2018,21.6,26,0,18:30,SSW,30,50,1013.4,77,53
,7/01/2018,17.8,21.8,0,20:00,SSE,15,22,1013.7,73,58
,8/01/2018,17.6,21.7,0,18:00,SSW,17,28,1013.5,70,58
,9/01/2018,17,19.1,0,18:40,S,24,32,1020.7,68,44
,10/01/2018,18.3,24.4,0,20:00,SSW,7,15,1015.9,83,55
,11/01/2018,27.5,34.1,0,20:00,NNE,15,24,1010,46,22
,12/01/2018,17.7,18.7,6.8,0:00,SW,9,13,1006.6,92,81
,13/01/2018,12.8,15.6,14,19:00,SSW,15,33,1012,87,68
,14/01/2018,16.2,17.9,0,20:00,SSW,15,26,1021.2,63,48
,15/01/2018,16.6,19.2,0,19:30,S,19,32,1024,66,60
,16/01/2018,17.7,25.4,0,21:00,SE,17,28,1021.1,60,34
,17/01/2018,19.5,26.6,0,20:00,SSW,11,19,1016.6,79,47
,18/01/2018,29.7,39.1,0,23:10,NNW,20,24,1012.1,29,12
,19/01/2018,20.9,25.6,0,20:00,SSW,17,32,1014,88,66
,20/01/2018,21.3,23.3,0,21:50,SSW,13,20,1015.5,91,78
,21/01/2018,21.4,28,0,0:00,SSW,15,19,1009.1,90,62
,22/01/2018,18.8,21.3,0,21:30,SSW,17,26,1012.4,73,69
,23/01/2018,17.9,22.6,0,20:30,S,20,30,1012.8,71,56
,24/01/2018,18.6,21.9,0,20:00,S,17,26,1012,72,61
,25/01/2018,21.5,24.7,0,19:30,SSW,13,28,1012,84,72
,26/01/2018,21.2,22.3,3.4,19:00,WSW,13,24,1012.9,100,91
,27/01/2018,24.7,32.4,0,19:50,ESE,19,24,1008.9,81,45
,28/01/2018,31,37.6,0,19:00,N,15,24,1005.5,45,27
,29/01/2018,19,21.5,24.8,22:30,S,15,30,1011.7,100,98
,30/01/2018,17.1,18.2,0,20:00,S,20,37,1015.3,59,47
,31/01/2018,14.2,17.3,0.2,21:00,SSE,20,32,1017.9,57,44
,1/02/2018,15.8,19.7,0,21:30,S,17,26,1018.7,72,57
,2/02/2018,18.8,21.5,0,19:30,S,17,32,1020.5,67,59
,3/02/2018,20.5,26.6,0,20:30,SE,19,33,1022.9,57,37
,4/02/2018,18.6,24.6,0,22:00,SSE,11,24,1022.5,79,59
,5/02/2018,18.4,24.9,0,18:00,S,19,33,1020.1,76,49
,6/02/2018,21.3,29.8,0,19:40,SSE,19,26,1016.1,73,32
,7/02/2018,24.3,36.5,0,19:10,NNE,15,20,1012.8,68,17
,8/02/2018,21.2,22.5,0,20:30,SSW,15,26,1018.1,88,80
,9/02/2018,20.1,24,0,19:40,SSW,19,28,1014.2,83,72
,10/02/2018,20.9,24.4,0,19:10,SSW,20,30,1007.9,75,57
,11/02/2018,17.9,18.8,0,19:30,S,15,26,1011.3,60,54
,12/02/2018,17.8,22.5,0,22:00,SSE,17,26,1014.4,71,38
,13/02/2018,22.6,28.7,0,0:00,N,11,19,1007.6,55,31
,14/02/2018,16.6,20.2,0,19:30,SSW,17,35,1015.8,51,37
,15/02/2018,18.6,22.3,0,21:00,SW,15,28,1013.3,70,45
,16/02/2018,15.9,19.4,0,19:50,SSW,17,22,1015.8,68,56
,17/02/2018,17.2,20.9,0,19:00,S,15,28,1013.9,75,58
,18/02/2018,18.5,21,0.2,20:40,SSE,15,20,1016.3,87,64
,19/02/2018,17.7,21.7,0,19:15,SE,28,52,1018.1,70,60
,20/02/2018,18.1,26.5,0,20:00,SE,13,22,1016.2,70,37
,21/02/2018,22.3,27.3,0,19:00,N,15,20,1015.2,59,34
,22/02/2018,23.2,26.9,0,19:30,SSW,11,17,1013.9,70,47
,23/02/2018,29.2,31.9,0.4,21:30,N,20,30,1005.3,33,30
,24/02/2018,18,20.6,0,22:00,S,19,35,1010.8,73,61
,25/02/2018,16.4,18.4,0,20:30,SE,19,35,1016.3,71,61
,26/02/2018,17.4,24.6,0,21:30,SE,15,19,1016.8,74,43
,27/02/2018,23.8,30,0,20:00,N,17,20,1011.4,40,28
,28/02/2018,17.1,20.6,0,20:30,W,20,33,1014.9,78,65
,1/03/2018,16.5,19.2,0.4,19:30,SSW,13,24,1018.8,78,65
,2/03/2018,16.9,21.9,0,22:00,S,9,15,1012.2,89,67
,3/03/2018,18.8,21,0,19:00,S,20,32,1015.1,73,61
,4/03/2018,16.9,18.2,0,22:30,SSE,17,28,1018.5,58,55
,5/03/2018,15.9,18.6,0,21:00,SSE,19,30,1024.6,69,46
,6/03/2018,17.7,25.6,0,19:00,SSE,19,28,1024.7,68,34
,7/03/2018,19.1,26.6,0,19:30,SE,15,24,1024.7,59,37
,8/03/2018,19.3,27.7,0,19:30,SSE,13,20,1025,66,34
,9/03/2018,19.5,25.7,0,23:30,WSW,7,11,1025.1,85,46
,10/03/2018,27.2,33.6,0,19:00,ENE,7,11,1021.2,30,21
,11/03/2018,17.1,18.4,0,22:00,S,17,28,1025.8,70,62
,12/03/2018,17.6,18.2,0,20:30,S,19,35,1024,66,56
,13/03/2018,15.6,18.4,0,19:40,SSE,19,26,1023.1,77,62
,14/03/2018,15.4,18.6,0,19:30,SSW,13,19,1018.3,78,65
,15/03/2018,15.8,19.1,0,19:30,SE,13,20,1018.5,79,59
,16/03/2018,19.1,20.7,0,22:40,NNE,6,7,1013.9,72,54
,17/03/2018,28,31.4,0,20:34,N,32,63,1008.1,30,22
,18/03/2018,15.8,21.1,0,19:30,W,11,30,1016,45,28
,19/03/2018,16.5,23.4,0,21:30,SW,15,35,1020.8,79,50
,20/03/2018,14.4,16.2,0,20:30,SSE,22,37,1030.6,55,49
,21/03/2018,16.6,20.7,0,20:30,ESE,19,28,1026.2,61,45
,22/03/2018,17.4,25,0,19:00,SE,13,28,1022.6,74,36
,23/03/2018,23.7,27.4,0,20:50,NNW,17,20,1017,46,33
,24/03/2018,18.8,21.8,13,19:30,N,17,26,1009.9,88,71
,25/03/2018,11.8,21.8,5.2,21:30,W,28,39,1005.1,91,33
,26/03/2018,13,16.2,1.2,21:30,WSW,11,26,1017,74,62
,27/03/2018,19.1,20.9,0,19:30,N,15,20,1014.2,44,39
,28/03/2018,17.3,18.7,0,19:30,S,13,26,1018.4,86,80
,29/03/2018,14.3,19.1,0,19:00,SSW,13,20,1017.1,83,63
,30/03/2018,16.8,18,0,21:00,S,13,20,1021.3,78,69
,31/03/2018,13.7,19.4,0,20:30,SSE,13,26,1017.2,81,54
,1/04/2018,15.1,20.8,0,19:00,S,11,20,1015.3,88,47
,2/04/2018,15.2,18.1,0,19:00,SSE,13,19,1023.3,84,60
,3/04/2018,13.4,16.6,0,20:00,SSE,9,15,1024.5,81,66
,4/04/2018,13.5,17.8,0,19:00,S,11,13,1019.3,93,70
,5/04/2018,13.9,15.6,0,19:30,SSE,7,11,1019.5,81,70
,6/04/2018,12.6,17.5,0,19:40,S,11,15,1022.3,84,58
,7/04/2018,13.9,16.6,0,23:10,NE,9,11,1020.5,81,64
,8/04/2018,20.2,29.8,0,14:30,N,22,32,1016.6,68,22
,9/04/2018,15.4,17.6,0,—,N,0,7,1018.6,93,75
,10/04/2018,22.5,26.6,0,23:00,WSW,17,26,1017.5,50,34
,11/04/2018,16.3,18.7,0,21:00,SSW,7,15,1015.8,89,77
,12/04/2018,15.1,18.1,0,19:30,S,11,17,1013.5,80,66
,13/04/2018,18.7,23.5,0,22:30,W,20,32,1002.3,50,32
,14/04/2018,12.3,13.1,12.2,20:00,NW,19,28,1002.5,66,59
,15/04/2018,15.4,16.5,3,21:30,WSW,13,19,1010,88,73
,16/04/2018,13.9,15.9,0.6,19:40,S,13,22,1021.6,72,59
,17/04/2018,9.2,13.5,0,20:00,SSE,11,15,1027.3,87,58
,18/04/2018,12.2,15,0,—,N,0,0,1020.2,97,79
,19/04/2018,11.9,14.9,0,—,N,0,0,1021.6,100,65
,20/04/2018,12.5,15.5,0,22:30,N,7,11,1022.6,100,87
,21/04/2018,13.7,15.7,0,22:30,N,7,11,1022.5,100,88
,22/04/2018,11.2,20.1,0,15:30,SW,13,17,1024.3,100,62
,23/04/2018,12,26.8,0,17:00,N,15,20,1016.6,71,31
,24/04/2018,16.6,24.5,0.6,21:00,S,13,20,1018.8,98,42
,25/04/2018,13.3,18.1,0,16:30,SSW,11,19,1017.3,87,55
,26/04/2018,13.4,16.3,0,18:30,S,15,28,1025.4,71,60
,27/04/2018,11.1,17.8,0,16:00,SE,28,26,1028.8,91,43
,28/04/2018,8.1,17.9,0,13:30,SSW,15,22,1029.4,100,59
,29/04/2018,10.5,17.6,0,16:00,SSW,17,26,1030.5,100,63
,30/04/2018,9,19.4,0,15:30,SSW,11,15,1030.5,100,40
,1/05/2018,12.1,21.8,0,17:00,N,15,20,1022.1,72,29
,2/05/2018,12.1,23.2,0,14:30,N,17,24,1020.6,71,34
,3/05/2018,14.8,24.3,4.6,21:00,NNW,37,57,1013.5,92,25
,4/05/2018,12.2,16.1,6.2,14:00,W,24,44,1022.7,80,50
,5/05/2018,12.2,21.1,2.6,1:00,NNW,20,30,1030.5,82,44
,6/05/2018,13.4,20.1,0,23:00,N,11,19,1027.8,80,49
,7/05/2018,12.2,19.3,0,11:47,N,32,48,1026.1,73,40
,8/05/2018,9.2,17.9,0.2,15:00,SSW,11,17,1024,93,49
,9/05/2018,8.1,17.7,5.6,23:30,W,15,26,1021.5,96,44
,10/05/2018,7.4,12.7,8,13:00,WSW,19,37,1012.9,91,52
,11/05/2018,13.4,15.1,8.4,17:00,S,33,57,1019.9,94,76
,12/05/2018,13.1,16.4,8.4,13:00,S,26,41,1027.8,98,63
,13/05/2018,10.4,16.1,4,12:00,S,20,30,1030.7,98,62
,14/05/2018,7,15.3,0,13:00,SSW,6,11,1030.7,100,59
,15/05/2018,10.2,14.5,1.8,16:30,S,22,32,1030.9,98,51
,16/05/2018,11.8,12.9,0,23:00,W,15,20,1031.6,63,57
,17/05/2018,11.9,14.5,0,10:00,WNW,17,24,1030.7,83,59
,18/05/2018,11,17.6,2.6,12:30,SSW,17,26,1025.5,94,62
,19/05/2018,10.7,15,2.6,11:30,W,19,33,1026.4,86,55
,20/05/2018,13.3,16.2,1.6,16:30,W,19,26,1023.7,91,69
,21/05/2018,13.5,15,0,17:10,SW,19,28,1024.4,72,63
,22/05/2018,13,14.3,4.4,21:00,SSW,11,19,1027.4,100,94
,23/05/2018,13.7,14.3,0,21:00,WNW,13,17,1028.3,69,64
,24/05/2018,11.3,12.7,0,21:30,SSE,9,15,1029.4,90,81
,25/05/2018,7.8,10.2,0,19:30,N,0,4,1029.6,96,83
,26/05/2018,12,15.2,0,23:00,N,11,15,1026.5,79,63
,27/05/2018,14.7,16.5,0,21:30,N,9,11,1023.4,70,62
,28/05/2018,18,19,0,22:30,N,19,33,1016.6,49,42
,29/05/2018,10.7,12.6,0,23:30,WSW,9,11,1020.3,79,58
,30/05/2018,11.2,13.8,4.4,20:40,SW,19,28,1023.2,87,59
,31/05/2018,6.6,10.7,0,19:30,SSE,2,9,1031.9,94,76
,1/06/2018,6.5,8.9,0,19:40,N,0,4,1030.3,99,89
,2/06/2018,8,10.4,0,22:00,N,0,6,1027.7,99,92
,3/06/2018,9.2,11.3,0,20:00,SSE,6,7,1024.6,100,86
,4/06/2018,10,12.4,1.6,20:30,SSW,6,11,1027,100,94
,5/06/2018,8.1,11.3,0.2,23:50,NE,9,11,1030.8,100,94
,6/06/2018,9.9,14.7,0.2,23:30,NE,9,11,1028.3,84,56
,7/06/2018,16.5,17.7,0,22:00,N,30,52,1019.8,57,51
,8/06/2018,12.1,13.2,2.6,19:30,N,15,20,1020.3,87,82
,9/06/2018,8,9.6,0,22:20,N,0,0,1027.3,100,98
,10/06/2018,7.8,9.4,0,23:10,NNE,9,11,1027,100,98
,11/06/2018,14.3,15.3,0,22:00,NNE,22,37,1013.4,63,55
,12/06/2018,11.9,14.3,0,23:00,NW,15,28,1009.2,82,72
,13/06/2018,9.8,11.5,5.6,19:00,NNW,19,26,1009.9,88,79
,14/06/2018,9.6,13.4,4.4,22:00,NNW,30,54,1007.3,88,65
,15/06/2018,8.1,11.7,2.2,20:00,W,22,37,1013.5,84,63
,16/06/2018,8.3,10.5,0,17:50,WSW,19,32,1013.8,75,64
,17/06/2018,10.8,12.3,7,23:30,S,19,32,1023.1,89,78
,18/06/2018,5.4,8.2,0.4,20:00,S,6,6,1029.2,99,85
,19/06/2018,6.1,8,0,22:30,NNE,11,15,1029.2,95,89
,20/06/2018,7.1,11.5,0,21:30,N,13,20,1028.9,82,67
,21/06/2018,7.8,10.3,0,23:00,NE,11,13,1029.9,89,75
,22/06/2018,8.1,10.8,0,19:30,N,13,17,1027.7,76,68
,23/06/2018,10.1,11.2,0,20:20,SW,11,15,1030.5,92,80
,24/06/2018,9.6,11.3,0,21:00,WSW,9,13,1032.4,75,66
,25/06/2018,9.6,11.2,0,22:00,SSW,7,11,1033.7,92,76
,26/06/2018,7,8.6,0,23:30,NE,9,11,1033.7,100,95
,27/06/2018,5.8,7.4,0,23:30,SE,4,7,1030.1,100,97
,28/06/2018,7.1,8.7,0.2,22:00,NNE,9,11,1022.5,100,98
,29/06/2018,11.2,11.8,0,0:00,N,30,46,1016.9,74,69
,30/06/2018,9.3,11.1,0.4,20:10,WSW,13,19,1030.2,73,64
,1/07/2018,6,8.2,0,22:00,NNE,9,11,1033.8,96,83
,2/07/2018,8.8,10.4,0,0:00,N,17,26,1029.2,72,66
,3/07/2018,12.5,14.2,0,0:00,N,26,39,1024.2,67,57
,4/07/2018,15.6,16.5,0,22:30,N,32,50,1018.7,57,50
,5/07/2018,17.5,18.5,0,19:50,N,30,43,1007.1,55,46
,6/07/2018,11.1,12.5,1.2,0:00,NNW,26,43,1009.8,63,49
,7/07/2018,9.6,10.8,0.8,22:50,NW,17,24,1016.7,77,65
,8/07/2018,10.5,11.7,1.2,19:40,WSW,19,30,1025.4,80,73
,9/07/2018,10.7,11.2,0,0:00,WSW,11,17,1030.7,87,69
,10/07/2018,9.6,11.3,0,0:00,NW,13,17,1027.3,67,58
,11/07/2018,8.4,10.2,0,20:40,ENE,7,9,1024.3,85,58
,12/07/2018,6.3,10.1,0,22:50,ENE,7,9,1023,100,90
,13/07/2018,7.5,8.7,0,23:40,NNE,7,9,1023.8,87,77
,14/07/2018,6.8,10.5,0,19:30,N,11,17,1018.4,71,58
,15/07/2018,9.7,10.8,0,0:00,N,20,32,1012.2,57,55
,16/07/2018,9.9,11.3,0,20:00,N,19,28,1010.5,62,56
,17/07/2018,9.5,11.9,1.2,20:00,WNW,15,37,1012.8,64,61
,18/07/2018,11.2,12.5,0,22:30,N,22,33,1014.2,59,52
,19/07/2018,8.1,9.1,4.4,19:40,W,19,32,1007.8,87,74
,20/07/2018,8.6,9.7,0.2,20:30,NW,13,26,1019,79,75
,21/07/2018,9.1,10.5,0,19:40,N,17,20,1023.9,71,66
,22/07/2018,9.4,10.4,0,23:30,NNE,15,26,1019.3,62,54
,23/07/2018,9.6,11,0.6,22:00,N,43,61,1007.5,75,65
,24/07/2018,9.6,12.7,6.2,20:30,NW,13,22,1013.1,83,64
,25/07/2018,11,12.8,0,19:30,NNW,13,24,1018.9,72,59
,26/07/2018,10.9,11.9,0,19:30,N,15,22,1017.5,81,75
,27/07/2018,12.7,13.8,0,22:30,N,17,24,1014.1,67,62
,28/07/2018,12.5,15.1,1.6,23:00,NNW,15,22,1008.1,94,65
,29/07/2018,9.5,10.7,0.2,21:30,NW,20,32,1013.5,68,62
,30/07/2018,10,11.2,0,0:00,N,30,57,1014.1,68,56
,31/07/2018,10.7,12.4,1.6,19:30,NW,17,39,1014.4,74,62
,1/08/2018,7.9,11,0,22:40,NNE,13,15,1023.3,83,70
,2/08/2018,13,13.5,0,21:00,NNE,24,39,1014.5,54,49
,3/08/2018,10.2,11.1,1.6,20:10,NNW,26,32,1006.9,82,68
,4/08/2018,11.8,13.8,0,23:30,N,22,39,1012.2,71,56
,5/08/2018,15.5,17.5,0,23:30,N,33,48,1001.2,39,33
,6/08/2018,8.6,10.9,0,21:30,NW,17,30,1004.5,64,55
,7/08/2018,11.5,12.7,0.2,23:50,NNW,32,43,1010.3,68,58
,8/08/2018,9.2,11.5,2.2,20:00,W,13,19,1019.4,74,65
,9/08/2018,10.8,11.8,0,20:00,N,20,35,1018.9,64,59
,10/08/2018,10.9,19.9,0,10:50,NNW,46,63,1016.8,64,30
,11/08/2018,6.9,16.6,10.4,1:00,WNW,15,33,1014.4,100,32
,12/08/2018,5.6,14.4,4.6,21:30,NW,17,30,1022.3,81,45
,13/08/2018,11.4,14.9,0.2,3:30,WNW,13,28,1025.4,85,55
,14/08/2018,9.5,16.5,0.2,0:00,N,30,54,1025.1,78,52
,15/08/2018,10.4,18.1,0.2,14:41,NW,32,50,1010.8,75,29
,16/08/2018,8.7,14.3,0.2,11:20,WSW,19,26,1015.2,71,47
,17/08/2018,8,15.3,0,0:00,N,33,52,1015,73,41
,18/08/2018,7.2,13.6,4.2,13:06,SW,28,50,1013.5,85,44
,19/08/2018,6.8,11.6,9,14:40,SSW,32,48,1027.2,85,54
,20/08/2018,5.6,12.3,2,23:30,NW,19,30,1026.9,87,54
,21/08/2018,9,12.2,1.2,14:30,WNW,17,24,1018.6,89,65
,22/08/2018,8.7,13.6,1,~08:10,NNE,13,15,1019.1,94,52
,23/08/2018,7.9,15.6,0,~11:30,NNE,9,11,1023.2,94,41
,24/08/2018,5,14.9,0,~14:00,S,13,19,1026,93,50
,25/08/2018,4,14.9,0,14:30,SSW,15,20,1024,99,48
,26/08/2018,5,14.6,3.4,20:30,SSW,19,32,1023.2,100,47
,27/08/2018,4.8,12.1,3.6,14:10,S,24,32,1028.3,92,48
,28/08/2018,0.9,11.8,0.2,13:30,SW,11,24,1026,97,47
,29/08/2018,6.3,7.5,0,0:00,NNE,9,15,1020.2,90,75
,30/08/2018,5,13.7,1.6,12:30,N,22,32,1019.3,80,29
,31/08/2018,10.6,16.6,2.2,3:20,N,39,56,1007.7,82,30
,1/09/2018,7.7,13.3,2.4,9:30,W,19,30,1019.3,91,61
,2/09/2018,5,12.1,0,17:30,SSE,17,22,1027.8,100,57
,3/09/2018,5.1,12.6,0,15:40,SSW,20,24,1031,100,56
,4/09/2018,3.6,19.1,0,15:30,NE,13,19,1030.8,99,36
,5/09/2018,8.4,20,0,11:00,NNE,30,46,1023.9,80,37
,6/09/2018,11,19.9,3.2,12:00,N,32,50,1014.5,96,48
,7/09/2018,7.6,15,0.2,17:30,SSW,13,24,1019.5,92,40
,8/09/2018,4.2,17,0.2,17:00,NNW,17,28,1019.8,97,33
,9/09/2018,11.7,18,0,13:00,W,17,39,1025.3,75,45
,10/09/2018,11.3,17.8,0,12:30,NW,17,39,1026.8,88,58
,11/09/2018,9.6,24,0,15:30,N,41,54,1017.2,93,29
,12/09/2018,7.2,18.2,0,0:00,W,19,39,1019.5,87,29
,13/09/2018,7.2,19.5,0,15:30,N,35,56,1021.2,77,35
,14/09/2018,11,22.5,0,15:43,N,32,46,1018.8,61,28
,15/09/2018,5.6,16.4,2,8:24,WNW,32,50,1018.1,83,34
,16/09/2018,5.5,13.5,2,22:00,WNW,13,26,1023.9,75,51
,17/09/2018,6.9,17.8,0,15:09,N,32,46,1023.3,68,32
,18/09/2018,10.2,19.9,2.4,12:00,N,37,59,1014.6,97,23
,19/09/2018,6.2,14.3,3,13:30,S,19,30,1019.5,97,43
,20/09/2018,3.8,17,0.8,11:00,S,11,19,1026,99,40
,21/09/2018,8.3,18.6,0,14:30,SSW,17,33,1028.3,88,44
,22/09/2018,7,16.8,0,16:00,S,20,35,1028.5,99,56
,23/09/2018,8.8,13.1,0.2,14:30,S,22,35,1034.2,95,45
,24/09/2018,4.7,14.6,0,16:00,SSW,24,35,1033.4,91,47
,25/09/2018,6.5,12.9,0,16:00,SSW,22,35,1030.2,91,57
,26/09/2018,6.5,17.3,0,16:00,SSW,17,35,1025.5,92,43
,27/09/2018,13.5,24,0,17:10,SSW,32,46,1016.5,83,27
,28/09/2018,7.4,14.8,1.2,18:30,WSW,20,33,1022.2,88,60
,29/09/2018,5.6,13.9,1.4,0:00,W,15,28,1030.9,88,44
,30/09/2018,7,16.3,0.2,~15:00,SSW,17,20,1032.6,92,45
,1/10/2018,4.8,22.9,0,11:00,N,24,35,1029.8,94,27
,2/10/2018,11.5,25.5,0,15:20,N,28,37,1025.4,70,29
,3/10/2018,11.5,22.6,0,14:30,S,22,32,1022.4,81,31
,4/10/2018,11,14.5,0,14:30,SSW,19,33,1025,87,55
,5/10/2018,9.2,20.3,0,14:00,SSE,15,32,1026.8,86,40
,6/10/2018,8.3,23.5,0,9:00,NNW,20,32,1024.9,95,30
,7/10/2018,10.6,24.4,0,15:30,SSW,15,24,1023.7,96,30
,8/10/2018,13.5,27.7,0,19:30,WNW,19,30,1021.2,77,26
,9/10/2018,12,17.8,0,19:30,S,20,30,1019.7,100,66
,10/10/2018,10.3,16,0,18:30,SE,32,48,1024.6,73,41
,11/10/2018,6.4,20.3,0,16:30,S,19,39,1025.8,95,39
,12/10/2018,12.8,22.5,0.2,18:30,SSE,20,32,1027.6,93,27
,13/10/2018,17.4,23.7,0.2,10:00,N,20,30,1024.9,94,30
,14/10/2018,12.5,27,0,13:00,N,32,43,1021.9,81,33
,15/10/2018,19.7,27.2,0,14:00,NNE,32,44,1019.9,51,30
,16/10/2018,16.6,25.4,5.2,6:16,NNE,30,54,1014.9,96,35
,17/10/2018,16.1,22.1,0.2,14:00,NW,26,37,1014.6,90,47
,18/10/2018,14.7,20.5,2,14:00,NNW,26,37,1017.5,94,53
,19/10/2018,13,27.3,0,15:30,N,33,44,1017.4,82,28
,20/10/2018,11,24.6,5.6,3:20,WSW,24,39,1021.2,93,30
,21/10/2018,7.7,18.9,5.6,17:00,S,13,37,1021.5,95,39
,22/10/2018,8.9,26.8,0,17:30,N,32,43,1017.3,85,26
,23/10/2018,12.2,18.4,0,17:00,S,22,41,1022.4,98,50
,24/10/2018,9.2,15.2,0,17:00,SSW,22,39,1025.2,84,44
,25/10/2018,6.6,19.4,0,16:00,SSW,19,32,1021.3,96,35
,26/10/2018,9.7,18.7,0,16:00,S,19,32,1021.4,85,52
,27/10/2018,11.5,19.1,0,19:50,SSW,24,39,1020.8,89,48
,28/10/2018,9.3,15.5,0,19:00,S,24,35,1021.7,65,48
,29/10/2018,9.1,16.2,0,13:30,SSW,22,32,1021.6,84,46
,30/10/2018,8.3,24.9,0,17:30,SSW,15,26,1020.3,98,27
,31/10/2018,13.1,19.3,0,17:30,SSW,13,24,1021.2,92,65
,1/11/2018,13.6,34.3,0,16:50,WNW,33,57,1015.7,100,15
,2/11/2018,16.1,31.4,0.2,16:00,NW,24,56,1013.3,70,32
,3/11/2018,12.8,20.8,0.2,11:00,NW,17,37,1019.8,75,36
,4/11/2018,9.4,20.9,0,14:30,SSW,17,22,1015.6,91,47
,5/11/2018,15.2,28.2,2.8,14:30,NNW,26,41,1009.9,94,38
,6/11/2018,14.9,21.4,35.8,20:20,SSE,20,28,1009.4,100,49
,7/11/2018,9.6,16.6,3,13:50,S,28,41,1016.7,93,41
,8/11/2018,7.8,16.7,3,0:00,W,15,26,1022,76,43
,9/11/2018,8,19.3,0,18:30,SSW,19,32,1021.4,95,34
,10/11/2018,9,20,0.2,18:30,SSW,20,26,1022.1,92,48
,11/11/2018,9.4,19.4,0,16:30,SSW,19,32,1023.1,100,49
,12/11/2018,11,30,0,12:40,NNW,19,28,1018,100,18
,13/11/2018,17.1,30.3,0,16:37,N,32,50,1013.8,91,28
,14/11/2018,14.1,17.2,6.2,20:00,SSE,17,26,1020.4,100,76
,15/11/2018,11.9,17.3,0.2,16:00,SSW,24,35,1025.7,74,46
,16/11/2018,8.3,18.5,0,16:00,SSW,24,39,1025.6,96,48
,17/11/2018,9.6,17.9,0,15:30,SSW,26,43,1025.6,89,48
,18/11/2018,9.8,26.6,0,18:30,ESE,20,26,1024.5,99,32
,19/11/2018,15.6,30.4,0,13:00,N,30,37,1017.8,73,23
,20/11/2018,22.5,27.9,16.2,16:15,WSW,32,46,1009.9,100,30
,21/11/2018,10.9,22.6,24.2,19:30,NNW,22,39,1003.4,100,30
,22/11/2018,9.9,16.1,6.2,23:30,SSW,24,46,1002.8,94,48
,23/11/2018,11.1,14.4,7,4:30,W,26,48,1009,98,66
,24/11/2018,12.9,16.8,7,10:30,SSW,19,35,1009.7,94,66
,25/11/2018,13.3,18.5,0.8,17:00,S,22,32,1009.8,96,63
,26/11/2018,12,17.9,0.2,22:40,SSE,20,26,1010.9,100,60
,27/11/2018,14.5,19.8,0.2,16:20,SSW,22,35,1007.4,86,65
,28/11/2018,14.4,20.8,0,17:30,S,26,39,1014.9,85,54
,29/11/2018,13.9,18.4,0.6,15:20,SSW,26,35,1016,99,68
,30/11/2018,14.4,20.4,0,14:50,SSW,24,37,1014.3,81,49
