Geo Point,Geo Shape,prop_id,addresspt1,addressp_1,asset_clas,asset_type,objectid,str_id,addresspt_,model_desc,mcc_id,roadseg_id,descriptio,model_no
"-37.8032564323768, 144.9495344838827","{""coordinates"": [144.9495344838827, -37.8032564323768], ""type"": ""Point""}",0,10.78174874,176,Signage,Sign - Public Transport,37223,1251688,103419,Sign - Public Transport 1 Panel,1251688,20992,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.84112272045477, 144.98584971613218","{""coordinates"": [144.98584971613218, -37.84112272045477], ""type"": ""Point""}",0,13.50218119,87,Signage,Sign - Public Transport,37335,1560878,107803,Sign - Public Transport 1 Panel,1560878,22485,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.838256978951584, 144.9151365838097","{""coordinates"": [144.9151365838097, -37.838256978951584], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,37617,1245260,0,Sign - Public Transport 1 Panel,1245260,22152,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.81946791403019, 144.96111643458073","{""coordinates"": [144.96111643458073, -37.81946791403019], ""type"": ""Point""}",0,46.67244465,8,Signage,Sign - Public Transport,37737,1245480,513751,Sign - Public Transport 1 Panel,1245480,20219,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.807560935966926, 144.91815632059857","{""coordinates"": [144.91815632059857, -37.807560935966926], ""type"": ""Point""}",0,14.67984639,75,Signage,Sign - Public Transport,37840,1236357,514440,Sign - Public Transport 1 Panel,1236357,22440,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.794106459808795, 144.94708934299945","{""coordinates"": [144.94708934299945, -37.794106459808795], ""type"": ""Point""}",0,18.82231189,179,Signage,Sign - Public Transport,38019,1249790,100086,Sign - Public Transport 1 Panel,1249790,21235,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.8137522630152, 144.96027134357547","{""coordinates"": [144.96027134357547, -37.8137522630152], ""type"": ""Point""}",0,27.03952622,200,Signage,Sign - Public Transport,38355,1231165,655044,Sign - Public Transport 1 Panel,1231165,20175,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.81696691132416, 144.96133145497072","{""coordinates"": [144.96133145497072, -37.81696691132416], ""type"": ""Point""}",0,26.55992118,177,Signage,Sign - Public Transport,39405,1236802,507826,Sign - Public Transport 1 Panel,1236802,20116,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.795521349230825, 144.9581692891698","{""coordinates"": [144.9581692891698, -37.795521349230825], ""type"": ""Point""}",0,39.14668738,171,Signage,Sign - Public Transport,40097,1233956,108457,Sign - Public Transport 1 Panel,1233956,22363,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.80299443103376, 144.94943962445097","{""coordinates"": [144.94943962445097, -37.80299443103376], ""type"": ""Point""}",0,13.28562306,115,Signage,Sign - Public Transport,40452,1251191,107995,Sign - Public Transport 1 Panel,1251191,20999,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79564535738303, 144.95795134835055","{""coordinates"": [144.95795134835055, -37.79564535738303], ""type"": ""Point""}",0,22.21865455,158,Signage,Sign - Public Transport,40559,1234035,108456,Sign - Public Transport 1 Panel,1234035,22603,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82578298451381, 144.96669743933597","{""coordinates"": [144.96669743933597, -37.82578298451381], ""type"": ""Point""}",0,18.61160337,156,Signage,Sign - Public Transport,40660,1272266,110623,Sign - Public Transport 1 Panel,1272266,22121,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.81496421167442, 144.9523146850266","{""coordinates"": [144.9523146850266, -37.81496421167442], ""type"": ""Point""}",0,25.38230139,242,Signage,Sign - Public Transport,40960,1253845,611234,Sign - Public Transport 1 Panel,1253845,20077,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79763449349572, 144.9709158095715","{""coordinates"": [144.9709158095715, -37.79763449349572], ""type"": ""Point""}",0,2.64726141,258,Signage,Sign - Public Transport,42605,1241059,511095,Sign - Public Transport 1 Panel,1241059,20654,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.79898487483806, 144.96733940321963","{""coordinates"": [144.96733940321963, -37.79898487483806], ""type"": ""Point""}",0,5.91725485,357,Signage,Sign - Public Transport,42754,1240745,106200,Sign - Public Transport 1 Panel,1240745,20532,Sign - Public Transport 1 Panel Bus Stop Type 5,P.16
"-37.81529037403164, 144.9606866865898","{""coordinates"": [144.9606866865898, -37.81529037403164], ""type"": ""Point""}",0,44.09439435,176,Signage,Sign - Public Transport,42844,1344536,544334,Sign - Public Transport 1 Panel,1344536,20173,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.81492845640428, 144.95267349910375","{""coordinates"": [144.95267349910375, -37.81492845640428], ""type"": ""Point""}",0,27.72235502,305,Signage,Sign - Public Transport,42863,1373482,110703,Sign - Public Transport 1 Panel,1373482,20014,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.82125387877901, 144.9163802885623","{""coordinates"": [144.9163802885623, -37.82125387877901], ""type"": ""Point""}",0,39.08426314,21,Signage,Sign - Public Transport,43242,1244983,627850,Sign - Public Transport 1 Panel,1244983,30638,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.818381951580605, 144.95640938337968","{""coordinates"": [144.95640938337968, -37.818381951580605], ""type"": ""Point""}",0,22.6165292,172,Signage,Sign - Public Transport,43437,1247064,587898,Sign - Public Transport 1 Panel,1247064,20120,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.809751877544066, 144.95544537030668","{""coordinates"": [144.95544537030668, -37.809751877544066], ""type"": ""Point""}",0,34.30768912,217,Signage,Sign - Public Transport,43508,1252668,102941,Sign - Public Transport 1 Panel,1252668,21529,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.78441375631167, 144.9182254956256","{""coordinates"": [144.9182254956256, -37.78441375631167], ""type"": ""Point""}",0,48.49302512,131,Signage,Sign - Public Transport,44125,1235918,613983,Sign - Public Transport 1 Panel,1235918,23201,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
