asset_id,asset_key,dataset,link,source,publisher,description,themes,used_by,datatype,size,variable_count,variables
ASSET-0217,MOP:threatened-plant-living-collection-plan,Threatened Plant Living Collection Plan,https://data.melbourne.vic.gov.au/explore/dataset/threatened-plant-living-collection-plan/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains a list of 200 plant species and their priority as appropriate threatened species for planting in City of Melbourne green spaces. This is based on a Threatened Species Assessment Tool developed by Royal Botanic Gardens Victoria that was used to provide a framework to assess and prioritise the inclusion of threatened species into landscape plantings. The tool includes information and scoring for cultivation requirements, conservation benefits and horticultural potential which are the foundation of the assessment. Additional benefits specific to the City of Melbourne and potential weed threat were also considered as part of the assessment process. Higher priority was given to species which are the most threatened and are indigenous to the City of Melbourne. From this assessment process, a priority list of 56 species has been short-listed as appropriate threatened species for planting. For inclusion in the Threatened Species Assessment Tool, all species were required to be listed as threatened in Victoria. Scores were calculated based on the following: • Cultivation Requirements Subtotal = Cultivation Protocols + Propagation Protocols • Conservation Subtotal = Ger",Environment,,Tabular,200,22,species_name | common_name | habit | soil | sun | cultivation_protocols | propagation_protocols | propagation_methods | cultivation_requirements_subtotal | germplasm_source | conservation_status | germplasm_origin | provenance | additional_conservation_benefit | conservation_subtotal | additional_local_benefits_description_i_e_to_city_of_melbourne | additional_local_benefits_subtotal | total_score | horticultural_potential | total_score_including_hort_potential | weed_rating | priority_species
ASSET-0218,MOP:traffic-count-vehicle-classification-2014-2017,Traffic Count Vehicle Classification 2014-2017,https://data.melbourne.vic.gov.au/explore/dataset/traffic-count-vehicle-classification-2014-2017/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne employs a contractor to perform traffic counts on roads throughout the municipality. The numbers of vehicles are recorded per hour and split into 12 categories based on the Austroads vehicle classification. Vehicle class 13 is used when the type of vehicle can’t be determined. In the 2017/16 surveys all bikes, motorcycles and maximum speeds were captured. In the 2015 surveys not all surveys captured bikes, motorcycles and maximum speed. In the 2014 surveys no bikes, motorcycles or maximum speed were captured. This data is designed to be joined to the road corridor data on road_segment and seg_id. Some records have more than one road segment this is because the survey crosses intersecting roads and the intersections have a road segment number. In the Road corridor table some road segments will have the same seg_id. For a description of each field please see the attached data dictionary. Known data issues: - 112 records had vehicle_class fields which contained the character '-'. This should value should be a 0 value.",Transport,,Tabular,60168,28,date | road_name | location | suburb | speed_limit | direction | time | vehicle_class_1 | vehicle_class_2 | vehicle_class_3 | vehicle_class_4 | vehicle_class_5 | vehicle_class_6 | vehicle_class_7 | vehicle_class_8 | vehicle_class_9 | vehicle_class_10 | vehicle_class_11 | vehicle_class_12 | vehicle_class_13 | motorcycle | bike | average_speed | 85th_percentile_speed | maximum_speed | road_segment | road_segment_1 | road_segment_2
ASSET-0219,MOP:tram-tracks,Tram tracks,https://data.melbourne.vic.gov.au/explore/dataset/tram-tracks/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset is a shapefile that contains all of the tram tracks within the city of Melbourne, this data set is generally used for City of Melbourne related queries, therefor we do not hold the entire tram network",Transport,,Geospatial,645,4,geo_point_2d | geo_shape | descriptio | name
ASSET-0221,MOP:tree-canopies-2008-urban-forest,Tree canopies 2008 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2008-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Tree canopy within City of Melbourne mapped using 2008 aerial photos and LiDAR. The canopy polygons represent actual tree canopy extents on both private and public property across the city. The data is considered accurate for 2008. Changes in tree canopy are expected to have occurred since that time.,Environment,,Geospatial,58790,7,geo_point_2d | geo_shape | updated_by | shape_area | data_linea | shape_leng | updated_da
ASSET-0222,MOP:tree-canopies-2011-urban-forest,Tree canopies 2011 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2011-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Tree canopy within City of Melbourne mapped using 2008 aerial photos and LiDAR. The canopy polygons represent actual tree canopy extents on both private and public property across the city. The data is considered accurate for 2011. Changes in tree canopy are expected to have occurred since that time.,Environment,,Geospatial,94699,51,geo_point_2d | geo_shape | tree_area | street_fro | data_lin_1 | yearplant | street_nam | updated_by | shape_area | park_stree | location | scientific | height_112 | admin_name | data_linea | ule | native | site | easting | ule_value | sub_site | northing | evergreen | gis_id | objectid | common_nam | age | str_id | shape_leng | condition | updated_da | height_111 | precinct | genus | assetid | street_id | mcc_id | address_po | dbh | admin_id | roadseg_id | street_to | family | ggis_id | overhead_c | date_plant | t11 | canopy_dia | height_11 | descriptio | roadseg_de
ASSET-0223,MOP:tree-canopies-2013,Tree canopies 2013,https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2013/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Tree canopy within City of Melbourne mapped using 2016 aerial photos and LiDAR. The canopy polygons represent actual tree canopy extents on both private and public property across the city.,Environment,,Geospatial,99194,10,geo_point_2d | geo_shape | height_yes | shape_area | objectid | shape_leng | updated_da | z_mean | tree_area | ggis_id
ASSET-0224,MOP:tree-canopies-2014,Tree canopies 2014,https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2014/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Tree canopy within City of Melbourne mapped using 2014 aerial photos and LiDAR. The canopy polygons represent actual tree canopy extents on both private and public property across the city.,Environment,,Geospatial,64877,8,geo_point_2d | geo_shape | shape_area | t | objectid | shape_leng | ggis_id | height_min
ASSET-0225,MOP:tree-canopies-2015-urban-forest,Tree canopies 2015 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2015-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Tree canopy within City of Melbourne mapped using 2015 aerial photos and LiDAR. The canopy polygons represent actual tree canopy extents on both private and public property across the city. he data is considered accurate for 2015. Changes in tree canopy are expected to have occurred since that time.,Environment,,Geospatial,60712,8,geo_point_2d | geo_shape | qa_id_1 | shape_area | area_2015 | change_cod | objectid | shape_leng
ASSET-0226,MOP:tree-canopies-2016-urban-forest,Tree Canopies 2016 (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2016-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Tree canopy within City of Melbourne mapped using 2016 aerial photos and LiDAR. The canopy polygons represent actual tree canopy extents on both private and public property across the city.,Environment,,Geospatial,59885,3,geo_point_2d | geo_shape | area
ASSET-0227,MOP:tree-canopies-2018-entire-municipal-area-urban-forest,Tree canopies 2018 entire municipal area (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2018-entire-municipal-area-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Tree canopy within City of Melbourne mapped using 2018 aerial photos. The canopy polygons represent actual tree canopy extents on both private and public property across the city.,Environment,,Geospatial,54680,5,geo_point_2d | geo_shape | objectid | shape_leng | shape_area
ASSET-0228,MOP:tree-canopies-2019,Tree canopies 2019,https://data.melbourne.vic.gov.au/explore/dataset/tree-canopies-2019/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains spatial polygons which represent tree canopy areas across the City of Melbourne. It can be easily mapped using the geometry column. Tree canopy polygons have been derived by ArborCarbon from high-resolution airborne multispectral imagery. ArborCarbon collected this imagery using the ArborCam, a unique 11-band airborne multispectral camera system optimized for the accurate detection of vegetation and subtle changes in vegetation condition. The high-resolution airborne imagery datasets were geometrically corrected and orthorectified using the City of Melbourne’s publicly available 2018 aerial imagery and a Digital Terrain Model supplied by the City. A Digital Surface Model was generated from the acquired imagery for the full extent of the City, enabling the stratification of vegetation into a range of height categories. All vegetation >3m above the ground was classified as canopy (excluding vegetation on building rooftops).",Environment,,Geospatial,114784,3,geo_point_2d | geo_shape | id
