ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Address,Latitude,Longitude
Team Holiday - North Carlton,TEAM HOLIDAY PTY LTD,Centre-Based Care,280 Pigdon Street,CARLTON NORTH,VIC,3054,1300035000,"280 Pigdon Street, CARLTON NORTH, VIC, 3054, Australia",-37.7820768,144.9727772
The Hive Early Learning Centre,Al-ishraaq Pty Ltd ATF Ahsan's Family Trust,Centre-Based Care,70-72 Portarlington Rd,NEWCOMB,VIC,3219,03 7036 0216,"70-72 Portarlington Rd, NEWCOMB, VIC, 3219, Australia",-38.1596497,144.3946484
Kelly Club OSHC Christ the King Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,"Christ the King Primary School, 28 Riley Ct",BRAYBROOK,VIC,3019,393842204,"Christ the King Primary School, 28 Riley Ct, BRAYBROOK, VIC, 3019, Australia",,
Jenny's ELC Waurn Ponds,ST MARKS CCC PTY LTD,Centre-Based Care,127 Pigdons Rd,WAURN PONDS,VIC,3216,03 5244 2949,"127 Pigdons Rd, WAURN PONDS, VIC, 3216, Australia",-38.2023637,144.3063572
Green Leaves Early Learning Cairnlea,GREEN LEAVES (VIC5) EARLY LEARNING CENTRES PTY LTD,Centre-Based Care,69-71 Furlong Road,CAIRNLEA,VIC,3023,383725002,"69-71 Furlong Road, CAIRNLEA, VIC, 3023, Australia",-37.7574033,144.7880869
FIRST IDEA FAMILY DAY CARE SERVICES,FIRST IDEA TRAINING SOLUTIONS PTY LTD ATF GOUNDER FAMILY TRUST,Family Day Care,94 Doveton Ave,EUMEMMERRING,VIC,3177,1300010274,"94 Doveton Ave, EUMEMMERRING, VIC, 3177, Australia",-37.9954055,145.2504174
Coburg Children's Centre Inc.,COBURG CHILDRENS CENTRE INC,Centre-Based Care,1 Wardens Walk,COBURG,VIC,3058,393547633,"1 Wardens Walk, COBURG, VIC, 3058, Australia",-37.7399374,144.9687188
Busy Bees at Cranbourne,Busy Bees Cranbourne Pty Ltd,Centre-Based Care,1280 Thompsons Road,CRANBOURNE,VIC,3977,359956441,"1280 Thompsons Road, CRANBOURNE, VIC, 3977, Australia",-38.0832779,145.2800565
Brady Bunch  Early Learning Centre Ballarat,Brady Bunch Early Learning Centre Burpengary Pty Ltd,Centre-Based Care,8 Baudinette Dr,SEBASTOPOL,VIC,3356,353398503,"8 Baudinette Dr, SEBASTOPOL, VIC, 3356, Australia",-37.5935748,143.8306249
Guardian Childcare & Education Laurimar,Guardian Community Early Learning Centres Pty Ltd,Centre-Based Care,59 Painted Hills Rd,DOREEN,VIC,3754,03 8751 8200,"59 Painted Hills Rd, DOREEN, VIC, 3754, Australia",-37.5860233,145.1286218
Childs Play Torquay,CHILDSPLAYTORQUAY PTY LTD,Centre-Based Care,1 Pintail Dr,TORQUAY,VIC,3228,03 5296 0105,"1 Pintail Dr, TORQUAY, VIC, 3228, Australia",-38.3032676,144.3413548
Guardian Childcare & Education Langwarrin,Guardian Community Early Learning Centres Pty Ltd,Centre-Based Care,55A Union Rd,LANGWARRIN,VIC,3910,390020899,"55A Union Rd, LANGWARRIN, VIC, 3910, Australia",-38.1594556,145.1950928
TeamKids - Carrum Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,29 Walkers Rd,CARRUM,VIC,3197,1300035000,"29 Walkers Rd, CARRUM, VIC, 3197, Australia",-38.0775006,145.1265687
Bridgewood Integrated Child and Family Centre,Early Childhood Management Services Inc,Centre-Based Care,115 Bridge Road,OFFICER,VIC,3809,387669400,"115 Bridge Road, OFFICER, VIC, 3809, Australia",-38.0697328,145.413523
Eastwood Early Learning Centre and Kindergarten,T. & C. Koelewyn Proprietary Limited ATF Koelewyn Family Trust,Centre-Based Care,1 Timbarra Dr,EASTWOOD,VIC,3875,351532554,"1 Timbarra Dr, EASTWOOD, VIC, 3875, Australia",-37.8082176,147.6415133
Starfish Early Learning Centre (Reservoir),Starfish Childcare Reservoir Pty Ltd ATF Starfish Reservoir Trust,Centre-Based Care,17 Rosenthal Cres,RESERVOIR,VIC,3073,394608200,"17 Rosenthal Cres, RESERVOIR, VIC, 3073, Australia",-37.7018602,145.003944
Green Leaves Early Learning Wendouree,GREEN LEAVES (VIC6) EARLY LEARNING CENTRES PTY LTD,Centre-Based Care,1212-1216 Norman St,WENDOUREE,VIC,3355,353345046,"1212-1216 Norman St, WENDOUREE, VIC, 3355, Australia",-37.5335323,143.8180484
Kool Kidz West Cranbourne,JAISHIV ENTERPRISES PTY LTD ATF JAISHIV ENTERPRISES TRUST,Centre-Based Care,1-5 Whitfield Bvd,CRANBOURNE WEST,VIC,3977,387688468,"1-5 Whitfield Bvd, CRANBOURNE WEST, VIC, 3977, Australia",-38.0912029,145.2413408
Busy Bees at Torquay,ELEMENTS LEARNING PTY LTD,Centre-Based Care,15-17 Falcon Dr,TORQUAY,VIC,3228,342412326,"15-17 Falcon Dr, TORQUAY, VIC, 3228, Australia",-38.306812,144.331096
LILI'S EARLY LEARNING,LILI'S EARLY LEARNING PTY LTD,Centre-Based Care,645 Sayers Rd,HOPPERS CROSSING,VIC,3029,385807112,"645 Sayers Rd, HOPPERS CROSSING, VIC, 3029, Australia",-37.8482046,144.6844578
Carwatha College TheirCare,TheirCare Pty Ltd,Centre-Based Care,"Carwatha College, 43-81 Browns Rd",NOBLE PARK NORTH,VIC,3174,,"Carwatha College, 43-81 Browns Rd, NOBLE PARK NORTH, VIC, 3174, Australia",-37.9419679,145.1903193
Choklits Surrey Hills,CHOKLITS SURREY HILLS PTY LTD,Centre-Based Care,764 Canterbury Rd,SURREY HILLS,VIC,3127,398999404,"764 Canterbury Rd, SURREY HILLS, VIC, 3127, Australia",-37.8276238,145.1108677
Cardinia Lakes Early Learning Centre,LITTLE SWAN EDUCATION PTY LTD,Centre-Based Care,3 Atlantic Dr,PAKENHAM,VIC,3810,359400647,"3 Atlantic Dr, PAKENHAM, VIC, 3810, Australia",-38.0638376,145.5081766
Kool Kidz Merrifield,COLLECTIVE CHILDCARE GROUP PTY LTD,Centre-Based Care,35-45 Errol Bvd,MICKLEHAM,VIC,3064,03 8723 9900,"35-45 Errol Bvd, MICKLEHAM, VIC, 3064, Australia",-37.5329913,144.898287
In 2 Learn South Street,Tilly's Dream PTY LTD,Centre-Based Care,"Moe South Street Primary Schoo, 2a South St",MOE,VIC,3825,490830599,"Moe South Street Primary Schoo, 2a South St, MOE, VIC, 3825, Australia",,
The Loop,The Loop OOSH PTY LTD,Centre-Based Care,65 Church St,KYABRAM,VIC,3620,405147867,"65 Church St, KYABRAM, VIC, 3620, Australia",-36.3088438,145.0434262
EXPLORERS EARLY LEARNING - BRIGHTON EAST,SLK TRADING BRIGHTON EAST PTY LTD,Centre-Based Care,761 Nepean Hwy,BRIGHTON EAST,VIC,3187,390675535,"761 Nepean Hwy, BRIGHTON EAST, VIC, 3187, Australia",-37.919444,145.0219412
Happy Hippo Childcare Lovely Banks,Happy Hippo Childcare LB Pty Ltd ATF Happy Hippo Childcare LB Trust,Centre-Based Care,405 Anakie Rd,LOVELY BANKS,VIC,3213,03 8560 5400,"405 Anakie Rd, LOVELY BANKS, VIC, 3213, Australia",-38.0819145,144.3371776
Sholem Aleichem Preschool Education Centre,Sholem Aleichem College and Preschool,Centre-Based Care,51 Elisabeth Street,ELSTERNWICK,VIC,3185,385273000,"51 Elisabeth Street, ELSTERNWICK, VIC, 3185, Australia",,
Ormond Community Kindergarten,Ormond Community Kindergarten Inc,Centre-Based Care,1A Oakleigh Road,ORMOND,VIC,3204,03 9578 2605,"1A Oakleigh Road, ORMOND, VIC, 3204, Australia",-37.8978381,145.0445142
Ripponlea Kindergarten,Ripponlea Kindergarten Inc,Centre-Based Care,25 Carrington Grove,ST KILDA EAST,VIC,3183,395274343,"25 Carrington Grove, ST KILDA EAST, VIC, 3183, Australia",-37.8746867,145.0050473
Glen Education Murrumbeena Kindergarten,Glen Education Inc,Centre-Based Care,1A Blythe Street,MURRUMBEENA,VIC,3163,395699405,"1A Blythe Street, MURRUMBEENA, VIC, 3163, Australia",-37.9024747,145.0745828
Adass Israel Preschool,ADASS ISRAEL CHILDREN'S SERVICES INCORPORATED,Centre-Based Care,10-12 King St,ELSTERNWICK,VIC,3185,395236422,"10-12 King St, ELSTERNWICK, VIC, 3185, Australia",-37.8840266,145.008321
Abeles Liberman Preschool,Yavneh College Nominees Pty Ltd,Centre-Based Care,81 Balaclava Road,CAULFIELD SOUTH,VIC,3162,383172510,"81 Balaclava Road, CAULFIELD SOUTH, VIC, 3162, Australia",,
Gilly's Early Learning Centre,MAXAL PTY. LTD.,Centre-Based Care,61 Balaclava Road,BALACLAVA,VIC,3183,395259150,"61 Balaclava Road, BALACLAVA, VIC, 3183, Australia",,
Chaya's Creche,Leopold and Chaya Raskin as the Trustees for the Raskin Family Trust,Centre-Based Care,278 Glen Eira Road,ELSTERNWICK,VIC,3185,395230706,"278 Glen Eira Road, ELSTERNWICK, VIC, 3185, Australia",-37.8783922,145.0088194
Szalmuk Family Early Learning Centre,MOUNT SCOPUS MEMORIAL COLLEGE EARLY LEARNING LIMITED,Centre-Based Care,15 Mayfield Avenue,ST KILDA EAST,VIC,3183,399004600,"15 Mayfield Avenue, ST KILDA EAST, VIC, 3183, Australia",,
Roseberry House Early Learning Centre,Evolve Early Education Pty Ltd,Centre-Based Care,2a-4 Roseberry Gr,GLEN HUNTLY,VIC,3163,395723677,"2a-4 Roseberry Gr, GLEN HUNTLY, VIC, 3163, Australia",-37.8884961,145.039746
Shine Bright Charlton Early Years Centre,SHINE BRIGHT EYM,Centre-Based Care,1 Armstrong Street,CHARLTON,VIC,3525,343111566,"1 Armstrong Street, CHARLTON, VIC, 3525, Australia",-36.269462,143.349702
Nola Barber Kindergarten,Community Kinders Plus Inc.,Centre-Based Care,151 Station Street,ASPENDALE,VIC,3195,84006296,"151 Station Street, ASPENDALE, VIC, 3195, Australia",-38.0283034,145.1032211
Glen Education Aspendale North Kindergarten,Glen Education Inc,Centre-Based Care,13 Connewarra Avenue,ASPENDALE,VIC,3195,395807976,"13 Connewarra Avenue, ASPENDALE, VIC, 3195, Australia",-38.0201144,145.1046866
Glen Education Edithvale Kindergarten,Glen Education Inc,Centre-Based Care,29 Fraser Avenue,EDITHVALE,VIC,3196,397723136,"29 Fraser Avenue, EDITHVALE, VIC, 3196, Australia",-38.039542,145.1128212
Kindy Patch Chelsea,G8 Education Limited,Centre-Based Care,71 Blantyre Avenue,CHELSEA,VIC,3196,397723351,"71 Blantyre Avenue, CHELSEA, VIC, 3196, Australia",-38.0500585,145.1228965
Chelsea World of Learning 1,G8 Education Limited,Centre-Based Care,29 Woodbine Grove,CHELSEA,VIC,3196,397760456,"29 Woodbine Grove, CHELSEA, VIC, 3196, Australia",-38.0537482,145.1213788
Bonbeach Preschool,Bonbeach Primary School Council,Centre-Based Care,Breeze Street,BONBEACH,VIC,3196,397763077,"Breeze Street, BONBEACH, VIC, 3196, Australia",-38.0676326,145.1242844
Patterson Lakes World of Learning,G8 Education Limited,Centre-Based Care,106 McLeod Road,CARRUM,VIC,3197,397733100,"106 McLeod Road, CARRUM, VIC, 3197, Australia",-38.0726231,145.1338512
Eilleen Taylor Kindergarten,Goulburn Region Preschool Association Inc,Centre-Based Care,"Eileen Taylor Kindergarden, 5 Hay Ave",COBRAM,VIC,3644,358962022,"Eileen Taylor Kindergarden, 5 Hay Ave, COBRAM, VIC, 3644, Australia",,
Punt Road Kindergarten and Childcare Centre,Goulburn Region Preschool Association Inc,Centre-Based Care,39-41 Punt Rd,COBRAM,VIC,3644,358722229,"39-41 Punt Rd, COBRAM, VIC, 3644, Australia",-35.9191446,145.6541646
Lake Park Kindergarten,Merri-bek Early Years Management Inc,Centre-Based Care,20a Carr Street,COBURG NORTH,VIC,3058,393501552,"20a Carr Street, COBURG NORTH, VIC, 3058, Australia",-37.7303536,144.9668323
St Linus Kindergarten,Merri-bek Early Years Management Inc,Centre-Based Care,11 Delta Avenue,MERLYNSTON,VIC,3058,,"11 Delta Avenue, MERLYNSTON, VIC, 3058, Australia",,
Derby Street Children's Centre,Derby Street Childrens Centre Inc.,Centre-Based Care,122 Derby Street,PASCOE VALE,VIC,3044,03 9354 9995,"122 Derby Street, PASCOE VALE, VIC, 3044, Australia",-37.7257917,144.9470504
Kent Road Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,Kent Road,PASCOE VALE,VIC,3044,393067647,"Kent Road, PASCOE VALE, VIC, 3044, Australia",-37.7205422,144.944071
Brentwood Kindergarten,Brentwood Kindergarten Inc,Centre-Based Care,36 Brentwood Avenue,PASCOE VALE SOUTH,VIC,3044,03 9386 3547,"36 Brentwood Avenue, PASCOE VALE SOUTH, VIC, 3044, Australia",-37.7473884,144.9316642
Doris Blackburn Preschool Centre,Doris Blackburn Preschool Centre Inc,Centre-Based Care,20 Woodlands Avenue,PASCOE VALE SOUTH,VIC,3044,393861337,"20 Woodlands Avenue, PASCOE VALE SOUTH, VIC, 3044, Australia",-37.7491827,144.9430957
Turner Street Kindergarten,Merri-bek Early Years Management Inc,Centre-Based Care,38 Turner Street,PASCOE VALE SOUTH,VIC,3044,393501902,"38 Turner Street, PASCOE VALE SOUTH, VIC, 3044, Australia",-37.7359938,144.9459562
Shirley Robertson Childrens Centre,SHIRLEY ROBERTSON CHILDRENS CENTRE INC,Centre-Based Care,1A Cameron Street,COBURG,VIC,3058,03 9383 3359,"1A Cameron Street, COBURG, VIC, 3058, Australia",-37.7527223,144.9624982
Coburg & Pascoe Vale South Child Care Centre,Effortless Learning Pty Ltd as Trustee for The SFYP Family Trust,Centre-Based Care,236 Melville Road,PASCOE VALE SOUTH,VIC,3044,393502026,"236 Melville Road, PASCOE VALE SOUTH, VIC, 3044, Australia",-37.7402657,144.9457536
Anne Sgro Children's Centre,Anne Sgro Childrens Centre Association Incorporated,Centre-Based Care,45-47 May St,COBURG,VIC,3058,393543197,"45-47 May St, COBURG, VIC, 3058, Australia",-37.7342222,144.9608788
Antonine Sisters Early Learning Centre,ANTONINE SISTERS EARLY LEARNING CENTRE LTD,Centre-Based Care,11-13 Barrow Street,COBURG,VIC,3058,393836766,"11-13 Barrow Street, COBURG, VIC, 3058, Australia",-37.7536332,144.9708538
Barry Beckett Children's Centre,Barry Beckett Children's Centre Incorporated,Centre-Based Care,12 Connolly Avenue,COBURG,VIC,3058,393546712,"12 Connolly Avenue, COBURG, VIC, 3058, Australia",-37.7364525,144.9809333
Community Kids Pascoe Vale Early Education Centre,G8 Education Limited,Centre-Based Care,656 Bell Street,PASCOE VALE SOUTH,VIC,3044,393546132,"656 Bell Street, PASCOE VALE SOUTH, VIC, 3044, Australia",-37.7373489,144.9327914
Newlands Preschool,Merri-bek Early Years Management Inc,Centre-Based Care,20 Murray Road,COBURG,VIC,3058,393543293,"20 Murray Road, COBURG, VIC, 3058, Australia",-37.7357372,144.98245
Moreland Kindergarten,Northern Schools Early Years Cluster Inc.,Centre-Based Care,157-163 Moreland Rd,COBURG,VIC,3058,393863517,"157-163 Moreland Rd, COBURG, VIC, 3058, Australia",-37.7552829,144.9669084
Kids on the Avenue Children's Centre,Kids on the Avenue Children's Centre Inc.,Centre-Based Care,32 The Avenue,MORELAND,VIC,3058,03 9383 6544,"32 The Avenue, MORELAND, VIC, 3058, Australia",,
Cohuna & District Preschool Centre,Gannawarra Shire Council,Centre-Based Care,28 Channel Street,COHUNA,VIC,3568,354562933,"28 Channel Street, COHUNA, VIC, 3568, Australia",-35.811249,144.220831
Leitchville Preschool Play Centre,Gannawarra Shire Council,Centre-Based Care,50 King Albert Ave,LEITCHVILLE,VIC,3567,354567478,"50 King Albert Ave, LEITCHVILLE, VIC, 3567, Australia",-35.9066474,144.3012413
Colac East Kindergarten,BCYF-Bethany Kindergarten Services Limited,Centre-Based Care,1 Polwarth Street,COLAC,VIC,3250,03 5231 2617,"1 Polwarth Street, COLAC, VIC, 3250, Australia",-38.3362466,143.5959681
Winifred Nance Kindergarten,BCYF-Bethany Kindergarten Services Limited,Centre-Based Care,5 Gilmartin Street,COLAC,VIC,3250,352314749,"5 Gilmartin Street, COLAC, VIC, 3250, Australia",-38.3352069,143.5787068
Wydinia Kindergarten,BCYF-Bethany Kindergarten Services Limited,Centre-Based Care,19 Dunoon Street,COLAC,VIC,3250,03 5231 4552,"19 Dunoon Street, COLAC, VIC, 3250, Australia",-38.3455062,143.5763279
Millville Children's Centre,Millville Child Care Centre Pty Ltd,Centre-Based Care,23 Hart Street,COLAC,VIC,3250,03 5232 2550,"23 Hart Street, COLAC, VIC, 3250, Australia",-38.3478146,143.5797941
Apex Preschool,Apex Preschool Centre Inc,Centre-Based Care,7 Howarth Street,ELLIMINYT,VIC,3250,03 5231 4271,"7 Howarth Street, ELLIMINYT, VIC, 3250, Australia",-38.3661723,143.5804863
Rupert Street Uniting Early Learning,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,115-117 Rupert St,COLLINGWOOD,VIC,3066,394191094,"115-117 Rupert St, COLLINGWOOD, VIC, 3066, Australia",-37.8041688,144.9891618
The University of Melbourne Early Learning Centre,The University of Melbourne,Centre-Based Care,40 Clarke Street,ABBOTSFORD,VIC,3067,383441444,"40 Clarke Street, ABBOTSFORD, VIC, 3067, Australia",-37.8013787,145.002466
Gold Street Child Care Centre,Yarra City Council,Centre-Based Care,64 Gold Street,COLLINGWOOD,VIC,3066,392055576,"64 Gold Street, COLLINGWOOD, VIC, 3066, Australia",-37.7969288,144.9898056
William Hovell Preschool,BCYF-Bethany Kindergarten Services Limited,Centre-Based Care,28 Hendy Street,CORIO,VIC,3214,03 5275 4663,"28 Hendy Street, CORIO, VIC, 3214, Australia",-38.0730087,144.366313
Bell Post Hill Kindergarten,BCYF-Bethany Kindergarten Services Limited,Centre-Based Care,58 Ernest Street,BELL POST HILL,VIC,3215,352783817,"58 Ernest Street, BELL POST HILL, VIC, 3215, Australia",-38.1004354,144.3275414
Lara Kindergarten,BCYF-Bethany Kindergarten Services Limited,Centre-Based Care,10 - 12 Waverley Rd,LARA,VIC,3212,352821498,"10 - 12 Waverley Rd, LARA, VIC, 3212, Australia",-38.0191984,144.4128669
Flinders Kindergarten,BCYF-Bethany Kindergarten Services Limited,Centre-Based Care,3 Kees Road,LARA,VIC,3212,352822091,"3 Kees Road, LARA, VIC, 3212, Australia",-38.0216572,144.3945776
Norlane West Kindergarten,Norlane West Kindergarten Inc,Centre-Based Care,39 Peacock Avenue,NORLANE,VIC,3214,352753774,"39 Peacock Avenue, NORLANE, VIC, 3214, Australia",-38.0884689,144.3428638
Bell Park Kindergarten,BCYF-Bethany Kindergarten Services Limited,Centre-Based Care,10 Barton Street,BELL PARK,VIC,3215,352785295,"10 Barton Street, BELL PARK, VIC, 3215, Australia",-38.1061409,144.3368463
Covenant College Kindergarten,Geelong Christian Education Association,Centre-Based Care,Creamery Road,BELL POST HILL,VIC,3215,03 5278 5122,"Creamery Road, BELL POST HILL, VIC, 3215, Australia",-38.0971288,144.322145
Regans Road Kindergarten,Casey City Council,Centre-Based Care,7 Regans Road,HAMPTON PARK,VIC,3976,397990717,"7 Regans Road, HAMPTON PARK, VIC, 3976, Australia",-38.0311611,145.2515648
Langwarrin Preschool,Langwarrin Preschool Committee Inc,Centre-Based Care,6 Long Street,LANGWARRIN,VIC,3910,397765700,"6 Long Street, LANGWARRIN, VIC, 3910, Australia",-38.1540365,145.1845277
Bayles Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,Main Street,BAYLES,VIC,3981,359977413,"Main Street, BAYLES, VIC, 3981, Australia",,
Koo Wee Rup Preschool,Early Childhood Management Services Inc,Centre-Based Care,356 Rossiter Road,KOO WEE RUP,VIC,3981,359971276,"356 Rossiter Road, KOO WEE RUP, VIC, 3981, Australia",-38.1981368,145.4944821
Pearcedale Kindergarten,Casey City Council,Centre-Based Care,68 Pearcedale Road,PEARCEDALE,VIC,3912,359787209,"68 Pearcedale Road, PEARCEDALE, VIC, 3912, Australia",-38.2037091,145.2351867
Valley Brook Kindergarten,Casey City Council,Centre-Based Care,2 Brook Court,HAMPTON PARK,VIC,3976,397990230,"2 Brook Court, HAMPTON PARK, VIC, 3976, Australia",-38.0290306,145.2638857
Wonnai Kindergarten,Wonnai Preschool Inc,Centre-Based Care,2 Elm Grove,LANGWARRIN,VIC,3910,397892642,"2 Elm Grove, LANGWARRIN, VIC, 3910, Australia",-38.1506679,145.1757955
Clarendon Street Community Child Care Centre,Clarendon Street Child Care Centre Co-op Ltd,Centre-Based Care,43A Clarendon Street,CRANBOURNE,VIC,3977,359966258,"43A Clarendon Street, CRANBOURNE, VIC, 3977, Australia",-38.1058795,145.2853341
Botany Park Preschool,Botany Park Preschool Committee Inc,Centre-Based Care,53 Lyrebird Drive,CARRUM DOWNS,VIC,3201,397860013,"53 Lyrebird Drive, CARRUM DOWNS, VIC, 3201, Australia",-38.1110448,145.1746388
Rangebank Kindergarten,Casey City Council,Centre-Based Care,40-46 Lesdon Ave,CRANBOURNE,VIC,3977,359959304,"40-46 Lesdon Ave, CRANBOURNE, VIC, 3977, Australia",-38.0875848,145.2735171
Hampton Park East Kindergarten,Casey City Council,Centre-Based Care,2 Stuart Avenue,HAMPTON PARK,VIC,3976,397992085,"2 Stuart Avenue, HAMPTON PARK, VIC, 3976, Australia",-38.0334321,145.2639345
Langwarrin Park Preschool,Langwarrin Park Preschool Committee Inc,Centre-Based Care,29 R Burgess Drive,LANGWARRIN,VIC,3910,397757088,"29 R Burgess Drive, LANGWARRIN, VIC, 3910, Australia",-38.1471059,145.2017625
Bowerbird Kindergarten,Community Kinders Plus Inc.,Centre-Based Care,136-138 Lyrebird Drive,CARRUM DOWNS,VIC,3201,397864995,"136-138 Lyrebird Drive, CARRUM DOWNS, VIC, 3201, Australia",-38.1032532,145.18732
Veronica Street Children's Centre,Ronav Pty Ltd ATF RNNR Family Trust,Centre-Based Care,1 Veronica Street,LANGWARRIN,VIC,3910,397898655,"1 Veronica Street, LANGWARRIN, VIC, 3910, Australia",-38.1548144,145.181134
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Cranbourne Drive,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Centre-Based Care,30 Cranbourne Drive,CRANBOURNE,VIC,3977,03 5996 1415,"30 Cranbourne Drive, CRANBOURNE, VIC, 3977, Australia",-38.1086036,145.2755642
Coral Drive Kindergarten,Casey City Council,Centre-Based Care,187-191 Coral Dr,HAMPTON PARK,VIC,3976,397994180,"187-191 Coral Dr, HAMPTON PARK, VIC, 3976, Australia",-38.044222,145.2753908
Woodbine Road Preschool,Woodbine Road Preschool Committee Inc.,Centre-Based Care,4 Woodbine Road,CRANBOURNE,VIC,3977,359969167,"4 Woodbine Road, CRANBOURNE, VIC, 3977, Australia",-38.0814487,145.2794321
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Cameron Street,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Centre-Based Care,Cameron Street,CRANBOURNE,VIC,3977,03 5996 1415,"Cameron Street, CRANBOURNE, VIC, 3977, Australia",-38.116907,145.2891373
Rowellyn Preschool,Rowellyn Preschool Committee Inc,Centre-Based Care,37 Rowellyn Avenue,CARRUM DOWNS,VIC,3201,397820700,"37 Rowellyn Avenue, CARRUM DOWNS, VIC, 3201, Australia",-38.1053784,145.1927847
Cranbourne Day Care & Kindergarten Centre Pty Ltd - The Barn,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Centre-Based Care,2 Cooper Court,CRANBOURNE,VIC,3977,03 5996 1415,"2 Cooper Court, CRANBOURNE, VIC, 3977, Australia",-38.1143843,145.2881394
Pearcedale Day Care & Kindergarten Centre,Footprints Day Care Centres Pty Ltd,Centre-Based Care,101 Cnr Ellwood Dve & Hatch St,PEARCEDALE,VIC,3912,359786277,"101 Cnr Ellwood Dve & Hatch St, PEARCEDALE, VIC, 3912, Australia",,
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Mundaring Drive,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Centre-Based Care,18 Mundaring Drive,CRANBOURNE,VIC,3977,03 5996 1415,"18 Mundaring Drive, CRANBOURNE, VIC, 3977, Australia",-38.1073308,145.2810336
Kids Paradise Childcare Pty Ltd,Kids Paradise Childcare Pty Ltd ATF The Kids Paradise Child Care Trust,Centre-Based Care,2-6 Fulmar St,CARRUM DOWNS,VIC,3201,03 9782 4711,"2-6 Fulmar St, CARRUM DOWNS, VIC, 3201, Australia",-38.1117462,145.1593563
Cricklewood Child Care Centre,Manarvi Pty Ltd,Centre-Based Care,23-25 Cranbourne Road,LANGWARRIN,VIC,3910,397755855,"23-25 Cranbourne Road, LANGWARRIN, VIC, 3910, Australia",-38.1559169,145.168848
Green Kids Early Learning,LITTLE CREATIVE EXPLORERS PTY LTD,Centre-Based Care,7 Enterprise Ave,HAMPTON PARK,VIC,3976,397999933,"7 Enterprise Ave, HAMPTON PARK, VIC, 3976, Australia",-38.0349741,145.2661361
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Duff Street,Cranbourne Day Care and Kindergarten Centre Pty Ltd,Centre-Based Care,3 Duff Street,CRANBOURNE,VIC,3977,359961415,"3 Duff Street, CRANBOURNE, VIC, 3977, Australia",-38.1012207,145.2795623
Creswick & District Preschool,Eureka Community Kindergarten Association Inc,Centre-Based Care,24 Victoria Street,CRESWICK,VIC,3363,03 5345 1164,"24 Victoria Street, CRESWICK, VIC, 3363, Australia",-37.4229491,143.8908365
Brentwood Park Kindergarten,Brentwood Park Kindergarten Inc,Centre-Based Care,25 Mandowie Crescent,CROYDON,VIC,3136,397233230,"25 Mandowie Crescent, CROYDON, VIC, 3136, Australia",-37.7903084,145.2998885
Lipscombe Park Kindergarten,Lipscombe Park Kindergarten Inc,Centre-Based Care,Cnr Binbrook Dr & Sandgate Av,CROYDON,VIC,3136,397232456,"Cnr Binbrook Dr & Sandgate Av, CROYDON, VIC, 3136, Australia",,
St Johns Kindergarten,St John's Kindergarten Committee Croydon Inc,Centre-Based Care,9 Toorak Avenue,CROYDON,VIC,3136,397234119,"9 Toorak Avenue, CROYDON, VIC, 3136, Australia",-37.7943686,145.2785145
Pinjarra Kindergarten,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,83 Eastfield Road,CROYDON SOUTH,VIC,3136,343290420,"83 Eastfield Road, CROYDON SOUTH, VIC, 3136, Australia",-37.8108426,145.2719773
Melbourne Rudolf Steiner Kindergarten,R Steiner School Co Ltd,Centre-Based Care,213 Wonga Road,WARRANWOOD,VIC,3134,398762633,"213 Wonga Road, WARRANWOOD, VIC, 3134, Australia",-37.7776841,145.2464067
Barngeong Reserve Kindergarten,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,Bambra Street,CROYDON NORTH,VIC,3136,343290458,"Bambra Street, CROYDON NORTH, VIC, 3136, Australia",,
Arrabri Kindergarten Inc,EV INC,Centre-Based Care,Allambanan Drive,BAYSWATER NORTH,VIC,3153,397297583,"Allambanan Drive, BAYSWATER NORTH, VIC, 3153, Australia",-37.8311352,145.2975227
Kurboroo Kindergarten,Kurboroo Kindergarten Inc,Centre-Based Care,75 Bemboka Road,WARRANWOOD,VIC,3134,398790407,"75 Bemboka Road, WARRANWOOD, VIC, 3134, Australia",-37.7741916,145.2570457
Hewish Road Child Care Centre,HAPPY LITTLE FEET EARLY LEARNING CENTRE PTY LTD,Centre-Based Care,78 Hewish Road,CROYDON,VIC,3136,397231892,"78 Hewish Road, CROYDON, VIC, 3136, Australia",-37.7972974,145.2900012
