pipe_id,source,material,pipe_age,diameter_inches,length_feet,soil_corrosivity,num_previous_repairs,pressure_psi,zone,failure_probability,risk_score,risk_level,priority_rank,repair_cost,expected_loss,action
EPA-01117,EPA_DWINS_Pattern,pvc,34,10,1100.6,corrosive,0,98.4,residential,0.12533129308392105,12.5,MINIMAL,2037,55030.0,6897.0,Standard monitoring
EPA-01359,EPA_DWINS_Pattern,concrete,50,8,386.2,moderately_corrosive,0,74.0,residential,0.12497136901318835,12.5,MINIMAL,2038,21241.0,2655.0,Standard monitoring
EPA-00928,EPA_DWINS_Pattern,pvc,50,12,1907.7,moderately_corrosive,0,84.3,mixed,0.12492611033776634,12.5,MINIMAL,2039,137354.0,17159.0,Standard monitoring
EPA-01775,EPA_DWINS_Pattern,pvc,38,4,117.8,moderately_corrosive,0,36.9,residential,0.12464327810565161,12.5,MINIMAL,2040,2356.0,294.0,Standard monitoring
EPA-01726,EPA_DWINS_Pattern,hdpe,55,4,1833.2,moderately_corrosive,4,100.8,residential,0.12442847682821231,12.4,MINIMAL,2041,32081.0,3992.0,Standard monitoring
EPA-00610,EPA_DWINS_Pattern,pvc,43,24,1542.0,mildly_corrosive,0,66.9,residential,0.12427283036700863,12.4,MINIMAL,2042,185040.0,22995.0,Standard monitoring
EPA-00249,EPA_DWINS_Pattern,ductile_iron,36,6,1041.3,mildly_corrosive,0,81.1,commercial,0.12376034708392135,12.4,MINIMAL,2043,70288.0,8699.0,Standard monitoring
EPA-00160,EPA_DWINS_Pattern,pvc,39,6,1613.1,mildly_corrosive,1,49.2,residential,0.12371115434914501,12.4,MINIMAL,2044,48393.0,5987.0,Standard monitoring
EPA-00268,EPA_DWINS_Pattern,ductile_iron,46,8,257.7,moderately_corrosive,0,79.1,industrial,0.12351447391550342,12.4,MINIMAL,2045,20101.0,2483.0,Standard monitoring
EPA-00805,EPA_DWINS_Pattern,ductile_iron,46,24,695.1,mildly_corrosive,4,70.6,commercial,0.1234394966201814,12.3,MINIMAL,2046,187677.0,23167.0,Standard monitoring
EPA-00635,EPA_DWINS_Pattern,pvc,45,10,1700.2,mildly_corrosive,0,93.4,commercial,0.12317285390570912,12.3,MINIMAL,2047,127515.0,15706.0,Standard monitoring
EPA-01810,EPA_DWINS_Pattern,clay,51,16,1115.7,mildly_corrosive,0,87.1,residential,0.123109537020264,12.3,MINIMAL,2048,133884.0,16482.0,Standard monitoring
EPA-01638,EPA_DWINS_Pattern,ductile_iron,49,20,112.5,moderately_corrosive,0,52.3,commercial,0.12274700305845128,12.3,MINIMAL,2049,25312.0,3107.0,Standard monitoring
EPA-00208,EPA_DWINS_Pattern,ductile_iron,42,24,1747.3,moderately_corrosive,1,59.6,mixed,0.12242251187053689,12.2,MINIMAL,2050,377417.0,46204.0,Standard monitoring
EPA-00135,EPA_DWINS_Pattern,galvanized_steel,31,12,235.3,corrosive,0,60.5,commercial,0.12240783777625884,12.2,MINIMAL,2051,34413.0,4212.0,Standard monitoring
EPA-01123,EPA_DWINS_Pattern,hdpe,55,4,1498.9,mildly_corrosive,3,114.6,residential,0.12237676483770153,12.2,MINIMAL,2052,26231.0,3210.0,Standard monitoring
EPA-01872,EPA_DWINS_Pattern,hdpe,44,20,926.2,moderately_corrosive,0,45.6,residential,0.12202312935635677,12.2,MINIMAL,2053,81042.0,9889.0,Standard monitoring
EPA-01784,EPA_DWINS_Pattern,ductile_iron,49,12,1787.2,mildly_corrosive,3,118.4,commercial,0.12194267782938169,12.2,MINIMAL,2054,241272.0,29421.0,Standard monitoring
EPA-00455,EPA_DWINS_Pattern,pvc,47,10,80.6,moderately_corrosive,3,59.9,residential,0.1213091242798657,12.1,MINIMAL,2055,4030.0,489.0,Standard monitoring
EPA-01496,EPA_DWINS_Pattern,ductile_iron,76,4,1998.7,mildly_corrosive,0,94.3,commercial,0.12089491264942957,12.1,MINIMAL,2056,89942.0,10874.0,Standard monitoring
EPA-01561,EPA_DWINS_Pattern,pvc,51,20,1932.6,moderately_corrosive,0,92.0,residential,0.1208455927841505,12.1,MINIMAL,2057,193260.0,23355.0,Standard monitoring
EPA-01035,EPA_DWINS_Pattern,hdpe,42,8,540.5,moderately_corrosive,0,72.0,commercial,0.120480045682901,12.0,MINIMAL,2058,28376.0,3419.0,Standard monitoring
EPA-00627,EPA_DWINS_Pattern,pvc,39,12,1420.4,mildly_corrosive,0,68.2,residential,0.12045840089666066,12.0,MINIMAL,2059,85224.0,10266.0,Standard monitoring
EPA-00651,EPA_DWINS_Pattern,concrete,51,12,292.3,mildly_corrosive,3,99.4,commercial,0.1203641307152463,12.0,MINIMAL,2060,36172.0,4354.0,Standard monitoring
EPA-00457,EPA_DWINS_Pattern,pvc,39,12,83.0,mildly_corrosive,0,34.1,mixed,0.12016938068134965,12.0,MINIMAL,2061,5976.0,718.0,Standard monitoring
EPA-01458,EPA_DWINS_Pattern,pvc,35,10,912.9,moderately_corrosive,3,51.1,residential,0.12007681889227735,12.0,MINIMAL,2062,45645.0,5481.0,Standard monitoring
EPA-01437,EPA_DWINS_Pattern,pvc,40,10,305.7,moderately_corrosive,0,76.9,residential,0.11977894169382251,12.0,MINIMAL,2063,15285.0,1831.0,Standard monitoring
EPA-00576,EPA_DWINS_Pattern,pvc,37,12,1268.8,mildly_corrosive,1,109.2,residential,0.11954729238912912,12.0,MINIMAL,2064,76128.0,9101.0,Standard monitoring
EPA-01870,EPA_DWINS_Pattern,pvc,47,4,297.1,mildly_corrosive,2,100.6,residential,0.11952251340297987,12.0,MINIMAL,2065,5942.0,710.0,Standard monitoring
EPA-00099,EPA_DWINS_Pattern,pvc,56,6,305.9,moderately_corrosive,0,114.8,residential,0.11762964171080297,11.8,MINIMAL,2066,9177.0,1079.0,Standard monitoring
EPA-01367,EPA_DWINS_Pattern,cast_iron,50,24,237.2,mildly_corrosive,1,52.0,industrial,0.1175191350523818,11.8,MINIMAL,2067,69381.0,8154.0,Standard monitoring
EPA-01041,EPA_DWINS_Pattern,pvc,47,8,594.2,moderately_corrosive,0,91.2,commercial,0.11688021545577769,11.7,MINIMAL,2068,35652.0,4167.0,Standard monitoring
EPA-00264,EPA_DWINS_Pattern,pvc,63,6,746.0,mildly_corrosive,0,77.6,residential,0.11680277724920946,11.7,MINIMAL,2069,22380.0,2614.0,Standard monitoring
EPA-00811,EPA_DWINS_Pattern,pvc,42,12,1188.3,mildly_corrosive,1,35.0,residential,0.11659271491882739,11.7,MINIMAL,2070,71298.0,8313.0,Standard monitoring
EPA-00955,EPA_DWINS_Pattern,pvc,59,10,995.9,mildly_corrosive,2,96.1,industrial,0.11638455079829158,11.6,MINIMAL,2071,64734.0,7534.0,Standard monitoring
EPA-01661,EPA_DWINS_Pattern,ductile_iron,37,4,143.6,moderately_corrosive,1,71.3,residential,0.11580432581500964,11.6,MINIMAL,2072,4308.0,499.0,Standard monitoring
EPA-01032,EPA_DWINS_Pattern,copper,57,6,737.3,moderately_corrosive,0,113.7,residential,0.11523220986395624,11.5,MINIMAL,2073,38708.0,4460.0,Standard monitoring
EPA-00788,EPA_DWINS_Pattern,pvc,44,12,495.5,mildly_corrosive,0,71.2,residential,0.1149940051546887,11.5,MINIMAL,2074,29730.0,3419.0,Standard monitoring
EPA-01816,EPA_DWINS_Pattern,ductile_iron,48,6,303.0,non_corrosive,1,113.4,mixed,0.1149653582759964,11.5,MINIMAL,2075,16362.0,1881.0,Standard monitoring
EPA-00772,EPA_DWINS_Pattern,ductile_iron,34,24,1042.7,corrosive,1,87.0,residential,0.11484939901802524,11.5,MINIMAL,2076,187686.0,21556.0,Standard monitoring
EPA-01329,EPA_DWINS_Pattern,pvc,55,10,1998.8,mildly_corrosive,1,88.9,mixed,0.1146125145332577,11.5,MINIMAL,2077,119928.0,13745.0,Standard monitoring
EPA-00790,EPA_DWINS_Pattern,pvc,42,8,1590.8,mildly_corrosive,2,95.8,residential,0.11450317158191448,11.5,MINIMAL,2078,63632.0,7286.0,Standard monitoring
EPA-01793,EPA_DWINS_Pattern,hdpe,51,4,1457.3,mildly_corrosive,0,98.4,industrial,0.11311230384028041,11.3,MINIMAL,2079,33154.0,3750.0,Standard monitoring
EPA-01384,EPA_DWINS_Pattern,ductile_iron,62,4,453.2,mildly_corrosive,2,85.6,industrial,0.1122190303297531,11.2,MINIMAL,2080,17675.0,1983.0,Standard monitoring
EPA-01518,EPA_DWINS_Pattern,ductile_iron,58,4,1585.1,mildly_corrosive,1,44.2,residential,0.11208760922388557,11.2,MINIMAL,2081,47553.0,5330.0,Standard monitoring
EPA-00130,EPA_DWINS_Pattern,pvc,54,24,105.2,mildly_corrosive,0,57.6,commercial,0.11172953152895755,11.2,MINIMAL,2082,18936.0,2116.0,Standard monitoring
EPA-01693,EPA_DWINS_Pattern,steel,60,4,93.9,mildly_corrosive,0,107.3,residential,0.11149993482990654,11.1,MINIMAL,2083,3052.0,340.0,Standard monitoring
EPA-01954,EPA_DWINS_Pattern,hdpe,53,10,550.0,moderately_corrosive,0,101.3,mixed,0.11060022347080668,11.1,MINIMAL,2084,28875.0,3194.0,Standard monitoring
EPA-00919,EPA_DWINS_Pattern,clay,61,16,224.7,mildly_corrosive,0,113.1,residential,0.1105616865172198,11.1,MINIMAL,2085,26964.0,2981.0,Standard monitoring
EPA-00203,EPA_DWINS_Pattern,pvc,35,24,768.1,mildly_corrosive,1,58.7,commercial,0.11055417860862318,11.1,MINIMAL,2086,138258.0,15285.0,Standard monitoring
EPA-00164,EPA_DWINS_Pattern,clay,55,20,579.5,non_corrosive,0,54.5,residential,0.11014276908601327,11.0,MINIMAL,2087,86925.0,9574.0,Standard monitoring
EPA-00823,EPA_DWINS_Pattern,concrete,39,12,580.3,mildly_corrosive,2,84.8,residential,0.11003591370823942,11.0,MINIMAL,2088,47875.0,5268.0,Standard monitoring
EPA-00770,EPA_DWINS_Pattern,pvc,43,6,549.8,mildly_corrosive,3,47.1,residential,0.10995982614490969,11.0,MINIMAL,2089,16494.0,1814.0,Standard monitoring
EPA-01261,EPA_DWINS_Pattern,galvanized_steel,34,12,179.5,moderately_corrosive,1,46.8,residential,0.10960559151384394,11.0,MINIMAL,2090,17501.0,1918.0,Standard monitoring
EPA-00992,EPA_DWINS_Pattern,hdpe,43,20,905.0,mildly_corrosive,0,53.0,residential,0.10959162653836473,11.0,MINIMAL,2091,79187.0,8678.0,Standard monitoring
EPA-00513,EPA_DWINS_Pattern,copper,35,6,1251.4,mildly_corrosive,0,83.4,residential,0.10946113593922793,10.9,MINIMAL,2092,65698.0,7191.0,Standard monitoring
EPA-00058,EPA_DWINS_Pattern,pvc,51,8,1011.4,mildly_corrosive,1,49.0,commercial,0.10928999012577606,10.9,MINIMAL,2093,60684.0,6632.0,Standard monitoring
EPA-00034,EPA_DWINS_Pattern,galvanized_steel,29,6,950.6,corrosive,0,51.0,residential,0.1091752450980392,10.9,MINIMAL,2094,46342.0,5059.0,Standard monitoring
EPA-01449,EPA_DWINS_Pattern,steel,56,10,1349.1,mildly_corrosive,3,78.9,residential,0.1079663109847179,10.8,MINIMAL,2095,109614.0,11835.0,Standard monitoring
EPA-00690,EPA_DWINS_Pattern,pvc,36,4,1427.1,mildly_corrosive,1,34.9,residential,0.10783921522653078,10.8,MINIMAL,2096,28542.0,3078.0,Standard monitoring
EPA-00922,EPA_DWINS_Pattern,hdpe,48,12,1305.6,mildly_corrosive,0,96.0,residential,0.10766598821876665,10.8,MINIMAL,2097,68544.0,7380.0,Standard monitoring
EPA-01959,EPA_DWINS_Pattern,ductile_iron,48,16,1116.0,mildly_corrosive,0,108.7,residential,0.1073609618383739,10.7,MINIMAL,2098,133920.0,14378.0,Standard monitoring
EPA-01613,EPA_DWINS_Pattern,pvc,39,4,116.5,non_corrosive,1,104.5,residential,0.10714064058355868,10.7,MINIMAL,2099,2330.0,250.0,Standard monitoring
EPA-01435,EPA_DWINS_Pattern,ductile_iron,48,20,946.7,moderately_corrosive,1,49.5,commercial,0.10694118996831459,10.7,MINIMAL,2100,213008.0,22779.0,Standard monitoring
EPA-01191,EPA_DWINS_Pattern,steel,35,12,574.0,mildly_corrosive,1,54.3,residential,0.1062720076669504,10.6,MINIMAL,2101,55965.0,5948.0,Standard monitoring
EPA-01478,EPA_DWINS_Pattern,pvc,39,4,1374.5,moderately_corrosive,0,75.3,mixed,0.10620362796584672,10.6,MINIMAL,2102,32988.0,3503.0,Standard monitoring
EPA-00089,EPA_DWINS_Pattern,hdpe,45,16,1258.8,mildly_corrosive,2,35.4,commercial,0.10609979352327947,10.6,MINIMAL,2103,132174.0,14024.0,Standard monitoring
EPA-00059,EPA_DWINS_Pattern,steel,35,8,771.8,mildly_corrosive,1,33.5,commercial,0.10442939630460156,10.4,MINIMAL,2104,75250.0,7858.0,Standard monitoring
EPA-01178,EPA_DWINS_Pattern,hdpe,45,8,1874.3,mildly_corrosive,0,59.1,industrial,0.10437452763615013,10.4,MINIMAL,2105,85281.0,8901.0,Standard monitoring
EPA-00893,EPA_DWINS_Pattern,pvc,36,24,192.5,non_corrosive,0,64.0,residential,0.10178914778851528,10.2,MINIMAL,2106,23100.0,2351.0,Standard monitoring
EPA-01432,EPA_DWINS_Pattern,ductile_iron,50,12,99.9,mildly_corrosive,1,66.4,industrial,0.10117643306330279,10.1,MINIMAL,2107,11688.0,1183.0,Standard monitoring
EPA-00979,EPA_DWINS_Pattern,clay,43,12,462.0,mildly_corrosive,1,115.3,residential,0.1004187006568283,10.0,MINIMAL,2108,41580.0,4175.0,Standard monitoring
EPA-01990,EPA_DWINS_Pattern,pvc,47,24,251.4,moderately_corrosive,0,49.2,mixed,0.09846623538370793,9.8,MINIMAL,2109,36202.0,3565.0,Standard monitoring
EPA-01628,EPA_DWINS_Pattern,pvc,57,10,344.3,mildly_corrosive,0,118.9,commercial,0.09834396532598191,9.8,MINIMAL,2110,25822.0,2539.0,Standard monitoring
EPA-00793,EPA_DWINS_Pattern,pvc,51,16,1546.6,mildly_corrosive,0,32.9,residential,0.097684767063192,9.8,MINIMAL,2111,123728.0,12086.0,Standard monitoring
EPA-01402,EPA_DWINS_Pattern,hdpe,37,12,1377.8,mildly_corrosive,0,109.2,residential,0.09747372368480078,9.7,MINIMAL,2112,72334.0,7051.0,Standard monitoring
EPA-01612,EPA_DWINS_Pattern,pvc,51,6,259.7,mildly_corrosive,2,109.5,residential,0.09605485038957387,9.6,MINIMAL,2113,7791.0,748.0,Standard monitoring
EPA-01700,EPA_DWINS_Pattern,steel,51,20,486.6,mildly_corrosive,1,69.4,industrial,0.09543172396892749,9.5,MINIMAL,2114,102794.0,9810.0,Standard monitoring
EPA-00993,EPA_DWINS_Pattern,pvc,45,24,923.6,mildly_corrosive,1,66.2,mixed,0.09542843798073013,9.5,MINIMAL,2115,132998.0,12692.0,Standard monitoring
EPA-01995,EPA_DWINS_Pattern,copper,59,4,1222.6,non_corrosive,0,96.4,residential,0.09526977828842864,9.5,MINIMAL,2116,42791.0,4077.0,Standard monitoring
EPA-01688,EPA_DWINS_Pattern,galvanized_steel,25,4,1769.4,moderately_corrosive,3,87.6,residential,0.09516666666666666,9.5,MINIMAL,2117,57506.0,5473.0,Standard monitoring
EPA-01333,EPA_DWINS_Pattern,ductile_iron,50,4,825.6,non_corrosive,0,91.4,industrial,0.09473753165456476,9.5,MINIMAL,2118,32198.0,3050.0,Standard monitoring
EPA-01418,EPA_DWINS_Pattern,clay,34,12,353.6,corrosive,1,35.3,residential,0.09410708004145156,9.4,MINIMAL,2119,31824.0,2995.0,Standard monitoring
EPA-01480,EPA_DWINS_Pattern,steel,34,24,985.1,moderately_corrosive,0,44.4,residential,0.09369704353476282,9.4,MINIMAL,2120,192094.0,17999.0,Standard monitoring
EPA-01308,EPA_DWINS_Pattern,pvc,40,20,1527.1,mildly_corrosive,0,84.2,residential,0.09296126611225437,9.3,MINIMAL,2121,152710.0,14196.0,Standard monitoring
EPA-00197,EPA_DWINS_Pattern,pvc,37,6,1981.5,non_corrosive,0,103.2,commercial,0.0921118996562334,9.2,MINIMAL,2122,89168.0,8213.0,Standard monitoring
EPA-01292,EPA_DWINS_Pattern,pvc,45,6,1212.1,mildly_corrosive,1,74.3,residential,0.0919203608905343,9.2,MINIMAL,2123,36363.0,3343.0,Standard monitoring
EPA-00870,EPA_DWINS_Pattern,ductile_iron,57,24,724.9,mildly_corrosive,1,36.4,commercial,0.0910335484901377,9.1,MINIMAL,2124,195723.0,17817.0,Standard monitoring
EPA-00542,EPA_DWINS_Pattern,ductile_iron,40,8,70.2,moderately_corrosive,0,75.0,residential,0.0904207278383304,9.0,MINIMAL,2125,4212.0,381.0,Standard monitoring
EPA-01604,EPA_DWINS_Pattern,pvc,39,10,569.2,mildly_corrosive,1,31.8,commercial,0.08981438175624686,9.0,MINIMAL,2126,42690.0,3834.0,Standard monitoring
EPA-01948,EPA_DWINS_Pattern,steel,35,24,794.9,mildly_corrosive,0,81.4,residential,0.08871220476059186,8.9,MINIMAL,2127,155006.0,13751.0,Standard monitoring
EPA-01060,EPA_DWINS_Pattern,pvc,50,12,1359.3,mildly_corrosive,0,108.4,mixed,0.08757594045080636,8.8,MINIMAL,2128,97870.0,8571.0,Standard monitoring
EPA-01567,EPA_DWINS_Pattern,ductile_iron,50,24,212.2,non_corrosive,0,108.4,commercial,0.08526416184885308,8.5,MINIMAL,2129,57294.0,4885.0,Standard monitoring
EPA-01713,EPA_DWINS_Pattern,clay,33,6,324.5,corrosive,3,87.0,industrial,0.084578111946533,8.5,MINIMAL,2130,18983.0,1606.0,Standard monitoring
EPA-00334,EPA_DWINS_Pattern,pvc,35,12,109.7,mildly_corrosive,3,38.2,residential,0.08447249681501465,8.4,MINIMAL,2131,6582.0,556.0,Standard monitoring
EPA-01001,EPA_DWINS_Pattern,clay,50,12,581.7,mildly_corrosive,0,40.5,commercial,0.08390725425496706,8.4,MINIMAL,2132,78530.0,6589.0,Standard monitoring
EPA-01392,EPA_DWINS_Pattern,cast_iron,34,16,1407.0,moderately_corrosive,0,54.8,mixed,0.08333333333333333,8.3,MINIMAL,2133,253260.0,21105.0,Standard monitoring
SYR-0073,Syracuse_Real_Data,cast_iron,33,4,1227.6,moderately_corrosive,1,78.2,mixed,0.08333333333333333,8.3,MINIMAL,2133,55242.0,4604.0,Standard monitoring
EPA-01027,EPA_DWINS_Pattern,pvc,50,20,776.0,non_corrosive,1,50.3,residential,0.08328707192159367,8.3,MINIMAL,2135,77600.0,6463.0,Standard monitoring
EPA-01456,EPA_DWINS_Pattern,ductile_iron,48,8,275.9,mildly_corrosive,3,66.5,residential,0.08290187819292748,8.3,MINIMAL,2136,16554.0,1372.0,Standard monitoring
EPA-00460,EPA_DWINS_Pattern,concrete,34,10,958.6,mildly_corrosive,1,65.4,commercial,0.0824045584045584,8.2,MINIMAL,2137,98856.0,8146.0,Standard monitoring
EPA-00171,EPA_DWINS_Pattern,pvc,54,8,1919.2,mildly_corrosive,0,42.9,residential,0.08197980586252412,8.2,MINIMAL,2138,76768.0,6293.0,Standard monitoring
EPA-01862,EPA_DWINS_Pattern,pvc,34,12,505.4,moderately_corrosive,0,58.3,industrial,0.08077323027849344,8.1,MINIMAL,2139,39421.0,3184.0,Standard monitoring
EPA-00091,EPA_DWINS_Pattern,pvc,34,6,283.7,moderately_corrosive,3,116.0,commercial,0.07941748977725248,7.9,MINIMAL,2140,12766.0,1014.0,Standard monitoring
EPA-00231,EPA_DWINS_Pattern,steel,34,12,778.6,moderately_corrosive,2,56.2,residential,0.07851048477795605,7.9,MINIMAL,2141,75914.0,5960.0,Standard monitoring
EPA-00344,EPA_DWINS_Pattern,hdpe,34,4,1044.6,moderately_corrosive,0,93.0,residential,0.07733223864258348,7.7,MINIMAL,2142,18280.0,1414.0,Standard monitoring
EPA-00837,EPA_DWINS_Pattern,ductile_iron,34,16,483.5,moderately_corrosive,2,69.8,residential,0.07538816346239588,7.5,MINIMAL,2143,58020.0,4374.0,Standard monitoring
EPA-01980,EPA_DWINS_Pattern,hdpe,33,20,636.3,moderately_corrosive,7,83.0,residential,0.07017543859649124,7.0,MINIMAL,2144,55676.0,3907.0,Standard monitoring
EPA-00317,EPA_DWINS_Pattern,pvc,57,4,590.1,mildly_corrosive,1,92.7,residential,0.06967612485417628,7.0,MINIMAL,2145,11802.0,822.0,Standard monitoring
EPA-00027,EPA_DWINS_Pattern,cast_iron,34,8,1666.9,mildly_corrosive,3,117.0,commercial,0.06943262411347517,6.9,MINIMAL,2146,187526.0,13020.0,Standard monitoring
EPA-00558,EPA_DWINS_Pattern,pvc,50,12,233.8,non_corrosive,0,46.7,residential,0.0685734839185854,6.9,MINIMAL,2147,14028.0,962.0,Standard monitoring
EPA-00299,EPA_DWINS_Pattern,cast_iron,34,20,910.2,mildly_corrosive,2,100.3,residential,0.06622222222222222,6.6,MINIMAL,2148,170662.0,11302.0,Standard monitoring
EPA-00496,EPA_DWINS_Pattern,pvc,34,10,559.5,moderately_corrosive,1,34.4,mixed,0.06382477416032542,6.4,MINIMAL,2149,33570.0,2143.0,Standard monitoring
EPA-01771,EPA_DWINS_Pattern,steel,34,6,1769.3,moderately_corrosive,2,115.2,industrial,0.06229860327053493,6.2,MINIMAL,2150,112129.0,6985.0,Standard monitoring
EPA-01475,EPA_DWINS_Pattern,hdpe,32,4,1261.3,moderately_corrosive,1,59.8,commercial,0.06210579028495185,6.2,MINIMAL,2151,33109.0,2056.0,Standard monitoring
EPA-01806,EPA_DWINS_Pattern,concrete,33,20,1223.6,moderately_corrosive,0,103.0,industrial,0.0621031746031746,6.2,MINIMAL,2152,218718.0,13583.0,Standard monitoring
EPA-01408,EPA_DWINS_Pattern,hdpe,34,4,1945.3,moderately_corrosive,1,101.3,mixed,0.06190781413575531,6.2,MINIMAL,2153,40851.0,2529.0,Standard monitoring
EPA-00433,EPA_DWINS_Pattern,concrete,48,20,205.3,mildly_corrosive,1,83.3,residential,0.06172013271085555,6.2,MINIMAL,2154,28229.0,1742.0,Standard monitoring
EPA-01835,EPA_DWINS_Pattern,steel,33,6,52.2,non_corrosive,1,98.6,mixed,0.06166666666666667,6.2,MINIMAL,2155,3054.0,188.0,Standard monitoring
EPA-00232,EPA_DWINS_Pattern,ductile_iron,34,24,1676.6,moderately_corrosive,2,36.4,commercial,0.0608954933954934,6.1,MINIMAL,2156,452682.0,27566.0,Standard monitoring
EPA-01767,EPA_DWINS_Pattern,pvc,33,4,707.6,moderately_corrosive,3,116.7,commercial,0.06,6.0,MINIMAL,2157,21228.0,1274.0,Standard monitoring
EPA-01372,EPA_DWINS_Pattern,asbestos_cement,34,16,1983.3,mildly_corrosive,0,63.5,mixed,0.06,6.0,MINIMAL,2157,475992.0,28560.0,Standard monitoring
EPA-01228,EPA_DWINS_Pattern,copper,30,8,488.5,highly_corrosive,0,69.5,residential,0.05733333333333333,5.7,MINIMAL,2159,34195.0,1961.0,Standard monitoring
EPA-00184,EPA_DWINS_Pattern,pvc,33,4,1306.8,mildly_corrosive,1,117.2,residential,0.05712121212121212,5.7,MINIMAL,2160,26136.0,1493.0,Standard monitoring
EPA-01624,EPA_DWINS_Pattern,asbestos_cement,32,8,852.5,corrosive,0,98.1,residential,0.05612121212121212,5.6,MINIMAL,2161,85250.0,4784.0,Standard monitoring
EPA-01360,EPA_DWINS_Pattern,galvanized_steel,25,10,411.2,moderately_corrosive,2,51.0,residential,0.05500317970974905,5.5,MINIMAL,2162,33410.0,1838.0,Standard monitoring
EPA-01824,EPA_DWINS_Pattern,pvc,30,24,1441.2,mildly_corrosive,1,73.6,residential,0.05378787878787879,5.4,MINIMAL,2163,172944.0,9302.0,Standard monitoring
EPA-00121,EPA_DWINS_Pattern,galvanized_steel,22,12,1728.4,moderately_corrosive,4,45.9,residential,0.05333333333333334,5.3,MINIMAL,2164,168519.0,8988.0,Standard monitoring
EPA-01085,EPA_DWINS_Pattern,asbestos_cement,32,4,990.9,corrosive,1,30.7,mixed,0.05289498924503685,5.3,MINIMAL,2165,59454.0,3145.0,Standard monitoring
EPA-00204,EPA_DWINS_Pattern,steel,26,20,1787.0,highly_corrosive,0,117.7,residential,0.05283208020050125,5.3,MINIMAL,2166,290388.0,15342.0,Standard monitoring
EPA-00723,EPA_DWINS_Pattern,hdpe,22,12,911.8,highly_corrosive,1,73.8,mixed,0.0525890246449457,5.3,MINIMAL,2167,57443.0,3021.0,Standard monitoring
EPA-01579,EPA_DWINS_Pattern,galvanized_steel,19,6,1794.3,moderately_corrosive,0,55.1,residential,0.05,5.0,MINIMAL,2168,87472.0,4374.0,Standard monitoring
EPA-01922,EPA_DWINS_Pattern,hdpe,29,24,1779.3,highly_corrosive,2,52.2,residential,0.05,5.0,MINIMAL,2168,186826.0,9341.0,Standard monitoring
EPA-01670,EPA_DWINS_Pattern,hdpe,33,6,671.4,moderately_corrosive,1,61.2,commercial,0.049944449432821524,5.0,MINIMAL,2170,26436.0,1320.0,Standard monitoring
EPA-01315,EPA_DWINS_Pattern,concrete,34,20,1373.1,moderately_corrosive,0,105.5,industrial,0.04727741308187532,4.7,MINIMAL,2171,245442.0,11604.0,Standard monitoring
EPA-01829,EPA_DWINS_Pattern,pvc,32,20,190.2,moderately_corrosive,1,105.3,mixed,0.046469298245614035,4.6,MINIMAL,2172,22824.0,1061.0,Standard monitoring
EPA-00658,EPA_DWINS_Pattern,hdpe,34,8,165.7,mildly_corrosive,0,118.8,residential,0.04642857142857143,4.6,MINIMAL,2173,5800.0,269.0,Standard monitoring
EPA-01231,EPA_DWINS_Pattern,copper,29,12,1528.9,highly_corrosive,1,106.0,commercial,0.046087894153989624,4.6,MINIMAL,2174,240802.0,11098.0,Standard monitoring
EPA-00824,EPA_DWINS_Pattern,pvc,34,4,1789.0,moderately_corrosive,0,43.1,residential,0.04557051282051282,4.6,MINIMAL,2175,35780.0,1631.0,Standard monitoring
EPA-01283,EPA_DWINS_Pattern,pvc,27,6,851.9,corrosive,0,96.4,industrial,0.043333333333333335,4.3,MINIMAL,2176,33224.0,1440.0,Standard monitoring
EPA-01065,EPA_DWINS_Pattern,galvanized_steel,29,8,1569.2,moderately_corrosive,1,66.7,residential,0.04262564102564102,4.3,MINIMAL,2177,101998.0,4348.0,Standard monitoring
EPA-01863,EPA_DWINS_Pattern,pvc,33,16,924.3,highly_corrosive,2,107.2,residential,0.0425890246449457,4.3,MINIMAL,2178,73944.0,3149.0,Standard monitoring
EPA-00834,EPA_DWINS_Pattern,clay,31,24,333.7,corrosive,1,46.7,industrial,0.041666666666666664,4.2,MINIMAL,2179,78086.0,3254.0,Standard monitoring
EPA-00322,EPA_DWINS_Pattern,hdpe,28,4,1542.4,corrosive,2,52.0,mixed,0.04,4.0,MINIMAL,2180,32390.0,1296.0,Standard monitoring
EPA-00488,EPA_DWINS_Pattern,hdpe,27,8,1109.3,moderately_corrosive,1,82.3,commercial,0.03933528265107212,3.9,MINIMAL,2181,58238.0,2291.0,Standard monitoring
EPA-01393,EPA_DWINS_Pattern,concrete,32,16,747.1,non_corrosive,0,69.4,industrial,0.0368,3.7,MINIMAL,2182,106835.0,3932.0,Standard monitoring
EPA-00896,EPA_DWINS_Pattern,steel,33,6,1388.2,moderately_corrosive,1,42.8,commercial,0.03666666666666667,3.7,MINIMAL,2183,101512.0,3722.0,Standard monitoring
EPA-00439,EPA_DWINS_Pattern,pvc,34,4,1356.9,non_corrosive,0,81.5,industrial,0.036553831159094316,3.7,MINIMAL,2184,35279.0,1290.0,Standard monitoring
EPA-00453,EPA_DWINS_Pattern,galvanized_steel,29,4,1761.8,highly_corrosive,0,107.5,residential,0.03591194968553459,3.6,MINIMAL,2185,57258.0,2056.0,Standard monitoring
