KEYAccidentNumber,DATAccidentDate_accident,TIMAccidentTime_accident,CATAccidentTypeDesc_accident,CATDayOfWeek_accident,CATDCADesc_accident,CATMelwaysPage_accident,CATMelwaysGridRef_X_accident,CATMelwaysGridRef_Y_accident,CATLightConditionDesc_accident,NUMVehiclesInvolved_accident,NUMPersonsInvolved_accident,NUMPersonsInjured_accident,KEYPersonID_person,CATRoadUserTypeDesc_person,CATTakenHospital_person,CATInjuryLevelDesc_person,CATAgeGroup_person,CATPostcode_person,CATGender_person,CATLGAName_node,CATDEGUrbanName_node,NUMLatitude_node,NUMLongitude_node,CATPostcode_node,CATSurfaceConditionDesc_surface,CATSubDCACodeDesc_subdca,CATAtmosphericConditionDesc_atmosphere,CATRoadName_acclocation,CATRoadNameInt_acclocation,CATRoadType_acclocation,CATRoadTypeInt_acclocation,CATEventTypeDesc_accevent,CATObjectTypeDesc_accevent
T20160001226,2016-01-18,19:53:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,C,4,Dusk/Dawn,1,3,0,01,Pedestrians, ,Other injury,40-49,2101.0,M,MELBOURNE,MELBOURNE_CBD,-37.8154039,144.955278,3000,Dry,Vehicle leaving intersection,Clear,KING,LITTLE BOURKE,STREET,STREET,Collision,Not Applicable
T20160001226,2016-01-18,19:53:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,C,4,Dusk/Dawn,1,3,0,02,Pedestrians, ,Other injury,40-49,2101.0,F,MELBOURNE,MELBOURNE_CBD,-37.8154039,144.955278,3000,Dry,Vehicle leaving intersection,Clear,KING,LITTLE BOURKE,STREET,STREET,Collision,Not Applicable
T20160001430,2016-01-21,13:15:00                      ,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE)               ,2G,C,9,Day,2,5,1,02,Pedestrians,Y,Other injury,50-59,3122.0,M,MELBOURNE,MELB_URBAN,-37.82356853,144.9808003,3004,Dry,Mid-block,Clear,SWAN,OLYMPIC,STREET,BOULEVARD,Collision,Not Applicable
T20160001430,2016-01-21,13:15:00                      ,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE)               ,2G,C,9,Day,2,5,1,03,Pedestrians,Y,Serious injury,50-59,3122.0,F,MELBOURNE,MELB_URBAN,-37.82356853,144.9808003,3004,Dry,Mid-block,Clear,SWAN,OLYMPIC,STREET,BOULEVARD,Collision,Not Applicable
T20160001451,2016-01-21,19:45:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,44,A,10,Day,1,2,0,01,Pedestrians, ,Other injury,16-17,3350.0,F,MELBOURNE,MELB_URBAN,-37.82319383,144.977061,3004,Dry,Vehicle going straight through,Clear,OLYMPIC,,BOULEVARD,,Collision,Not Applicable
T20160001607,2016-01-23,17:00:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2L,B,10,Day,1,2,0,01,Pedestrians,N,Other injury,40-49,,F,MELBOURNE,MELB_URBAN,-37.84772055,144.9797315,3004,Dry,Vehicle entering intersection,Clear,ST KILDA,MOUBRAY,ROAD,STREET,Collision,Not Applicable
T20160001798,2016-01-26,17:45:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,Q,3,Day,1,2,1,01,Pedestrians,Y,Serious injury,16-17,3427.0,M,MELBOURNE,MELBOURNE_CBD,-37.81098835,144.9666992,3000,Dry,Vehicle entering intersection,Clear,LONSDALE,WARATAH,STREET,PLACE,Collision,Not Applicable
T20160001966,2016-01-15,16:30:00                      ,Struck Pedestrian,Friday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1B,L,1,Unknown,1,2,0,01,Pedestrians, ,Other injury,40-49,3006.0,M,MELBOURNE,MELB_URBAN,-37.81031669,144.9613588,3000,Unknown,Vehicle moving foward - out of control,Not known,ELIZABETH,LA TROBE,STREET,STREET,Collision,Not Applicable
T20160001979,2016-01-20,14:30:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,R,5,Day,1,2,0,01,Pedestrians,N,Other injury,22-25,,M,MELBOURNE,MELBOURNE_CBD,-37.81248038,144.9692202,3000,Dry,Vehicle going straight through,Not known,BOURKE,BRIEN,STREET,LANE,Collision,Not Applicable
T20160002050,2016-01-29,17:00:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2G,A,2,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,3340.0,F,MELBOURNE,MELB_URBAN,-37.81205744,144.9772904,3002,Dry,Vehicle going straight through,Clear,ST ANDREWS,LANSDOWNE,PLACE,STREET,Collision,Not Applicable
T20160002267,2015-10-06,09:05:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,J,11,Day,1,2,0,01,Pedestrians,N,Other injury,22-25,,F,MELBOURNE,MELB_URBAN,-37.80514744,144.949344,3003,Dry,Vehicle leaving intersection,Clear,ERROL,VICTORIA,STREET,STREET,Collision,Not Applicable
T20160002806,2016-02-08,18:00:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,M,4,Day,1,2,0,01,Pedestrians,N,Other injury,50-59,3058.0,F,MELBOURNE,MELB_URBAN,-37.82270954,144.9609978,3006,Dry,Vehicle going straight through,Clear,QUEENS BRIDGE,WHITEMAN ALT,STREET,STREET,Collision,Not Applicable
T20160003345,2016-02-01,11:00:00                      ,Struck Pedestrian,Monday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1A,K,5,Day,1,2,0,01,Pedestrians, ,Other injury,50-59,3082.0,F,MELBOURNE,MELBOURNE_CBD,-37.8143288,144.9628794,3000,Dry,Not Required,Not known,BOURKE,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20160003438,2016-02-16,05:25:00                      ,Struck Pedestrian,Tuesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1A,F,1,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,40-49,3040.0,M,MELBOURNE,MELBOURNE_CBD,-37.8117548,144.9564464,3000,Dry,Not Required,Not known,LA TROBE,WILLIAM,STREET,STREET,Collision,Not Applicable
T20160003722,2016-02-19,09:10:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,L,6,Day,1,2,0,01,Pedestrians,N,Other injury,30-39,3000.0,F,MELBOURNE,MELBOURNE_CBD,-37.81522738,144.9636114,3000,Dry,Vehicle entering intersection,Not known,ELIZABETH,LITTLE COLLINS,STREET,STREET,Collision,Not Applicable
T20160003961,2016-02-09,15:45:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,C,9,Day,1,2,0,01,Pedestrians,N,Other injury,30-39,3143.0,F,MELBOURNE,MELBOURNE_CBD,-37.81939013,144.9571063,3000,Dry,Vehicle within intersection,Clear,KING,FLINDERS,STREET,LANE,Collision,Not Applicable
T20160004628,2015-05-18,18:15:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,F,8,Dusk/Dawn,1,2,0,01,Pedestrians,N,Other injury,22-25,3056.0,F,MELBOURNE,MELB_URBAN,-37.80058525,144.9654536,3053,Wet,Vehicle within intersection,Raining,CARDIGAN,GRATTAN,STREET,STREET,Collision,Not Applicable
T20160004791,2016-03-01,19:30:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,G,4,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,3101.0,F,MELBOURNE,MELB_URBAN,-37.79226018,144.9683897,3053,Dry,Vehicle within intersection,Not known,CEMETERY,PRINCES,ROAD,STREET,Collision,Not Applicable
T20160005504,2016-03-11,15:46:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,J,5,Day,1,3,1,01,Pedestrians,Y,Serious injury,30-39,3030.0,F,MELBOURNE,MELBOURNE_CBD,-37.8146676,144.9617101,3000,Dry,Vehicle going straight through,Clear,BOURKE,HARDWARE,STREET,LANE,Collision,Not Applicable
T20160005538,2016-03-12,00:57:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1D,V,1,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,16-17,3796.0,F,MELBOURNE,MELB_URBAN,-37.81793948,144.9676618,3000,Dry,Vehicle going straight through,Clear,SWANSTON,FLINDERS,STREET,STREET,Collision,Not Applicable
T20160005544,2016-03-12,02:00:00                      ,Struck Pedestrian,Saturday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,2B,F,9,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3065.0,F,MELBOURNE,MELB_URBAN,-37.80194002,144.9652182,3053,Dry,Pedestrian standing,Clear,ARGYLE,MARY,PLACE,STREET,Collision,Not Applicable
T20160005663,2016-03-13,20:00:00                      ,Struck Pedestrian,Sunday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.  ,1C,K,4,Unknown,1,2,0,01,Pedestrians,N,Other injury,30-39,3000.0,M,MELBOURNE,MELB_URBAN,-37.82349965,144.9582824,3006,Dry,Paved footpath,Not known,KINGS,WHITEMAN ALT,WAY,STREET,Collision,Not Applicable
T20160005901,2016-03-16,19:05:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,F,12,Day,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3003.0,M,MELBOURNE,MELB_URBAN,-37.80702489,144.9663309,3000,Dry,Vehicle going straight through,Clear,VICTORIA,TRADES HALL,STREET,PLACE,Collision,Not Applicable
T20160005904,2016-03-16,18:15:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,V,7,Day,1,2,1,01,Pedestrians,Y,Serious injury,50-59,3143.0,M,MELBOURNE,MELB_URBAN,-37.81331563,144.9739525,3000,Dry,Vehicle leaving intersection,Clear,SPRING,COLLINS,STREET,STREET,Collision,Not Applicable
T20160005979,2016-03-17,12:10:00                      ,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1A,A,5,Day,1,2,0,01,Pedestrians,N,Other injury,50-59,3328.0,M,MELBOURNE,MELBOURNE_CBD,-37.81701462,144.9535121,3000,Dry,Not Required,Clear,BOURKE,SPENCER,STREET,STREET,Collision,Not Applicable
T20160006258,2016-03-21,10:15:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2E,J,2,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3003.0,M,MELBOURNE,MELB_URBAN,-37.81210344,144.9509325,3003,Dry,Vehicle leaving intersection,Clear,SPENCER,JEFFCOTT,STREET,STREET,Collision,Not Applicable
T20160006496,2016-03-23,23:30:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,A,5,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3216.0,F,MELBOURNE,MELB_URBAN,-37.81709201,144.9532397,3000,Dry,Vehicle entering intersection,Clear,SPENCER,BOURKE,STREET,STREET,Collision,Not Applicable
T20160006547,2016-03-24,15:40:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,F,2,Day,1,2,0,01,Pedestrians, ,Other injury,17-21,3083.0,M,MELBOURNE,MELBOURNE_CBD,-37.81273613,144.9568858,3000,Dry,Vehicle entering intersection,Clear,LITTLE LONSDALE,WILLIAM,STREET,STREET,Collision,Not Applicable
T20160006551,2016-03-23,15:50:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,B,1,Day,1,2,0,01,Pedestrians,N,Other injury,17-21,3067.0,F,MELBOURNE,MELB_URBAN,-37.80871503,144.9785235,3002,Dry,Vehicle entering intersection,Clear,VICTORIA,LANSDOWNE,PARADE,STREET,Collision,Not Applicable
T20160007060,2016-03-31,15:10:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,E,8,Day,1,2,1,01,Pedestrians,Y,Serious injury,17-21,,F,MELBOURNE,MELB_URBAN,-37.80042682,144.9639756,3052,Dry,Vehicle entering intersection,Clear,GRATTAN,SWANSTON,STREET,STREET,Collision,Not Applicable
T20160007080,2016-03-31,06:20:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,G,12,Dusk/Dawn,1,2,1,01,Pedestrians,Y,Serious injury,70+,3191.0,M,MELBOURNE,MELB_URBAN,-37.80722189,144.9681697,3000,Dry,Vehicle going straight through,Clear,VICTORIA,ELLIOTT,STREET,PLACE,Collision,Not Applicable
T20160007139,2016-04-01,20:43:00                      ,Struck Pedestrian,Friday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1A,E,3,Dark Street lights on,1,2,0,01,Pedestrians,Y,Other injury,50-59,3134.0,F,MELBOURNE,MELBOURNE_CBD,-37.81389223,144.9566927,3000,Dry,Not Required,Clear,LONSDALE,GUESTS,STREET,LANE,Collision,Not Applicable
T20160007797,2016-04-10,02:10:00                      ,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,2B,F,9,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,26-29,3083.0,M,MELBOURNE,MELB_URBAN,-37.80209883,144.9666947,3053,Dry,Pedestrian standing,Clear,ARGYLE,LYGON,PLACE,STREET,Collision,Not Applicable
T20160007808,2016-04-10,07:00:00                      ,Struck Pedestrian,Sunday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.  ,1B,S,1,Day,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3000.0,F,MELBOURNE,MELBOURNE_CBD,-37.8089953,144.9682405,3000,Dry,Paved footpath,Clear,EVANS,EXPLORATION,LANE,LANE,Collision,Not Applicable
T20160007837,2016-04-10,02:11:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,N,7,Dark Street lights on,1,3,1,02,Pedestrians,Y,Serious injury,17-21,3158.0,F,MELBOURNE,MELBOURNE_CBD,-37.81549255,144.9665403,3000,Dry,Vehicle entering intersection,Clear,COLLINS,SWANSTON,STREET,STREET,Collision,Not Applicable
T20160008433,2016-04-17,00:10:00                      ,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1C,H,8,Dark Street lights unknown,1,2,0,01,Pedestrians, ,Other injury,17-21,3008.0,M,MELBOURNE,MELB_URBAN,-37.82764335,144.9580985,3006,Unknown,Not Required,Clear,CLARENDON,CITY,STREET,ROAD,Collision,Not Applicable
T20160008636,2016-04-20,15:30:00                      ,Collision with vehicle,Wednesday,RIGHT TURN SIDESWIPE                    ,2T,J,1,Day,2,5,0,03,Pedestrians,N,Fatality,50-59,3031.0,M,MELBOURNE,MELB_URBAN,-37.78803119,144.9282998,3031,Dry,Commercial(includes shops/school/station) driveway,Clear,RACECOURSE,BELLAIR,ROAD,STREET,Collision,Not Applicable
T20160008642,2016-04-20,17:58:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2L,C,11,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,40-49,3004.0,F,MELBOURNE,MELB_URBAN,-37.85021929,144.9806426,3004,Dry,Vehicle within intersection,Clear,HIGH,ST KILDA,STREET,ROAD,Collision,Not Applicable
T20160008736,2016-04-21,20:25:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,H,3,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,50-59,2534.0,M,MELBOURNE,MELBOURNE_CBD,-37.8130044,144.9597887,3000,Wet,Vehicle within intersection,Raining,LONSDALE,QUEEN,STREET,STREET,Collision,Not Applicable
T20160008907,2016-04-22,00:30:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1C,H,4,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,17-21,810.0,M,MELBOURNE,MELB_URBAN,-37.82410992,144.9564703,3006,Wet,Vehicle going straight through,Raining,CLARENDON,CLARENDON,STREET,STREET,Collision,Not Applicable
T20160009141,2016-04-27,08:24:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,K,5,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,,M,MELBOURNE,MELB_URBAN,-37.79562692,144.9523959,3052,Dry,Vehicle within intersection,Clear,GATEHOUSE,STORY,STREET,STREET,Collision,Not Applicable
T20160009153,2016-04-27,12:02:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,F,10,Day,1,2,1,01,Pedestrians,Y,Serious injury,64-69,3056.0,F,MELBOURNE,MELB_URBAN,-37.80489506,144.9662116,3053,Dry,Vehicle within intersection,Clear,LYGON,QUEENSBERRY,STREET,STREET,Collision,Not Applicable
T20160009209,2016-04-22,16:00:00                      ,Struck Pedestrian,Friday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,1A,A,10,Unknown,1,2,0,01,Pedestrians,N,Other injury,50-59,3008.0,M,MELBOURNE,MELB_URBAN,-37.82109904,144.955075,3008,Unknown,Vehicle entering intersection,Not known,SPENCER,FLINDERS,STREET,STREET,Collision,Not Applicable
T20160009563,2016-02-28,13:00:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2T,G,3,Day,1,2,0,01,Pedestrians,N,Other injury,5-12,,M,MELBOURNE,MELB_URBAN,-37.79120869,144.9249223,3031,Dry,Vehicle within intersection,Not known,EPSOM,MARKET,ROAD,STREET,Collision,Not Applicable
T20160009897,2016-04-01,15:15:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2K,F,1,Day,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3128.0,M,MELBOURNE,MELB_URBAN,-37.83061361,144.9652032,3006,Dry,Vehicle entering intersection,Clear,KINGS,STURT,WAY,STREET,Collision,Not Applicable
T20160010321,2016-05-11,09:00:00                      ,Struck Pedestrian,Wednesday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,2A,D,2,Day,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3046.0,M,MELBOURNE,MELB_URBAN,-37.78905049,144.9388599,3051,Dry,Vehicle going straight through,Clear,RACECOURSE,PLESSEY,ROAD,LANE,Collision,Not Applicable
T20160010991,2016-05-19,08:45:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,T,2,Day,1,2,0,01,Pedestrians, ,Not injured,unknown,,U,MELBOURNE,MELBOURNE_CBD,-37.8095391,144.9693831,3000,Dry,Vehicle going straight through,Clear,EXHIBITION,LITTLE LONSDALE,STREET,STREET,Collision,Not Applicable
T20160011009,2016-05-19,17:45:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,H,7,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,50-59,3437.0,M,MELBOURNE,MELBOURNE_CBD,-37.81693249,144.9615823,3000,Wet,Vehicle within intersection,Raining,COLLINS,QUEEN,STREET,STREET,Collision,Not Applicable
T20160011227,2016-05-21,18:25:00                      ,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2G,F,9,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,17-21,3918.0,M,MELBOURNE,MELB_URBAN,-37.82328001,144.9890701,3004,Dry,Not Required,Not known,PUNT,STEWART,ROAD,STREET,Collision,Not Applicable
T20160011815,2016-05-30,07:40:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,H,4,Day,1,2,1,01,Pedestrians,Y,Serious injury,13-15,,F,MELBOURNE,MELB_URBAN,-37.79361469,144.9474531,3051,Dry,Vehicle entering intersection,Clear,FLEMINGTON,ABBOTSFORD,ROAD,STREET,Collision,Not Applicable
T20160011872,2016-05-30,17:53:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,A,8,Dusk/Dawn,1,2,0,01,Pedestrians,N,Other injury,unknown,,F,MELBOURNE,MELB_URBAN,-37.79965241,144.9550344,3000,Unknown,Vehicle within intersection,Clear,FLEMINGTON,GRATTAN,ROAD,STREET,Collision,Not Applicable
T20160012289,2016-05-04,09:35:00                      ,collision with some other object,Wednesday,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148       ,1A,B,5,Unknown,1,2,0,01,Pedestrians, ,Other injury,30-39,3032.0,M,MELBOURNE,MELBOURNE_CBD,-37.81674584,144.9544581,3000,Dry,Not Required,Clear,BOURKE,GODFREY,STREET,STREET,Collision,Other Fixed (railway furniture/culvert/telephone box etc)
T20160012385,2016-06-04,15:00:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,H,4,Day,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3053.0,F,MELBOURNE,MELB_URBAN,-37.79257889,144.9713489,3053,Wet,Vehicle within intersection,Raining,PRINCES,RATHDOWNE,STREET,STREET,Collision,Not Applicable
T20160012470,2016-06-06,16:20:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,29,G,11,Day,1,2,0,01,Pedestrians,Y,Other injury,22-25,3052.0,F,MELBOURNE,MELB_URBAN,-37.77936832,144.9600636,3054,Icy,Vehicle going straight through,Clear,ROYAL,,PARADE,,Collision,Not Applicable
T20160012697,2016-06-09,11:20:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,43,G,7,Day,1,2,1,01,Pedestrians, ,Not injured,50-59,3181.0,M,MELBOURNE,MELB_URBAN,-37.81024931,144.961589,3000,Dry,Not Required,Clear,LA TROBE,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20160012700,2016-05-31,12:00:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,B,8,Day,1,2,1,01,Pedestrians,Y,Serious injury,64-69,3055.0,M,MELBOURNE,MELB_URBAN,-37.80093369,144.9566435,3000,Dry,Vehicle leaving intersection,Not known,FLEMINGTON,BEDFORD,ROAD,PLACE,Collision,Not Applicable
T20160013010,2016-06-13,16:17:00                      ,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,1A,D,10,Dusk/Dawn,2,5,0,03,Pedestrians,N,Other injury,26-29,5062.0,M,MELBOURNE,MELB_URBAN,-37.82011744,144.9584287,3000,Dry,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed,Clear,FLINDERS,HIGHLANDER,STREET,LANE,Ran off carriageway,Not Applicable
T20160013348,2016-06-17,18:11:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,B,5,Dark Street lights on,1,2,0,01,Pedestrians, ,Not injured,17-21,3630.0,M,MELBOURNE,MELB_URBAN,-37.79513013,144.9581217,3052,Wet,Vehicle going straight through,Raining,ROYAL,BAYLES,PARADE,STREET,Collision,Not Applicable
T20160013372,2016-06-18,07:00:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,F,1,Dusk/Dawn,1,2,1,01,Pedestrians,Y,Serious injury,50-59,3000.0,M,MELBOURNE,MELB_URBAN,-37.8117548,144.9564464,3000,Wet,Vehicle entering intersection,Raining,LA TROBE,WILLIAM,STREET,STREET,Collision,Not Applicable
T20160013799,2016-06-23,19:30:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,H,3,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,26-29,3001.0,M,MELBOURNE,MELBOURNE_CBD,-37.8130044,144.9597887,3000,Wet,Vehicle within intersection,Raining,LONSDALE,QUEEN,STREET,STREET,Collision,Not Applicable
T20160013962,2016-06-26,05:15:00                      ,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,2G,D,9,Dark Street lights on,1,2,0,01,Pedestrians,N,Serious injury,17-21,3095.0,M,MELBOURNE,MELB_URBAN,-37.82384923,144.9830202,3004,Dry,Pedestrian playing,Not known,SWAN,OLYMPIC,STREET,BOULEVARD,Collision,Not Applicable
T20160014025,2016-06-27,07:45:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,C,2,Day,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3104.0,M,MELBOURNE,MELBOURNE_CBD,-37.81354071,144.9544175,3000,Wet,Vehicle going straight through,Raining,KING,LITTLE LONSDALE,STREET,STREET,Collision,Not Applicable
T20160014246,2016-06-30,07:00:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2F,D,1,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,22-25,3051.0,F,MELBOURNE,MELB_URBAN,-37.8092496,144.9608666,3000,Dry,Vehicle within intersection,Clear,ABECKETT,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20160014251,2016-06-30,09:45:00                      ,Struck Pedestrian,Thursday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1B,N,9,Day,1,2,1,01,Pedestrians,Y,Serious injury,50-59,3032.0,F,MELBOURNE,MELBOURNE_CBD,-37.81635951,144.9674098,3000,Dry,Vehicle moving foward - under control,Clear,FLINDERS,REGENT,LANE,PLACE,Collision,Not Applicable
T20160014429,2016-07-02,13:00:00                      ,Struck Pedestrian,Saturday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1A,D,1,Day,1,2,1,01,Pedestrians,Y,Serious injury,26-29,3068.0,M,MELBOURNE,MELB_URBAN,-37.81217752,144.9549464,3003,Dry,Pedestrian standing,Clear,LA TROBE,PARK,STREET,STREET,Collision,Not Applicable
T20160014706,2016-07-06,11:40:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,V,3,Day,1,2,0,01,Pedestrians, ,Other injury,40-49,3066.0,M,MELBOURNE,MELB_URBAN,-37.80940402,144.97214,3000,Wet,Vehicle within intersection,Clear,LONSDALE,SPRING,STREET,STREET,Collision,Not Applicable
