split,image,vehicle_count,haze_score_dcp
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-073.jpg,7,0.8216
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-075.jpg,4,0.4559
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-078.jpg,25,0.4502
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-081.jpg,7,0.6182
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-096.jpg,3,0.4324
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-103.jpg,5,0.6102
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-006.jpg,5,0.6894
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-011.jpg,1,0.7046
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-016.jpg,5,0.855
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-020.jpg,6,0.4836
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-032.jpg,1,0.4822
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-037.jpg,6,0.4917
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-048.jpg,30,0.5815
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-054.jpg,27,0.4017
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-066.jpg,2,0.4782
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-072.jpg,2,0.7428
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-078.jpg,2,0.2707
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-081.jpg,4,0.5019
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-083.jpg,5,0.3875
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-090.jpg,2,0.7428
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-097.jpg,14,0.4469
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-130.jpg,4,0.3802
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/haze-150.jpg,4,0.4371
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-001.jpg,31,0.4815
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-019.jpg,3,0.4839
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-039.jpg,1,0.4228
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-061.jpg,3,0.3756
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-062.jpg,5,0.7848
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-072.jpg,10,0.479
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-088.jpg,3,0.3184
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-121.jpg,5,0.448
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-123.jpg,7,0.3196
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-137.jpg,3,0.319
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/mist-140.jpg,1,0.5351
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-007.jpg,1,0.749
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-016.jpg,37,0.5457
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-022.jpg,10,0.5074
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-034.jpg,1,0.6556
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-038.jpg,1,0.4861
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-070.jpg,2,0.6164
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-074.jpg,32,0.6062
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-245.jpg,22,0.6976
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-293.jpg,25,0.5689
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-319.jpg,9,0.3974
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-327.jpg,6,0.5732
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-355.jpg,6,0.7747
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-415.jpg,1,0.539
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-427.jpg,2,0.5558
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-435.jpg,8,0.4998
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-563.jpg,5,0.4329
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-589.jpg,2,0.5205
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-618.jpg,3,0.4501
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-724.jpg,13,0.3366
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-744.jpg,10,0.2743
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-783.jpg,1,0.4802
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-835.jpg,9,0.5967
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/rain_storm-981.jpg,13,0.5375
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-009.jpg,53,0.7134
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-010.jpg,12,0.9378
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-014.jpg,8,0.981
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-019.jpg,8,0.7268
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-020.jpg,19,0.6749
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-030.jpg,2,0.4895
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-031.jpg,10,0.7301
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-048.jpg,8,0.5598
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-058.jpg,2,0.7984
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-067.jpg,2,0.3371
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-086.jpg,3,0.9103
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-127.jpg,6,0.6028
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-129.jpg,5,0.9963
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-154.jpg,5,0.4941
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-159.jpg,8,0.6631
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-170.jpg,3,0.5308
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-175.jpg,17,0.3799
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-212.jpg,4,0.4661
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-214.jpg,9,0.7944
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-236.jpg,4,0.9792
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-237.jpg,4,0.5929
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-238.jpg,2,0.9808
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-241.jpg,3,0.687
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-260.jpg,5,0.8382
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-266.jpg,9,0.4491
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-285.jpg,5,0.4775
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-300.jpg,4,0.8737
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-306.jpg,10,0.3428
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-312.jpg,1,0.823
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-318.jpg,5,0.4727
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-320.jpg,5,0.7279
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-361.jpg,1,0.6618
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-370.jpg,5,0.4837
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-373.jpg,12,0.8852
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-381.jpg,2,0.458
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-382.jpg,18,0.9215
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-802.jpg,6,0.8037
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-902.jpg,5,0.5159
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-961.jpg,1,0.7724
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm-989.jpg,9,0.7472
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2-992.jpg,7,0.3723
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-006.jpg,4,0.8737
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-015.jpg,23,0.7766
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-019.jpg,3,0.5135
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-024.jpg,4,0.6284
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-027.jpg,1,0.5865
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-028.jpg,8,0.474
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-041.jpg,1,0.5387
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-053.jpg,7,0.4618
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/sand_storm_g2_-079.jpg,10,0.2863
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-002.jpg,5,0.7053
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-003.jpg,13,0.4789
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-014.jpg,15,0.3921
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-021.jpg,7,0.4096
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-046.jpg,7,0.5065
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-048.jpg,12,0.4007
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-049.jpg,4,0.4934
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-052.jpg,10,0.4534
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-054.jpg,5,0.4882
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-055.jpg,10,0.4527
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-063.jpg,9,0.4502
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-069.jpg,8,0.4246
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-087.jpg,8,0.326
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-088.jpg,42,0.6
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-111.jpg,7,0.3963
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-139.jpg,2,0.6158
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-149.jpg,6,0.4582
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-166.jpg,8,0.5308
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-168.jpg,2,0.6629
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-213.jpg,5,0.7381
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-215.jpg,1,0.4422
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-225.jpg,5,0.46
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-229.jpg,9,0.4687
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-239.jpg,2,0.4654
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-243.jpg,11,0.6045
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-281.jpg,3,0.4343
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-283.jpg,6,0.6983
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-289.jpg,9,0.5245
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-291.jpg,7,0.402
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-323.jpg,36,0.3921
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-325.jpg,11,0.3064
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-341.jpg,4,0.3762
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-362.jpg,40,0.322
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/snow_storm-370.jpg,48,0.5489
